source,2017-07-01T00:00:00Z,2017-11-01T00:00:00Z,2018-05-01T00:00:00Z,2018-09-01T00:00:00Z,2018-11-01T00:00:00Z,2019-01-01T00:00:00Z,2019-02-01T00:00:00Z,2019-04-01T00:00:00Z
5g,12.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0
