y,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Quantum algorithm,1.0,,,2.0,4.0,2.0,2.0,3.0,5.0,1.0,,2.0,2.0,1.0,3.0,5.0,2.0,6.0,25.0,36.0,65.0,
Quantum computing hardware,4.0,2.0,15.0,36.0,39.0,34.0,41.0,23.0,45.0,48.0,26.0,28.0,27.0,27.0,37.0,56.0,59.0,74.0,142.0,287.0,402.0,
Quantum cryptography,,1.0,5.0,6.0,18.0,15.0,24.0,17.0,35.0,28.0,34.0,24.0,24.0,21.0,19.0,19.0,23.0,34.0,40.0,24.0,43.0,
Semantic Web,,1.0,1.0,2.0,9.0,7.0,20.0,29.0,50.0,45.0,51.0,71.0,50.0,80.0,66.0,63.0,69.0,56.0,39.0,43.0,42.0,
Silicon laser for communication,,,,,,,,,,,,,,,,,,,,,,
Smartphone,1.0,4.0,21.0,4.0,12.0,33.0,35.0,44.0,88.0,153.0,194.0,341.0,777.0,1460.0,2318.0,3003.0,3552.0,4183.0,4341.0,5140.0,5419.0,4.0
Spatial computing,,,,,,,1.0,,,1.0,1.0,,2.0,,2.0,2.0,2.0,8.0,2.0,4.0,6.0,
Streaming television,2.0,3.0,7.0,2.0,9.0,4.0,12.0,8.0,10.0,11.0,13.0,30.0,24.0,19.0,14.0,14.0,14.0,18.0,16.0,17.0,18.0,
Subvocal recognition,,,,,,,,,,,,,,,,,,,,,,
Ultradense Molecular Memory,,,,,,,,,,,,,,,,,,,,,,
Vehicular communication systems,9.0,17.0,18.0,27.0,23.0,25.0,30.0,40.0,31.0,43.0,57.0,49.0,95.0,121.0,135.0,178.0,186.0,282.0,400.0,589.0,720.0,
Virtual reality applications,11.0,8.0,11.0,15.0,9.0,6.0,7.0,10.0,12.0,5.0,10.0,11.0,6.0,6.0,18.0,16.0,21.0,43.0,72.0,96.0,114.0,
Visible Light Communication,,,,,,,3.0,4.0,13.0,16.0,14.0,27.0,21.0,42.0,75.0,109.0,128.0,146.0,155.0,140.0,104.0,
wi-fi 6,,,,,,,,,,,,,1.0,,,,,,,,1.0,
wi-fi 7,,,,,,,,,,,,,,,,,,,1.0,1.0,,
AI Arbitration,,,,,,,,,,,,,,,,,,,,,,
Digital forensics tools,,,,,,,,,,,,,,,,,,,,,,
Document automation,,,,,,,,,5.0,,1.0,4.0,8.0,3.0,,,4.0,3.0,4.0,,3.0,
Intelligent Knowledge Management,,,,,,1.0,,,,,,,,,,,,,,,,
Aerogel,24.0,25.0,53.0,61.0,67.0,45.0,86.0,54.0,49.0,65.0,87.0,82.0,93.0,92.0,146.0,174.0,203.0,201.0,244.0,283.0,434.0,1.0
Amorphous metal,13.0,16.0,43.0,39.0,58.0,56.0,53.0,61.0,46.0,74.0,73.0,67.0,59.0,104.0,167.0,169.0,163.0,154.0,140.0,90.0,126.0,
Bioplastic,,,1.0,1.0,1.0,2.0,2.0,,3.0,3.0,4.0,6.0,12.0,12.0,9.0,13.0,12.0,11.0,10.0,14.0,20.0,
Carbon nanotube,17.0,64.0,176.0,287.0,449.0,598.0,739.0,783.0,882.0,985.0,1402.0,1317.0,1255.0,1226.0,1243.0,1245.0,1278.0,1252.0,1157.0,1165.0,1153.0,1.0
Conductive polymer,86.0,128.0,195.0,217.0,289.0,303.0,418.0,341.0,353.0,393.0,467.0,467.0,445.0,422.0,459.0,362.0,406.0,405.0,409.0,396.0,390.0,
Cryogenic treatment,,2.0,2.0,2.0,,1.0,2.0,2.0,3.0,5.0,9.0,7.0,7.0,24.0,47.0,36.0,30.0,20.0,18.0,19.0,24.0,
Dynamic Armor,,,,,,,,,,,,,,,,,,,,,,
Eutectic system,3.0,13.0,13.0,9.0,16.0,19.0,17.0,23.0,19.0,19.0,19.0,36.0,18.0,25.0,23.0,32.0,29.0,22.0,23.0,23.0,24.0,
Fast-ion Conductors,1.0,,1.0,,,,1.0,1.0,,,1.0,,,,1.0,,,,,,,
Fullerene,11.0,23.0,71.0,62.0,95.0,113.0,119.0,111.0,117.0,105.0,140.0,163.0,160.0,150.0,149.0,153.0,138.0,135.0,123.0,139.0,143.0,
Gallium Nitride semiconductor,2.0,8.0,12.0,8.0,5.0,11.0,3.0,9.0,4.0,4.0,12.0,5.0,14.0,4.0,7.0,2.0,,7.0,8.0,7.0,4.0,
Graphene,,1.0,5.0,11.0,11.0,22.0,21.0,30.0,43.0,92.0,166.0,291.0,449.0,719.0,1006.0,1281.0,1435.0,1951.0,2532.0,2341.0,2425.0,4.0
Graphene Oxide dough,,,,,,,,1.0,,2.0,15.0,20.0,53.0,78.0,123.0,154.0,189.0,238.0,310.0,323.0,359.0,
High Entropy Alloys,,,,,,,,,,1.0,,,,,,,,6.0,2.0,5.0,11.0,
Magnetic nanoparticles,1.0,1.0,13.0,5.0,10.0,28.0,48.0,42.0,41.0,62.0,71.0,74.0,99.0,96.0,99.0,133.0,137.0,107.0,106.0,139.0,106.0,
Magnetorheological fluid,1.0,2.0,2.0,3.0,7.0,10.0,6.0,10.0,13.0,8.0,29.0,20.0,18.0,28.0,29.0,20.0,18.0,19.0,43.0,53.0,45.0,
Metal foam,4.0,7.0,23.0,16.0,12.0,27.0,31.0,25.0,26.0,35.0,38.0,29.0,32.0,38.0,37.0,43.0,46.0,38.0,47.0,42.0,61.0,
Metamaterial,,,,,7.0,6.0,4.0,6.0,18.0,40.0,100.0,45.0,101.0,99.0,134.0,129.0,117.0,142.0,136.0,151.0,171.0,
Multi-function structure,1.0,1.0,,,,1.0,,1.0,,,1.0,,,,,,1.0,,,,,
Nanocrystal,12.0,32.0,59.0,89.0,125.0,149.0,170.0,212.0,269.0,236.0,344.0,331.0,316.0,350.0,380.0,366.0,398.0,366.0,393.0,402.0,365.0,
Nanotextured surface,,,,,,,,,,,2.0,,2.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,
Photonic Metamaterial,,,,,,,,,,,,,,1.0,2.0,,,,,1.0,1.0,
piezoelectric material adhesion,,,,,,,,,,,,,,,,,,,,,,
Programmable matter,,,,,,,,,2.0,,1.0,1.0,1.0,1.0,4.0,3.0,3.0,5.0,4.0,3.0,3.0,
Quantum dot,14.0,56.0,86.0,115.0,132.0,185.0,229.0,245.0,279.0,359.0,481.0,502.0,450.0,494.0,526.0,626.0,712.0,824.0,923.0,986.0,1046.0,3.0
Self-cleaning surfaces,,,4.0,6.0,3.0,6.0,4.0,6.0,6.0,4.0,9.0,9.0,5.0,3.0,3.0,4.0,2.0,8.0,8.0,4.0,4.0,
Shape Memory Polymer,1.0,4.0,6.0,9.0,8.0,18.0,18.0,17.0,31.0,36.0,53.0,42.0,54.0,53.0,52.0,51.0,51.0,50.0,48.0,46.0,61.0,
Shape-memory alloy,67.0,76.0,125.0,134.0,158.0,185.0,171.0,140.0,193.0,184.0,221.0,217.0,227.0,199.0,203.0,188.0,242.0,259.0,262.0,290.0,327.0,1.0
Silicene,,,,,,,,,,,,2.0,,1.0,,5.0,5.0,9.0,7.0,10.0,10.0,
Single Photon Source,,,2.0,2.0,6.0,2.0,7.0,2.0,8.0,7.0,5.0,8.0,6.0,6.0,5.0,6.0,,5.0,12.0,6.0,8.0,
Superalloy,20.0,23.0,45.0,46.0,46.0,37.0,35.0,49.0,35.0,47.0,51.0,43.0,60.0,66.0,67.0,71.0,104.0,114.0,135.0,122.0,133.0,
Superfluidity,1.0,1.0,3.0,,,,,,1.0,,2.0,,,,,,3.0,1.0,,5.0,2.0,
Superlenses chips,,,,,,,,,,,,,,,,,,,,,,
Syntactic Materials,,,,,,,,,,,,,,,,,,,,,,
Time crystal,,2.0,4.0,3.0,1.0,3.0,4.0,2.0,1.0,4.0,,,2.0,1.0,,2.0,2.0,1.0,3.0,2.0,11.0,
Zeolite,233.0,291.0,464.0,564.0,530.0,507.0,537.0,505.0,625.0,560.0,736.0,749.0,697.0,853.0,827.0,853.0,816.0,852.0,821.0,898.0,918.0,
Zero-friction coating,22.0,35.0,45.0,56.0,52.0,54.0,46.0,53.0,45.0,53.0,85.0,67.0,71.0,71.0,82.0,81.0,72.0,57.0,58.0,63.0,67.0,
16K video resolution,,,,,,,,,,,,,,,,,,,,,,
Augmented reality,4.0,6.0,33.0,23.0,32.0,28.0,29.0,50.0,37.0,45.0,91.0,143.0,278.0,290.0,500.0,659.0,830.0,1127.0,1484.0,1920.0,2476.0,
Brain-computer interface,,,1.0,2.0,1.0,3.0,5.0,5.0,3.0,6.0,13.0,16.0,28.0,27.0,38.0,39.0,46.0,63.0,68.0,78.0,112.0,1.0
Computer-generated imagery,1.0,2.0,,4.0,5.0,4.0,5.0,2.0,4.0,3.0,10.0,7.0,11.0,18.0,17.0,16.0,12.0,15.0,20.0,30.0,47.0,
Detecting fake news online automatically,,,,,,,,,,,,,,,,,,,,,,
e-Reader,1.0,,4.0,,2.0,,2.0,2.0,,2.0,2.0,15.0,22.0,21.0,43.0,49.0,40.0,30.0,49.0,27.0,29.0,
Extended Reality,,1.0,2.0,,,,,1.0,,,,,,,,,,,5.0,17.0,49.0,
hydrogen vehicle,,,1.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,7.0,2.0,,1.0,2.0,1.0,1.0,4.0,2.0,2.0,1.0,
Immersion (virtual reality),,,1.0,,1.0,,1.0,,1.0,5.0,,1.0,1.0,2.0,2.0,,3.0,1.0,4.0,7.0,3.0,
Mixed Reality,,,6.0,5.0,10.0,15.0,11.0,8.0,17.0,17.0,20.0,14.0,19.0,38.0,45.0,36.0,61.0,82.0,183.0,294.0,412.0,1.0
Video tracking,1.0,4.0,12.0,9.0,18.0,9.0,12.0,13.0,13.0,15.0,24.0,22.0,20.0,43.0,42.0,41.0,46.0,52.0,56.0,50.0,48.0,
Virtual reality,144.0,180.0,285.0,295.0,271.0,215.0,245.0,251.0,292.0,265.0,310.0,319.0,339.0,375.0,489.0,629.0,949.0,1698.0,2049.0,2521.0,2830.0,6.0
3D Bioprinting,,,,,,,,,,,,,,,,1.0,4.0,6.0,9.0,22.0,20.0,
Anti-degenerative medicine,,,,,,,,,,,,,,,,,,,,,,
Apheresis,16.0,20.0,45.0,57.0,39.0,47.0,45.0,36.0,40.0,41.0,53.0,49.0,56.0,64.0,60.0,60.0,77.0,79.0,86.0,118.0,139.0,
Artificial womb,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,1.0,
Bio Ink,36.0,67.0,132.0,192.0,203.0,184.0,249.0,239.0,266.0,308.0,454.0,427.0,442.0,535.0,571.0,502.0,542.0,591.0,542.0,640.0,591.0,
Biomimetic Nanocoagulation,,,,,,,,,,,,,,,,,,,,,,
Biosensor,53.0,84.0,194.0,318.0,282.0,308.0,322.0,330.0,383.0,467.0,528.0,510.0,529.0,566.0,620.0,589.0,539.0,564.0,577.0,624.0,618.0,1.0
Breath analysis,,4.0,3.0,5.0,5.0,9.0,5.0,3.0,12.0,11.0,6.0,10.0,7.0,9.0,11.0,14.0,21.0,29.0,21.0,43.0,28.0,
Cancer biomarker,2.0,,1.0,2.0,4.0,5.0,3.0,8.0,5.0,12.0,16.0,17.0,33.0,25.0,33.0,31.0,28.0,31.0,30.0,47.0,39.0,
Capsule endoscopy,,,,,2.0,1.0,,,6.0,2.0,4.0,5.0,8.0,9.0,6.0,7.0,9.0,8.0,6.0,7.0,9.0,
Cortical implant,,,,,,,,,,,,,,,,3.0,,1.0,8.0,2.0,3.0,
De-extinction,,,,,,,,,,,,,,,,,,,,,,
DNA-templated organic synthesis,,,,,,,,,,,,,,1.0,,1.0,,,,,,
Drug-eluting stent,,,,2.0,4.0,24.0,16.0,24.0,20.0,26.0,30.0,34.0,32.0,35.0,45.0,22.0,34.0,44.0,18.0,20.0,11.0,
Electroanalgesia,,,,,,,,1.0,,,2.0,1.0,1.0,3.0,1.0,1.0,,,,,,
Electronic nose,3.0,2.0,12.0,9.0,16.0,12.0,13.0,14.0,11.0,8.0,19.0,16.0,10.0,21.0,19.0,28.0,35.0,35.0,37.0,46.0,62.0,
Head transplant,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,2.0,,1.0,,
Intelligent toilet,,,,,,3.0,,2.0,4.0,8.0,5.0,9.0,7.0,16.0,9.0,5.0,4.0,22.0,18.0,44.0,101.0,
Jet injector,4.0,5.0,9.0,18.0,14.0,5.0,6.0,3.0,4.0,8.0,15.0,32.0,33.0,49.0,70.0,81.0,87.0,82.0,88.0,60.0,37.0,
Lab-on-a-chip,2.0,21.0,115.0,195.0,250.0,320.0,400.0,412.0,473.0,648.0,752.0,1185.0,848.0,799.0,865.0,837.0,876.0,815.0,837.0,985.0,979.0,
Microelectromechanical systems,39.0,195.0,450.0,604.0,861.0,1030.0,1088.0,1092.0,1225.0,1266.0,1358.0,1326.0,1226.0,1409.0,1535.0,1451.0,1572.0,1562.0,1652.0,1719.0,1749.0,5.0
Microfluidics,54.0,68.0,144.0,185.0,241.0,257.0,266.0,316.0,318.0,364.0,456.0,468.0,565.0,552.0,588.0,548.0,545.0,589.0,657.0,772.0,866.0,1.0
Molecular electronics,1.0,5.0,15.0,8.0,25.0,39.0,24.0,39.0,29.0,29.0,29.0,29.0,24.0,20.0,15.0,12.0,6.0,12.0,7.0,11.0,19.0,
Nanorobotics,,,,,1.0,,,2.0,12.0,4.0,2.0,3.0,3.0,,,5.0,5.0,3.0,3.0,5.0,11.0,
Neuron Control,,,,,,,,,,,,,,,,,,,,,,
Neuroprosthetics,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,7.0,5.0,6.0,4.0,12.0,14.0,9.0,11.0,13.0,7.0,6.0,16.0,
Nutritional genomics,,,,,,,1.0,1.0,,,2.0,4.0,,,,2.0,,2.0,2.0,,1.0,
Omni Processor,,,,,,,,,,,,,,,,,,,,,,
OOKP,,,,,,,,,,,,,,,,,,,,1.0,,
Organ-on-a-Chip,,,,,,,,,,,,1.0,,,9.0,4.0,6.0,6.0,25.0,24.0,18.0,
Photoacoustic imaging,,1.0,,,1.0,,1.0,,5.0,3.0,14.0,24.0,22.0,51.0,94.0,86.0,109.0,91.0,78.0,111.0,91.0,1.0
Plasma Medicine,4.0,6.0,6.0,10.0,15.0,12.0,9.0,15.0,21.0,19.0,30.0,29.0,18.0,31.0,33.0,33.0,51.0,46.0,37.0,46.0,48.0,
Point of care automated analyser,,,1.0,,,,,,,,,,,1.0,3.0,1.0,,1.0,5.0,4.0,6.0,
Portable water purification,,,,,2.0,,,,1.0,2.0,4.0,2.0,2.0,4.0,3.0,15.0,11.0,16.0,11.0,8.0,10.0,
Powered exoskeleton,,,1.0,1.0,,2.0,10.0,1.0,3.0,2.0,2.0,2.0,2.0,4.0,5.0,12.0,21.0,17.0,25.0,51.0,31.0,1.0
Protein Structure Prediction,2.0,2.0,5.0,21.0,17.0,13.0,18.0,15.0,12.0,24.0,21.0,26.0,31.0,33.0,39.0,29.0,26.0,34.0,52.0,44.0,55.0,
Rapid diagnostic test,,2.0,,,4.0,2.0,2.0,1.0,4.0,5.0,1.0,4.0,2.0,2.0,8.0,5.0,3.0,12.0,5.0,11.0,14.0,
Real-time polymerase chain reaction,,,2.0,3.0,5.0,5.0,14.0,7.0,12.0,12.0,27.0,38.0,40.0,70.0,57.0,49.0,60.0,45.0,59.0,52.0,48.0,
Regenerative Medicine,7.0,22.0,58.0,176.0,152.0,128.0,150.0,142.0,181.0,196.0,280.0,288.0,317.0,367.0,471.0,471.0,487.0,530.0,561.0,590.0,556.0,
Sensory substitution,,,,,,1.0,2.0,1.0,3.0,5.0,1.0,2.0,2.0,4.0,6.0,6.0,,4.0,4.0,6.0,4.0,
Single Cell Analysis,1.0,1.0,1.0,3.0,3.0,5.0,3.0,8.0,15.0,12.0,17.0,24.0,15.0,16.0,19.0,26.0,46.0,31.0,76.0,89.0,80.0,
Stasis Chamber,,,,,,,,,,,,,,,,,,,,,,
Synthetic Blood,14.0,22.0,32.0,34.0,23.0,44.0,35.0,37.0,33.0,42.0,39.0,32.0,28.0,58.0,54.0,44.0,33.0,48.0,52.0,55.0,85.0,1.0
Theranostic Wound Care,,,,1.0,1.0,5.0,1.0,1.0,2.0,,1.0,4.0,2.0,,2.0,6.0,16.0,33.0,39.0,83.0,103.0,
Transdermal optical imaging,,,,,,,,,,,,,,,,,,,3.0,6.0,2.0,
Active camouflage,13.0,21.0,42.0,44.0,47.0,68.0,57.0,62.0,72.0,77.0,87.0,99.0,125.0,120.0,150.0,167.0,186.0,193.0,189.0,222.0,231.0,
Active noise control,3.0,4.0,7.0,8.0,12.0,9.0,7.0,11.0,16.0,8.0,12.0,11.0,14.0,22.0,10.0,16.0,20.0,22.0,28.0,26.0,31.0,
Automatic identification of suspicious activity,,,,,,,,,,,,,,,,,,,,,,
Cloaking device,,,1.0,,1.0,1.0,1.0,,,,1.0,3.0,3.0,5.0,3.0,5.0,3.0,6.0,1.0,4.0,4.0,
Coilgun,,,,,,,,,,1.0,1.0,,,,,,1.0,1.0,,,1.0,
Compact Kinetic Energy Missile,,,,,,,,,,,,,,,,,,,,,,
DART ammunition,,,1.0,1.0,,,1.0,,,1.0,1.0,1.0,10.0,,,,,,,,,
Delay-line oscillator,,,,,,,,,,,,,,,,,,,,,3.0,
Electrolaser,,,,,,,,,,,,,,,,,,,,,,
Electroshock weapon,,2.0,,1.0,5.0,3.0,6.0,4.0,7.0,9.0,6.0,7.0,2.0,6.0,9.0,5.0,5.0,6.0,7.0,5.0,7.0,
Electrothermal-chemical technology for propellants,,,,,,,,,,,,,,,,,,,,,,
EMP weapon,,,,,,,,,,,,,,,,,,,,,,
Explosively pumped flux compression generator,,,,,,,,,,,,,,,,,,,,,,
Force Field,20.0,45.0,94.0,125.0,109.0,113.0,107.0,116.0,125.0,116.0,124.0,139.0,148.0,173.0,191.0,194.0,225.0,233.0,217.0,238.0,281.0,
Homodyne detection,,,4.0,3.0,13.0,7.0,18.0,7.0,16.0,11.0,10.0,11.0,10.0,10.0,11.0,10.0,12.0,9.0,9.0,16.0,16.0,
HPM weapons,,,,,,1.0,2.0,2.0,2.0,2.0,3.0,2.0,5.0,5.0,2.0,3.0,1.0,3.0,6.0,8.0,4.0,
Hypersonic weapon,,,,,,,,,,,,,,,,,,,,,,
Kinetic bombardment,,,,,,,,,,,,,,,,,,,,,,
Kinetic energy penetrator,,,1.0,,,2.0,,,,,,,1.0,,,1.0,,1.0,1.0,1.0,1.0,
Laser weapon,,1.0,1.0,2.0,1.0,2.0,1.0,,,2.0,3.0,2.0,1.0,5.0,3.0,4.0,4.0,5.0,3.0,4.0,7.0,
Lidar,8.0,13.0,34.0,52.0,51.0,45.0,48.0,101.0,115.0,152.0,175.0,154.0,212.0,252.0,273.0,419.0,477.0,639.0,1056.0,1585.0,2150.0,
MAHEM,,,,,,,,,,,,,,,,,,,,,,
Metamaterial cloaking,,,,,,,,,,,,,,,,,,,,1.0,,
MGM-166 LOSAT,,,,,,,,,,,,,,,,,,,,,,
Nonlinear metamaterial,,,,,,,,,,,,,,,,,,,,,,
Optical coating,17.0,18.0,33.0,46.0,30.0,26.0,37.0,19.0,32.0,21.0,33.0,22.0,45.0,24.0,29.0,42.0,46.0,44.0,49.0,56.0,65.0,
Optoelectronic oscillator,,,,,,,,,,2.0,1.0,1.0,,1.0,,,1.0,2.0,1.0,,4.0,
Particle-beam weapon,,,,,,,,,,,,,,,1.0,,,,,,,
Plasma stealth,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,
Pure fusion weapon,,,,,,,,,,,,,,,,,,,,,,
Quadcopter,,,,,,,,,,,,,3.0,2.0,24.0,40.0,33.0,64.0,154.0,130.0,73.0,
Quantum illumination,3.0,6.0,5.0,5.0,9.0,6.0,9.0,12.0,6.0,9.0,14.0,10.0,19.0,11.0,17.0,19.0,24.0,19.0,22.0,32.0,29.0,
Quantum radar,,,,,,,,,,,,,,,,,1.0,4.0,,2.0,,
Railgun,,,,,,,,1.0,1.0,1.0,3.0,1.0,4.0,4.0,7.0,1.0,5.0,7.0,3.0,8.0,4.0,
Sonic weapon,,,,,,,,,,,,,,,,,,,,,,
Swarm robotic platforms,,,,,,,,,,,,,,,,,,,,,,
Swarm robotics,,,,,,,,,,,,1.0,,,,,,,2.0,2.0,3.0,
Teslaphoresis,,,,,,,,,,,,,,,,,,,,,,
Vortex ring gun,,,,,,,,,,,,,1.0,2.0,2.0,,,,,,,
Asteroid mining,,,,,,,,,,,,,,,,,2.0,1.0,1.0,3.0,3.0,
Biomining,6.0,3.0,13.0,7.0,7.0,9.0,7.0,14.0,24.0,15.0,11.0,18.0,7.0,4.0,5.0,7.0,10.0,7.0,7.0,10.0,5.0,
Urban mining,,,,,,,,,,,,,,,,,,,,1.0,,
Closed system drug transfer device,,,,,,,,,,,,,,,,,,,,,,
DNA repair,23.0,46.0,93.0,119.0,98.0,80.0,102.0,151.0,139.0,196.0,215.0,167.0,198.0,190.0,187.0,193.0,203.0,219.0,257.0,297.0,311.0,
Electronic cigarette,,,,,,2.0,1.0,5.0,6.0,14.0,24.0,45.0,42.0,159.0,465.0,416.0,294.0,631.0,927.0,927.0,842.0,4.0
Enzybiotics,,,,,,,,,,,,,,,,1.0,,,,2.0,1.0,
Exhalation delivery system,,,,,,1.0,,1.0,1.0,4.0,2.0,3.0,5.0,8.0,9.0,9.0,18.0,11.0,19.0,25.0,28.0,
Gene Editing,,,,,,,,,1.0,2.0,2.0,4.0,4.0,9.0,52.0,98.0,198.0,302.0,589.0,920.0,1093.0,1.0
Genome Prime Editing,,,,,,,,,,,,,,,,,,,,,,
ISCOM,4.0,4.0,7.0,8.0,13.0,7.0,7.0,11.0,7.0,13.0,14.0,10.0,13.0,9.0,11.0,12.0,8.0,9.0,12.0,6.0,9.0,
Medicinal fungi,,,,,,,,,,,,,2.0,,1.0,2.0,5.0,1.0,6.0,,4.0,
Microneedle drug delivery,,,,,,1.0,,,,1.0,,1.0,,1.0,,2.0,,,,,,
Molecular Inversion Probe,,,,,,1.0,,1.0,,6.0,10.0,12.0,11.0,7.0,14.0,8.0,5.0,9.0,,7.0,6.0,
NASBA,24.0,23.0,44.0,69.0,58.0,63.0,93.0,74.0,82.0,96.0,104.0,460.0,119.0,143.0,102.0,105.0,99.0,79.0,96.0,66.0,73.0,
Off-target genome editing,,,,,,,,,,,,,,,,,,3.0,1.0,2.0,1.0,
Oncolytic virus,,,1.0,8.0,6.0,8.0,14.0,23.0,19.0,29.0,31.0,26.0,31.0,34.0,32.0,42.0,46.0,48.0,88.0,133.0,150.0,
Phage therapy,1.0,4.0,3.0,5.0,13.0,12.0,4.0,12.0,14.0,22.0,17.0,13.0,11.0,14.0,13.0,18.0,22.0,21.0,9.0,22.0,20.0,
Receptor activated solely by a synthetic ligand,,,1.0,2.0,,,,,,,,,,,,,3.0,1.0,3.0,6.0,6.0,
Senolytic,,,,,,,,,,,,,,,,,1.0,9.0,14.0,28.0,31.0,
Stem-cell therapy,,1.0,12.0,13.0,10.0,24.0,30.0,32.0,61.0,53.0,61.0,93.0,85.0,68.0,71.0,85.0,101.0,100.0,119.0,142.0,121.0,
Structurally nanoengineered antimicrobial polypeptide polymers,,,1.0,,1.0,,,,1.0,,,,2.0,4.0,,4.0,6.0,3.0,2.0,3.0,4.0,
Targeted drug delivery,10.0,22.0,51.0,119.0,93.0,83.0,87.0,72.0,89.0,96.0,104.0,125.0,129.0,157.0,142.0,131.0,148.0,160.0,171.0,195.0,195.0,
Virotherapy,,,,1.0,1.0,1.0,1.0,4.0,3.0,6.0,5.0,9.0,5.0,10.0,3.0,9.0,9.0,12.0,16.0,42.0,33.0,
Air-launch-to-orbit,,,,,,,,,,,,,,,,,,,,,,
Artificial gravity,,3.0,1.0,1.0,2.0,2.0,2.0,7.0,3.0,6.0,4.0,4.0,,1.0,2.0,1.0,3.0,6.0,7.0,6.0,2.0,
Beam-powered propulsion,,,,,,,,,,,,,,,,,,1.0,1.0,,,
Fusion rocket,,,,,,,,,,,,,,,,1.0,,,,1.0,2.0,
Inflatable space habitat,,,,,,,,,,,,,,,,,,,,,,
Ion thruster,1.0,1.0,,1.0,2.0,2.0,1.0,6.0,5.0,2.0,2.0,,2.0,2.0,1.0,3.0,9.0,7.0,9.0,3.0,15.0,
Launch loop,,,,,,,,,,,,,,,,,,,,,,
Mass driver,,,,,,1.0,,,,,,,,2.0,4.0,2.0,,,,,,
Mini-magnetosphere,,,,,,,,,,,,1.0,,,1.0,,,,,,1.0,
Miniaturized satellite,,,,1.0,,,,,,,,1.0,,1.0,1.0,3.0,3.0,3.0,10.0,9.0,8.0,
Nuclear photonic rocket,,,,,,,,,,,,,,,,,,,,,,
Photon rocket,,,,,1.0,,,,,,,,,,,,,,,,,
Photonic laser thruster,,,,,,,,,,,,,,,,,,,,,,
Plasma propulsion engine,,2.0,1.0,1.0,1.0,,4.0,4.0,1.0,3.0,3.0,,2.0,1.0,1.0,3.0,1.0,5.0,4.0,2.0,10.0,
Propellant depot,,,,,,,,1.0,2.0,2.0,3.0,,5.0,1.0,,,,,,,,
Ram accelarator,,,,,,,,,,,,,,,,,,,,,,
Reusable launch system,,,,,,,,,,,,,,,,,,,,,,
Reusable rocket technology for orbital rockets,,,,,,,,,,,,,,,,,,,,,,
Skyhook,3.0,8.0,5.0,3.0,5.0,5.0,5.0,3.0,6.0,12.0,19.0,21.0,25.0,16.0,32.0,35.0,31.0,12.0,20.0,25.0,21.0,
Space elevator,,,1.0,,1.0,,3.0,,4.0,3.0,5.0,5.0,2.0,6.0,1.0,6.0,4.0,2.0,3.0,1.0,4.0,
Space gun,,,,,,,,,,,,,1.0,,,3.0,,2.0,,,,
Spaceplane,,3.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,1.0,1.0,1.0,,,1.0,1.0,,1.0,,
StarTram,,1.0,,,,,,,,,,,,,,,,,,,,
Suborbital launch,,2.0,,1.0,2.0,,1.0,1.0,2.0,,,,,,,,,,,,1.0,
Autonomous Rail Rapid Transit,,,,,,,,,,,,,,,,,,,,,,
Autonomous vehicle,4.0,5.0,8.0,5.0,11.0,7.0,9.0,12.0,12.0,11.0,23.0,18.0,29.0,48.0,68.0,204.0,264.0,480.0,792.0,1497.0,2040.0,
Backpack helicopter,,,,,,,,,,,,,,,,,,,,,,
Electric vehicle,65.0,88.0,139.0,167.0,151.0,176.0,209.0,247.0,291.0,335.0,535.0,761.0,988.0,1336.0,1368.0,1425.0,1389.0,1714.0,3161.0,2429.0,2560.0,13.0
Fuel cell,153.0,331.0,881.0,1151.0,1548.0,1606.0,1719.0,1772.0,1748.0,2079.0,2406.0,1985.0,2117.0,1864.0,1956.0,1819.0,1799.0,1794.0,1812.0,1965.0,2512.0,7.0
Fuel cell vehicle,2.0,11.0,15.0,34.0,49.0,41.0,59.0,64.0,49.0,73.0,71.0,52.0,83.0,80.0,95.0,109.0,124.0,140.0,126.0,150.0,172.0,1.0
Hoverbike,,,,,,,,,,,,,,,,,,,1.0,,,
Hovertrain,,,,,,,,,,,,,1.0,,,,,,,,,
Hydrogen vehicle,,,1.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,7.0,2.0,,1.0,2.0,1.0,1.0,4.0,2.0,2.0,1.0,
Hyperloop,,,,,,,,,,,,,,,,,,,2.0,7.0,7.0,
Intelligent transportation system,,1.0,2.0,,1.0,,3.0,2.0,1.0,3.0,2.0,6.0,6.0,11.0,11.0,16.0,33.0,22.0,23.0,32.0,18.0,
Jetpack,,1.0,2.0,3.0,,,,,,1.0,2.0,1.0,1.0,2.0,1.0,4.0,5.0,4.0,3.0,3.0,5.0,
Maglev,5.0,5.0,3.0,10.0,10.0,4.0,12.0,12.0,12.0,8.0,20.0,23.0,21.0,21.0,26.0,24.0,52.0,71.0,68.0,79.0,84.0,1.0
