,Answer,followerCount,name,upvoteCount,answerCount,answerViews,question
12,"1995 — Applied to Netscape for a job and got rejected1996 — Was forced out of his CEO position from his own company Zip21998 — Struggled to make PayPal succeed1999 — Almost died when he crashed his $1M Mclaren F12000 — Was kicked out of Paypal while on his honeymoon2000 — Got sick with malaria2001 — Russia refused to sell him a rocket2006 — First SpaceX rocket launched failed2007 — Second SpaceX rocket failed2008 — Third SpaceX rocket failed with NASA satellites onboard!2009 — Tesla almost went bankrupt.2013 — First rocket landing failed2014 — Several Tesla Model S caught on fire2015 — Four ro1995 — Applied to Netscape for a job and got rejected1996 — Was forced out of his CEO position from his own company Zip21998 — Struggled to make PayPal succeed1999 — Almost died when he crashed his $1M Mclaren F12000 — Was kicked out of Paypal while on his honeymoon2000 — Got sick with malaria2001 — Russia refused to sell him a rocket2006 — First SpaceX rocket launched failed2007 — Second SpaceX rocket failed2008 — Third SpaceX rocket failed with NASA satellites onboard!2009 — Tesla almost went bankrupt.2013 — First rocket landing failed2014 — Several Tesla Model S caught on fire2015 — Four rocket landings failed2016 — Model X deliveries delayed over a year2016 — 300M Facebook satellite rocket launch exploded2018 — Broke the internet when he took a puff of cannabis on a live show.2018 — The SEC filed a lawsuit against Musk2019 — Model 3 deliveries were delayed2020 — TESLA stock became the most shorted stock in historyTo answer your question, what do I like about Elon Musk?I admire this man’s courage and relentless character.While most of his critics would shrink before small obstacles in life, we can't deny that this man has proven to be an unstoppable genius of our era!","19,199 followers",Jim Cantrell,4.2K,0,0,https://www.quora.com/What-is-a-good-cryptocurrency-to-mine-in-2017
13,"Being one of the early employees at Tesla I was interviewed by Elon as part of his policy although the  middle management position that I was joining perhaps really did not require it. After having finished describing my work experience and why I can be of value to Tesla I asked him a similar question. My question was whether when he embarks on a project/business doesn't the huge hurdles, bureaucracy, high barriers to entry etc cause him to pause? I also added whether he doesn't see these things like others do. His answer was what sold me on Tesla, since it was still a fledgling startup back tBeing one of the early employees at Tesla I was interviewed by Elon as part of his policy although the  middle management position that I was joining perhaps really did not require it. After having finished describing my work experience and why I can be of value to Tesla I asked him a similar question. My question was whether when he embarks on a project/business doesn't the huge hurdles, bureaucracy, high barriers to entry etc cause him to pause? I also added whether he doesn't see these things like others do. His answer was what sold me on Tesla, since it was still a fledgling startup back then. He said he looks at 2 things before embarking on anything. 1) Can it be done? (That by doing it we are not breaking any laws of physics) 2) Is it important? Is it important enough for humanity that it would make a major dent. If the answers to both the questions is ""Yes"" then he goes ahead with it. Simple. I was floored!",0 followers,Jim Hogarth,6.4K,94,5.5M,https://www.quora.com/What-is-a-good-cryptocurrency-to-mine-in-2017
14,"I worked with Elon for 2 years, spent a lot of time with him and helped him start SpaceX. It's hard to know for sure but by comparing Elon with most other bright people that I have worked with, I would put his IQ at 160-165. He is very smart but he is also very determined and hard working. Together with his intelligence and vision, hard work is what makes him so successful. Did I mention that he works very very hard? Yeah.",22 followers,Dolly Singh,15.6K,96,5.6M,https://www.quora.com/Is-crypto-mining-at-home-a-more-profitable-solution-than-buying-directly-cryptocurrencies
15,"Ill have to disagree with everyone here and say yes,Why?Well let’s start in the beginning,This doesn’t prove Elon doesn’t have value, just because you where born in a rich family doesn’t mean you’re rich-trash…but I rant, let me get back to the point.Zip2, this company had a prety good premise, they got mapsIll have to disagree with everyone here and say yes,Why?Well let’s start in the beginning,This doesn’t prove Elon doesn’t have value, just because you where born in a rich family doesn’t mean you’re rich-trash…but I rant, let me get back to the point.Zip2, this company had a prety good premise, they got maps of the city of Palo Alto from Navteq, Elon convinced them to give him the maps for free, adn then they added the adresses of various companies to this said map, so imagine a primitive version of google maps.Pretty good right, the guy has vision, and the company was sold, in 1999, forElon was 28 at the time, so he made a fortune at a very young age, awesome, but he didn’t stop there.He then createdTo make a long story short, there was another company that was doing something of the sort,Most people have the tendency, like Yugal Jain here, to say Elon created Paypal, let me just say that the biggest force behind Paypal’s sucess was probably the CTO at the time,Actually Elon was constantly trowing tantrums because he wanted to be CEO but investors didn’t want him to, he doesn’t really know how to play along if he’s not the one calling the shots…So Paypal had it’s IPO in 2002 and it generatedSometime after it’s IPO Elon left Paypal.He then started Tesla…wait…Martin Eberhard started TeslaIn 2008 Musk became the CEO and laid off 25% of the company.Moving forward, Elon then start’sSpaceX is set to revolutionize space travel has we know it! Because it can build it’s rockets with 320 times less money than NASA!! OMG!! Amazing!!Yeah well…kinda.Altough this is an amazing achievment it’s not really revolutionizing space travels by means of engineering, there’s no huge improvement in motors or technology really…you know why??Because SpaceX doesn’t take care of R&D, they just use NASA’s patents, that why they can build cheaper spacecraft’s, all the costy work is done.If you read carefully through is biography you can see that Elon is focused,determined, good willed ( but he can be the biggest jackass in the face of the planet), and smart, but he’s not even close to a genius, he’s more of a businessman than engineer.He uses the same materials everyone does, he just get’s them cheaper, he doesn’t bring any technical advancements to the table, he get’s really smart people to do the hard brainy work, so he doesn’t have to.So yeah, the guy’s smart, but most of it is just what the media wants to portray, and some people just eat it up.","8,614 followers",Abdullah Shiryar,9.2K,182,7.5M,https://www.quora.com/Is-crypto-mining-at-home-a-more-profitable-solution-than-buying-directly-cryptocurrencies
16,"You wake up at five in the morning, in an office chair. A twinge of pain shoots through your back, but you get up anyway. Opening your office’s door, you’re welcomed by the rending of steel on steel — to the noise of a factory. To your factory.Your prison.You haven’t left the factory in a week. You’ve worked several 24 hour days, and are still losing sleep on the days you haven’t.Yet, it’s fine. Everything is fine. Sure, your production is behind. Sure, you bombed your last conference call. Sure, your stock is down. Sure, you’re spending too much time here at TESLA, when you should really be oYou wake up at five in the morning, in an office chair. A twinge of pain shoots through your back, but you get up anyway. Opening your office’s door, you’re welcomed by the rending of steel on steel — to the noise of a factory. To your factory.Your prison.You haven’t left the factory in a week. You’ve worked several 24 hour days, and are still losing sleep on the days you haven’t.Yet, it’s fine. Everything is fine. Sure, your production is behind. Sure, you bombed your last conference call. Sure, your stock is down. Sure, you’re spending too much time here at TESLA, when you should really be offering more time to SpaceX, Hyperloop, and the Boring Company…Sure.Though, there’s just not enough time right now. No matter how much you try managing it, it seems like there’s never enough. If only you could somehow find a way to slow time down…Wait, can you? Nevermind, you can shoot that idea to R&D later today. Right now, you need to focus.You need this car to work. It has to work. It will. It will change the world — it just needs a little more time. As for you, a little caffeine and Ambien is all you need.Maybe you should let yourself relax… Take a break. Scroll through twitter.The world loves you. This will work out. Things always have, haven’t they? For crying out loud, you’re Elon Musk!Right now, Elon Musk is being pulled in a million different directions. The man has started over half a dozen tech companies, and has dipped his hands in countless more.I’m a skeptic of Musk and those who herald him as a “genius”. He’s not going to make it to Mars by 2024 (NASA will probably have beaten him by the time he does), his “Hyperloop” won’t be capable of the initially proposed 1,000 mph travel (if it’s ever built), and his attempts to conceive AI will be infertile until we master quantum processing (and, as Richard Feynman once put it, ""if you think you understand quantum mechanics, you don't understand quantum mechanics”). Musk is a trailblazing businessman, not some super-scientist.That said, there’s no denying Musk’s footprint on the world. He’s inspired countless people, and his successful ventures have benefited countless more. In the coming century I expect him to be remembered as a critical stepping stone toward scientific progress, in the vein of Jobs, Tesla, or Edison. I’ll admit he’s made a recent string of mistakes (this article from the New York Times should bring the unaware up to speed:From what I’ve gleaned, Musk is a man who’ll settle for nothing less than the actualization of his vision for the world. It’s his greatest strength, and greatest weakness. Is he crazy? Hell yeah. However, last I checked, it’s the crazy people who shake things up.",18 followers,Asim Qureshi,11.6K,996,155.3M,https://www.quora.com/Will-Elon-Musk-ever-think-about-other-options-in-green-energy-solutions-other-than-solar
17,"The trick with energy is that the more you spend, the more you get back.The difference in highly successful individuals is that their work has meaning, passion, a reason to service and excel. They will not just work to fill in their time or earn a living, which is what most people do.That is why they seem to have much more energy. They achieve goal after goal, setting the bar higher and higher. It's a personal growth game that is both great fun and extremely rewarding.","36,669 followers",Sylvain Saurel,885,6.2K,264M,https://www.quora.com/Will-Elon-Musk-ever-think-about-other-options-in-green-energy-solutions-other-than-solar
18,"After working for Elon for over 5 years at SpaceX as the Head of Talent Acquisition, there are many potential answers to this question. Any answer I might give will be completely colored by my own experiences, so full disclaimer this is not an unbiased piece free of personal narrative.It is said that you cannot dream yourself a character; you must hammer and forge one yourself. If any leader and any company has done that, and continues to do that it is SpaceX. To try and capture in words what working with Elon is like, I’d like to share some specific memories, particularly of one really roughAfter working for Elon for over 5 years at SpaceX as the Head of Talent Acquisition, there are many potential answers to this question. Any answer I might give will be completely colored by my own experiences, so full disclaimer this is not an unbiased piece free of personal narrative.It is said that you cannot dream yourself a character; you must hammer and forge one yourself. If any leader and any company has done that, and continues to do that it is SpaceX. To try and capture in words what working with Elon is like, I’d like to share some specific memories, particularly of one really rough day and its epic aftermath.On Aug 2 2008, 8 months after I joined the company, SpaceX launched its third flight of the Falcon 1 launch vehicle. Falcon 1 was the predecessor to the Falcon 9 launch vehicles that the company flies today.It was a defining moment for the company. Elon had a couple years prior stated in the press that his $100M personal investment in the company would get us up to 3 tries and if we couldn’t be successful by the third flight we may have to admit defeat. In addition to the pressure created by this narrative in the press, the lobbyist armies of our competitors (largest, most powerful defense contractors in the world) had been in overdrive in DC trying to undermine SpaceX and damage our credibility by painting us as too risky and inexperienced in order to protect their multi-billion dollar interests in the space launch business.However, shortly after the first stage flight, immediately following stage separation (when the first stage of the vehicle detaches and falls away from the 2nd stage of the vehicle which continues its journey to space) we lost the vehicle and mission.SpaceX, VP of Propulsion Tom Mueller, the modern day godfather of rocket science and one of the most brilliant scientific minds on the planet, and his team had done such a great job redesigning the vehicles engines systems that they were even more efficient and powerful than in some ways projected.We turned off the first stage engine, and then proceeded to separate the vehicle stages; however when the stages uncoupled there was still a little leftover ‘kick’ or thrust in the first stage engine- so our first stage literally rear ended our second stage immediately after we had tried to separate the two sections of the vehicle. It was a devastating emotional experience.I stood around with the then 350 or so employees, and we cheered the vehicle on as it took off, and as we were watching the mission clock and knew that the stages were about to separate - the video feed was cut. The company is on a 20 second viewing delay from the mission control team as we are being projected the external press feed which is delayed in case of major mission anomalies. So when we lost video, we knew something had gone wrong in a big way.Elon and about 7-8 of the most senior technical people at SpaceX were commanding the mission from a trailer in the back of the Hawthorne factory; and we all waited anxiously for the trailer door to open and for someone to tell us something. The mood in the building hung thick with despair; you have to keep in mind that by this point SpaceX was 6 years old, and many people have been working 70-80+ hours a week, swimming against extremely powerful currents, like difficult barriers in technology, institution, politics, and finance- by sheer force of their blood and sweat.They had all given so much, were mentally and physically exhausted, and really needed a win in order to replenish their spiritual wells and give them the faith to keep following this man up a treacherous mountain that had depleted the hopes and resources of the many others who had come to conquer it.This night would forever impact the future of the company, it had the potential to send the company into a downward spiral, from which we may not have ever recovered. A failure in leadership would have destroyed us not only from the eyes of the press or potential consumers but it would have destroyed us internally.When Elon came out he walked past the press and first addressed the company. Although his exact words escape me in how he started off, the essence of his comments were that:I think most of us would have followed him into the gates of hell carrying suntan oil after that. It was the most impressive display of leadership that I have ever witnessed. Within moments the energy of the building went from despair and defeat to a massive buzz of determination as people began to focus on moving forward instead of looking back. This shift happened collectively, across all 300+ people in a matter of not more than 5 seconds. I wish I had video footage as I would love to analyze the shifts in body language that occurred over those 5 seconds. It was an unbelievably powerful experience.What happened in the days and weeks following that night is nothing short of a series of miracles:So for those who ask the question, this is in my opinion the true character of Elon Musk. Undeterred in the face of all odds, undaunted by the fear of failure, and forged in the battlefields of some of the most terrifyingly technical, and capital intensive challenges that any human being could choose to take on. Somehow he comes out alive, every time - with the other guy's head on a platter.Working with him isn’t a comfortable experience, he is never satisfied with himself so he is never really satisfied with anyone around him. He pushes himself harder and harder and he pushes others around him the exact same way. The challenge is that he is a machine and the rest of us aren’t. So if you work for Elon you have to accept the discomfort. But in that discomfort is the kind of growth you can’t get anywhere else, and worth every ounce of blood and sweat.","5,929 followers",Alex Lightman,1.1K,752,6.9M,https://www.quora.com/Will-Elon-Musk-ever-think-about-other-options-in-green-energy-solutions-other-than-solar
19,"Sure. That’s why people do it.That having been said, this is for the most part no longer an amateur undertaking. Mining for the large and more profitable coins has largely been professionalized with specialty mining rigs or high-end GPUs at sites with free or low-cost electricity and easy cooling for equipment.If you happen to live in a location with low-cost electricity, or you have extra solar generating capacity on your home, or you heat with electricity in the winter anyways so you might as well heat with a mining rig, then it is still possible to make money if you know what you’re doing,Sure. That’s why people do it.That having been said, this is for the most part no longer an amateur undertaking. Mining for the large and more profitable coins has largely been professionalized with specialty mining rigs or high-end GPUs at sites with free or low-cost electricity and easy cooling for equipment.If you happen to live in a location with low-cost electricity, or you have extra solar generating capacity on your home, or you heat with electricity in the winter anyways so you might as well heat with a mining rig, then it is still possible to make money if you know what you’re doing, have a good internet connection and can keep your equipment up and running.","3,397 followers",Raymond Scottman,1.1K,0,0,https://www.quora.com/What-is-a-good-cryptocurrency-to-mine-in-2017
20,"I hope I am not too late to answer your this question ;)Before answering this , I am assuming that Your understanding about penny stocks is already stiff i.e you know well about advantages and disadvantages of investing in penny stocks .Fine .Let’s see what are some best benny stocks , in which you can invest in 2021 :(note: all the informations here ,are based on detailed analysis of fundamentals , past year performance and peer comparisions )1. SAL SteelsShare price- 3.45 rs.Debt to equity ratio- 13.53Market cap- 29.31 cr.ROE - 238.47%2. Sri Ramakr. MillShare price- 16.15 rs.Debt to equity rI hope I am not too late to answer your this question ;)Before answering this , I am assuming that Your understanding about penny stocks is already stiff i.e you know well about advantages and disadvantages of investing in penny stocks .Fine .Let’s see what are some best benny stocks , in which you can invest in 2021 :(note: all the informations here ,are based on detailed analysis of fundamentals , past year performance and peer comparisions )1. SAL SteelsShare price- 3.45 rs.Debt to equity ratio- 13.53Market cap- 29.31 cr.ROE - 238.47%2. Sri Ramakr. MillShare price- 16.15 rs.Debt to equity ratio- 4.88Market cap- 11.5 cr.ROE - 90.26 %3. Pooja EntertainShare price- 62.55 rs.Debt to equity ratio-Market cap-32.48 cr.ROE - 108.1 %4. Innovana ThinkShare price- 99.55 rs.Debt to equity ratio- 0.001%Market cap- 102.4 cr.ROE - 53.03 %5. HLVShare price- 5.95 rs.Debt to equity ratio- 0.06 %Market cap- 9.88cr.ROE - 47.08%I have provided you with some really basic informations about few shortlisted shares which according to me are sound to invest .Hope this was helpful.Join ourHave a profitable day .Please upvote ! your one upvote motivates me enormously.",101 followers,Krishna Kunal,824,53,438.3K,https://www.quora.com/What-is-a-good-cryptocurrency-to-mine-in-2017
21,"First of all I'd suggest don't go after penny stocks or even small cap stocks, you'll regret if it goes into consolidation phase or if it drops below 1rs in near future.Now what is a penny stock ? Penny stocks in the Indian stock market have prices below Rs 10.Now only if you have enough moFirst of all I'd suggest don't go after penny stocks or even small cap stocks, you'll regret if it goes into consolidation phase or if it drops below 1rs in near future.Now what is a penny stock ? Penny stocks in the Indian stock market have prices below Rs 10.Now only if you have enough money to take some risk or if you want to put just some amount of your money into it here are some of the stocks:•1• Trident: cmp 14.59-Don't regret having just 60 of them^ bcz I don't invest in penny stocks. Will definitely accumulate, if it drops.•2• Yes bank: cmp 18.05-Can't wait for it to drop so that I can add more of them^ bcz I literally want 1000 shares of yes bank.•3• RVNL: cmp 32-•4• Brightcom group: cmp 7.75-•5• Urja global: Cmp 8.30-P.s.- if you're interested into any stock, be it penny or any other. Think about what people will want in future. We all know right now EVs renewable energy is the future but we still are not investing in it. It doesn't matter if you buy 1stock or 10. What's important is that you're thinking, what can actually happen in future and then selecting those particular stocks. It doesn't matter if you're wrong or right just keep your stock selection that way and work in small quantity if it's a penny stock.P.s.2- I will still suggest to avoid penny stocks. Go with the market leaders when they are available at lower prices. You can easily get 20–40% returns in a year which is more than enough. Don't be greedy, good things take time. Also you can always check my profile and see the performance of the stocks I recommended in past. So that you too can select your own stocks accordingly.🥂","84,494 followers",Adam Fayed,5K,0,0,https://www.quora.com/What-is-a-good-cryptocurrency-to-mine-in-2017
22,Penny stock can be painful in future this term should be kept in mind before any Investment Decision.Below are some penny stock. I would not like to recommend to invest in penny stock.Penny stock can be a Multibagger but ratio is much lesser.Note: Please do your own Reaseach as well Consult With your Financial Advisor before any Investment.Happy Reading!Thank You,"45,927 followers",Sahil Bhadviya,580,232,18M,https://www.quora.com/What-is-a-good-cryptocurrency-to-mine-in-2017
23,"Penny stocks which I hold personallyTrident Limited(5209shares) at 4rsYes Bank(100shares) at 12.20Nitin Spinner (201 shares) at 45( will hold for 1year)NilaInfra(1000 shares) at 4.5Birla Money (100 shares) at 38 (will hold for 1 Year)Ujjivan SFB (1000 shares) at 26 (booked fully)Equitas Holding(100) at 42I had bought these stock from March-April period so I got them at cheap valuation.Tips.Create a watchlist. Run a scan. (MCap>200Cr and ROCE> 10% ),share price must be below 50, Company must be at least 8Years old, promoter’s holding must be greater than 50%. Divide them into sector wise. AnalyPenny stocks which I hold personallyTrident Limited(5209shares) at 4rsYes Bank(100shares) at 12.20Nitin Spinner (201 shares) at 45( will hold for 1year)NilaInfra(1000 shares) at 4.5Birla Money (100 shares) at 38 (will hold for 1 Year)Ujjivan SFB (1000 shares) at 26 (booked fully)Equitas Holding(100) at 42I had bought these stock from March-April period so I got them at cheap valuation.Tips.Create a watchlist. Run a scan. (MCap>200Cr and ROCE> 10% ),share price must be below 50, Company must be at least 8Years old, promoter’s holding must be greater than 50%. Divide them into sector wise. Analyze their share price. If a share is in downtrend for longer than 3Years, remove them from watchlist. Check their Management, products or services. If you believe it’s going to sustain after economic slowdown then buy few and wait patiently.also, debt to equity (D/E) ratio MUST be near to zero.(at max .5)I’d recommend Ujjivan SFB(below 37rs),Trident Limited(below 6rs), Equitas Holding(below 60) for long term purpose.(For Education purpose only)Thanks for 100Upvotes♥️",0 followers,Stock Price,791,0,0,https://www.quora.com/What-is-a-good-cryptocurrency-to-mine-in-2017
24,"I am lazy to give you all the statistics. But, here are my fav 5 penny stocks:NoteThen why invest? Risk hai toh…😜Personal belief: Invest money worth of Goa tour which we all can't do it in 2020 with the hope that it can turn to World tour. If not, consider that you had visited Goa in 2020.Happy investing.",6 followers,Ryan Burner,1.6K,0,0,https://www.quora.com/What-is-a-good-cryptocurrency-to-mine-in-2017
25,"My personal FavouriteI have 1000 share at 2.92 Total investment cost=2920.Right now Share price is 3.35 ,So i have booked some profit called 3.35*1000=33503350–2920=430 in just 3 —4 days .These stocks are very risky so don't buy too much quantity ,just buy 1000–2000 share and sold it when it comes to constant graph line .Thank you .Note- This is my personal strategy don't follow it blindly.Becoz I don't have heavy amount to invest.My personal FavouriteI have 1000 share at 2.92 Total investment cost=2920.Right now Share price is 3.35 ,So i have booked some profit called 3.35*1000=33503350–2920=430 in just 3 —4 days .These stocks are very risky so don't buy too much quantity ,just buy 1000–2000 share and sold it when it comes to constant graph line .Thank you .Note- This is my personal strategy don't follow it blindly.Becoz I don't have heavy amount to invest.",18 followers,Asim Qureshi,1.8K,996,155.3M,https://www.quora.com/What-is-a-good-cryptocurrency-to-mine-in-2017
