,Answer,followerCount,name,upvoteCount,answerCount,answerViews,question
10,"You should be wary of any private equity firm that would hire youSucceeding in private equity, or the investment industry in general, requires you to build a solid foundational skill set. Investment banking will equip you with this skillset.Why banks do this…The hiring model in investment banks, as you know, is to hire people straight from their undergraduate degree, put them through a training program, then staff them on client/deal teams. The two year analyst experience is a crucible in which strong foundational skills are forged - skillsYou should be wary of any private equity firm that would hire youSucceeding in private equity, or the investment industry in general, requires you to build a solid foundational skill set. Investment banking will equip you with this skillset.Why banks do this…The hiring model in investment banks, as you know, is to hire people straight from their undergraduate degree, put them through a training program, then staff them on client/deal teams. The two year analyst experience is a crucible in which strong foundational skills are forged - skills that may then be parlayed into a variety of future roles, including (popularly) private equity.The banks can do this because banking is a people-intensive business, and they have sufficient economy of scale to train a large number of analysts in a purpose-built program.…Therefore, they let the banks do it for them, and then hire analysts after 2–3 years in banking. Private equity firms are much smaller than investment banks, and their hiring needs are a fraction of those of their banking cousins. It’s simply not economical for PE firms to invest in extensive training for entry-level, untrained hires when the model of taking them from banking programs after a couple of years works pretty well.Most private equity firms that may be willing to take you in untrained are likely going to give you a lower quality experience, with less training (or none at all), and stunt your career prospects. Proceed carefully.",0 followers,Pramod Kumar,1.2K,729,22.1M,https://www.quora.com/Why-is-China-not-a-technological-innovator
11,"This is a indeed a very dumb move by the Americans, one that is going to have severe negative repercussions for the entire US tech industry in the long term. The chip makers and more specifically Google.Their actions against Huawei are setting off alarm bells in the entire global cell phone manufacturing industry. Most cell phone manufacturers are not US companies. The move to ban the sales of vital chips to Huawei has most likely made all cell phone manufacturers look very closely at their reliance on American chips and technology and therefore their vulnerabilities to the whims of an unprediThis is a indeed a very dumb move by the Americans, one that is going to have severe negative repercussions for the entire US tech industry in the long term. The chip makers and more specifically Google.Their actions against Huawei are setting off alarm bells in the entire global cell phone manufacturing industry. Most cell phone manufacturers are not US companies. The move to ban the sales of vital chips to Huawei has most likely made all cell phone manufacturers look very closely at their reliance on American chips and technology and therefore their vulnerabilities to the whims of an unpredictable character like Donald Trump. No doubt they are all looking at what steps they can take to reduce their reliance on American chips and their exposure to the whims of US presidents.Huawei is going to suffer enormous damage in the immediate and medium term, no doubt. However the company that is ultimately going to pay the biggest price is Google and it’s Android operating system. In fact I would go as far to say that this is the beginning of the end for Android and ultimately Google.You can be rest assured that right now every cell phone manufacturing companies’ top brass are having emergency meetings to discuss this earth shattering move by Google, its impact on Huawei, the cell phone industry and the impact such a move would have on their own company if the US should do the same to them. I bet they are all feeling highly uncomfortable that by the stroke of a pen, someone as impulsive, thin skinned and unpredictable as Trump can literally destroy their multi-billion dollar companies overnight. Samsung, LG, Sony and all other major cell phone manufacturing companies are most likely going to instruct their R&D departments to start working immediately on developing their own operating systems. You can be rest assured that future devices from Samsung, LG, Sony and Huawei etc will be coming out with their own operating systems. Bear in mind that virtually all cell phone companies are not American companies. Android is not going to survive this - it is going to be gone within a decade.Less or no Android phones means less revenue from Google Play store, less Gmail users etc. Google’s revenue and shares are going to tank.The same for their reliance on American chips. They are going to start making a concerted effort to wean themselves off American chips and seek alternatives. Most likely the alternatives is going to come from China, who is now going to accelerate the development and manufacture of their own such chips.I think ultimately it is going to affect more than just the cell phone and chip industry. The Trump administration’s over eagerness to use such tactics willy nilly is making companies, in all industries across the globe, look at their exposure to, and any reliance they may have on, any American equipment and technology. Steps are going to be taken to reduce that reliance and exposure. Because of these latest moves, overexposure to and reliance on American equipment and technology is henceforth going to be viewed as a major risk. Steps are going to be taken to mitigate this risk, which ultimately is going to result in less and less business for American companies.This is a massive own goal for American business.",22 followers,Joseph Wang,1.1K,28.6K,104.7M,https://www.quora.com/Why-is-China-not-a-technological-innovator
12,"Those actions have awaken the world that too much reliance on American technologies is fatal, since the US can cut off the supplies anytime it wants in the name of “national security”.For example, if a Japanese company somehow becomes the leader in 6G technologies in the future, you can bet the US will do similar thing to that Japanese company as they are doing to Huawei now.Don’t want to get banned by the US? Then don’t try to be ahead of the US in anything. This is the message the US is sending to the world.",32 followers,Zachary Boyd,775,833,3.9M,https://www.quora.com/Why-is-China-not-a-technological-innovator
13,"Let’s compareSupply.AmericaChina may feel some short-term painHuawei, for example,Let’s compareSupply.AmericaChina may feel some short-term painHuawei, for example,AndIntentionally.Commercial aircraft. Microchips. The iPhone.America offers few ‘value-added manufactured goodsPity Boeing.And if Beijing opts to enter the commercial aircraft manufacture market - to offer aircraft built using supply-chains exclusive of American firms?Pity Apple.ChinaPity the entire American computer/communications sector.America has given up on ‘winning’ economic success via cutting-edge tech.America decided it likes its elect to spoon-feed it sugar-coated confections rather than wholesome - if dissatisfying facts. America likes its elect to findChina outpaces AmericaThe nations of the ‘In July 1853 America revealed its true natureNot every American wears a MAGA ball-capThere are several problems with that consensus attitudeWhat America is doing to HuaweiHere most would shun Donald TrumpIn that attitudinal sea-change","43,151 followers",Misha Firer,1.5K,1.3K,132.5M,https://www.quora.com/Why-is-China-not-a-technological-innovator
14,"Let's reason:Chinese tech companies are, to be honest, not as advanced as their US competitors. They've tried very hard, but not able to take significant market share.Then a genius came and issued executive orders to prevent US companies doing business with their biggest client in China. In other words, the market share of US companies will shrink “bigly”.Now the Chinese tech companies are rubbing hands excitingly and ready to take a bite of the market the US companies just quit.In a decade, I believe China will have her own industry of chips. It happened before, e.g. nuclear weapons, aircraftLet's reason:Chinese tech companies are, to be honest, not as advanced as their US competitors. They've tried very hard, but not able to take significant market share.Then a genius came and issued executive orders to prevent US companies doing business with their biggest client in China. In other words, the market share of US companies will shrink “bigly”.Now the Chinese tech companies are rubbing hands excitingly and ready to take a bite of the market the US companies just quit.In a decade, I believe China will have her own industry of chips. It happened before, e.g. nuclear weapons, aircraft carrier, stealthy jet fighters, navigation system, space station, super computer and etc…Seriously, anyone is thinking of Chinagate?",18 followers,Asim Qureshi,8K,996,155.4M,https://www.quora.com/Why-is-China-not-a-technological-innovator
15,"YES.According to Chinese social media, the applications for positions in HiSilicon, the semi-conductor arm of Huawei, skyrocketed after the ban.And all the Chinese mobile phone makers are now taking a second look at Chinese domestic IC chips, which they used to shun as those Chinese ICs are 20–30% lower in performance. There used to be a vicious cycle that stunts the growth of Chinese IC industry: bad performance -> no one uses them -> no money for R&D and no chance to test for bugs -> bad performance. So the best way to slow down the development of Chinese IC industry is actually for the US tYES.According to Chinese social media, the applications for positions in HiSilicon, the semi-conductor arm of Huawei, skyrocketed after the ban.And all the Chinese mobile phone makers are now taking a second look at Chinese domestic IC chips, which they used to shun as those Chinese ICs are 20–30% lower in performance. There used to be a vicious cycle that stunts the growth of Chinese IC industry: bad performance -> no one uses them -> no money for R&D and no chance to test for bugs -> bad performance. So the best way to slow down the development of Chinese IC industry is actually for the US to sell as many IC chips to China as possible. This way, Chinese IC firms will be starved from the capital and talents needed to grow.With the ban on Huawei, this vicious cycle is broken. Going forward, Chinese IC industry will go through a virtuous cycle: more usage -> more money for R&D and more chance to test for bugs -> better performance -> more usage.And Chinese government will have no reservation on showering Chinese IC companies with state support, which is exactly what Trump tries to stop. Now that Trump shows that the US is happy to use governmental actions to crush commercial competitons, Chinese government will have no qualms at all in supporting Chinese IC firms with subsidies and protectionist measures.Globally, 7 out of the top 10 mobile phone makers are Chinese. And just Chinese domestic market alone is 1.4 billion strong, which is big enough for Chinese mobile phone makers to adopt Chinese ICs. After Chinese ICs become better, they will then be rolled out to other developing markets.Once the virtuous cycle starts to kick in, we will witness a meteoric rise of Chinese IC industry. It really doesn’t bode well for American IC industry.In short, if you are looking for what MYOPIC policy is like, you can’t find a better example like Trump’s ban on Huawei and other Chinese tech companies.","66,518 followers",Dima Vorobiev,633,4.2K,138.5M,https://www.quora.com/Why-is-China-not-a-technological-innovator
16,"In addition to the many excellent answers detailing how this means the rise and rise of Chinese chip making and the downfall of Google, here is a way the Chinese might accelerate the process along with answering like for like - ban with ban. Notice how much reliance all the major chip makers have on Chinese sales along with how little Huawei relies on the US (in the 2nd chart).You can see a ban on any of the top 10 companies will likely kill them dead and a ban on any of the others will make them a shadow of their former selves.For national security of course.While they’re at it China should kIn addition to the many excellent answers detailing how this means the rise and rise of Chinese chip making and the downfall of Google, here is a way the Chinese might accelerate the process along with answering like for like - ban with ban. Notice how much reliance all the major chip makers have on Chinese sales along with how little Huawei relies on the US (in the 2nd chart).You can see a ban on any of the top 10 companies will likely kill them dead and a ban on any of the others will make them a shadow of their former selves.For national security of course.While they’re at it China should kill off Starbucks. Their coffee is shit which makes it if not a national security issue, a national health issue.","66,518 followers",Dima Vorobiev,1.6K,4.2K,138.5M,https://www.quora.com/Can-an-INTP-ever-become-rich-powerful-and-successful
17,"Stay Grounded,Learn more about my work, life’s mission and how I can coach you by visiting my Quora profile","93,768 followers",Andrew Ferebee,12.1K,611,51.5M,https://www.quora.com/Why-is-China-not-a-technological-innovator
18,"1. Eat the frog, tackle your most important tasks first.We use 9am-10am as “Crush” time.During this time, we get our most challenging tasks out of the way and don’t disturb one another with questions. Whichever activity you are dreading the most is probably the one you need to complete first thing in the morning.2. Plan tomorrow tonightCreate a short list of simple to-dos at night can help you hit the ground running in the morning, establishing a productive momentum that will carry you through the rest of the day.3. List your “crucial results” for the day.Create a spreadsheet listing your top1. Eat the frog, tackle your most important tasks first.We use 9am-10am as “Crush” time.During this time, we get our most challenging tasks out of the way and don’t disturb one another with questions. Whichever activity you are dreading the most is probably the one you need to complete first thing in the morning.2. Plan tomorrow tonightCreate a short list of simple to-dos at night can help you hit the ground running in the morning, establishing a productive momentum that will carry you through the rest of the day.3. List your “crucial results” for the day.Create a spreadsheet listing your top 3 crucial for each day. This will help you plan each day and make sure you’re maintaining focus on the most important tasks each day.4. Change your self-talk.A simple shift in perspective can do wonders for your motivations and energy levels. Instead of saying “I have too much to do today!”, say “These are the two things I need to focus on today. ”5. Use idle time to knock out admin tasksWaiting in line at the grocery store, at the bank, in the elevator, etc. Bring a book you’ve been meaning to read, clear a few emails, or catch up on status updates. Or simply let your mind wander and observe the world around you.6. Learn to say noLearn to say no more often to guard your time for your highest leverage activities.A saying “no” tip: When someone comes to you with a request that you need to say no to, simply ask them to give you 15 minutes to finish what you’re working on then by the time you come around to find out what they wanted, they’ll often have figured it out on their own.7. Start the day with structured ’me time’:Go through email and social media updates that have piled up overnight and triage the backlog. Knock out quick responses and referrals, so other people can start working on tasks. Schedule the bigger tasks. And delete the stuff that is informational or not important.8. Use checklists for repetitive tasks to reduce errors:Particularly when you are overworked or are operating under time constraints, checklists keep you on track.9. Eliminate personal distractions:Personal distractions could also kill your productivity at work. When you let personal distractions interfere with your work, you would easily lose focus and waste time doing nothing.10. Stand more:Are you feeling a little sleepy around 3pm? Stand up!Is your posture starting to wane? Stand up!It’s simple, but it’s effective.～Bonus tip: Find the real, motivating reason for completing the task.If you experience a slump in your usual productivity, a lack of motivation might be the culprit. Motivation is the fuel for productivity in the face of apathy, and generating it is as simple as tying the task at hand back to a bigger, more important goal.Upvote if any of these could help you.",1 follower,Alex Ferman,5.6K,0,0,https://www.quora.com/Why-is-China-not-a-technological-innovator
19,"If I had six hours to cut down a tree, I’d spend four hours sharpening the axe. ~Here areIf I had six hours to cut down a tree, I’d spend four hours sharpening the axe. ~Here are","2,343 followers",Sandeep Prasad Bhatt,47.2K,91,2.5M,https://www.quora.com/Why-is-China-not-a-technological-innovator
20,"There are 3 skills you need to develop to start working smarter in everything you do.There are 3 skills you need to develop to start working smarter in everything you do.This is how I started working smarter instead of harder, and how I moved my business and my life forward. I teach these techniques and many more in my free webinar. You can register at","51,486 followers",Elena Ledoux,1.6K,6.4K,99.3M,https://www.quora.com/Why-is-China-not-a-technological-innovator
21,"It was the year 1980.A programmer named Tim Paterson worked hard writing code for a new operating system. Later that year in August 1980 Seattle Computer Products, shipped the first version of the operating system.One day, a young energetic guy with large eyeglasses walked into the company searching for the operating system named 86-DOS.He negotiated a non-exclusive license for $25,000 and took it to the computer giant named IBM. He showed the demo, offered a few modifications that they were requesting and closed a deal.A few weeks later, in May 1981, this bright guy named Bill Gates who workeIt was the year 1980.A programmer named Tim Paterson worked hard writing code for a new operating system. Later that year in August 1980 Seattle Computer Products, shipped the first version of the operating system.One day, a young energetic guy with large eyeglasses walked into the company searching for the operating system named 86-DOS.He negotiated a non-exclusive license for $25,000 and took it to the computer giant named IBM. He showed the demo, offered a few modifications that they were requesting and closed a deal.A few weeks later, in May 1981, this bright guy named Bill Gates who worked on a startup named Microsoft went back to Tim Paterson and hired him to further develop the software.On July 27, 1981 he paid another $50,000 for the full rights, totaling $75,000 and renamed it toA month later, Microsoft was shipping MS-DOS on IBM personal computers, andEventually this work turned Bill Gates and Paul Allen into the world's richest men.This my friend, is one of the best examples of","35,790 followers",Rafael Eliassen,7.6K,631,36M,https://www.quora.com/Why-is-China-not-a-technological-innovator
22,"VIII grade Maths teacher asked her students to solve a questionShe wrote the following question —What is the value of ‘1279 × 3265’?A) 4,175,935B) 3,792,243C) 5,114,399D) 4,422,731Ram, most hardworking student and also the topper, started cursing the teacher. “How can she ask us to carry out such big multiplications? Huh, that too quickly!”Meanwhile, he started solving it, as fast he could.After the biggest multiplication of his life, he finally got the correct answer. He did it in a few minutes!Teacher told everyone to stop. And asked who got the answer?Ram and Rohan were the only onVIII grade Maths teacher asked her students to solve a questionShe wrote the following question —What is the value of ‘1279 × 3265’?A) 4,175,935B) 3,792,243C) 5,114,399D) 4,422,731Ram, most hardworking student and also the topper, started cursing the teacher. “How can she ask us to carry out such big multiplications? Huh, that too quickly!”Meanwhile, he started solving it, as fast he could.After the biggest multiplication of his life, he finally got the correct answer. He did it in a few minutes!Teacher told everyone to stop. And asked who got the answer?Ram and Rohan were the only ones to get the answer. They both shoutedTeacher asked them to show their notebook.Ram showed his work —(Somewhat like this)Rohan’s page looked like this —When asked about it by the teacher, Rohan said, “Ma’m I didn't even touch the pen.”“So, how did you get the answer?” asked the teacher.“Looking at the question, it can be easily found out that unit digit of the answer should be 5. Only A has 5 as its unit digit. So, undoubtedly it has to be correct among them. I took only two seconds to get the answer” Rohan finally said.Ram - ‘Rohan - ‘",175 followers,Mary Kathryn Johnson,2.6K,0,0,https://www.quora.com/Can-an-INTP-ever-become-rich-powerful-and-successful
23,"*We were supposed to make a project in Physics about something which I cared so less about that I can’t even recall the topic. The due date was next week.One week passed, and here I was, just as clueless as I was a week ago.My partner gets her project checked and marked on. The teacher had signed in one corner.What others saw was a physics project. What I saw was an opportunity.I took the project with due permission and a false promise of a treat, cut out the teacher’s sign, pasted the project in my notebook and decorated the borders for a different look.Did the teacher*We were supposed to make a project in Physics about something which I cared so less about that I can’t even recall the topic. The due date was next week.One week passed, and here I was, just as clueless as I was a week ago.My partner gets her project checked and marked on. The teacher had signed in one corner.What others saw was a physics project. What I saw was an opportunity.I took the project with due permission and a false promise of a treat, cut out the teacher’s sign, pasted the project in my notebook and decorated the borders for a different look.Did the teacher believe me?Was I marked on it?However, the teacher somehow got to know about this trick when many others began doing the same.Next time, after marking us on the project, he would make huge holes in the pages with a pen.People genuinely believed he had cracked.","135,220 followers",Hector Quintanilla,5.3K,1.2K,88.2M,https://www.quora.com/Can-an-INTP-ever-become-rich-powerful-and-successful
24,"There is a lot written about how to work smarter, not harder.  But both are REALLY important.First thing to remember: It is really important to work as smart as possible.  But it is also important to work really hard if you want to accomplish great things.  People who do great things work their tails off.  Most work over 70 hours a week.The top performers put in insane hours.  Insane.Professional basketball players work insane hours.  Professional musicians practice 14 hours a day.  They work on when they are vacation.  They rarely ever take a full day off.People that accomplished great thThere is a lot written about how to work smarter, not harder.  But both are REALLY important.First thing to remember: It is really important to work as smart as possible.  But it is also important to work really hard if you want to accomplish great things.  People who do great things work their tails off.  Most work over 70 hours a week.The top performers put in insane hours.  Insane.Professional basketball players work insane hours.  Professional musicians practice 14 hours a day.  They work on when they are vacation.  They rarely ever take a full day off.People that accomplished great things like Martin Luther King and Gandhi worked all the time.  Even people who accomplish lesser things generally needed to work all the time.Almost everyone that accomplishes great things works long and grueling hours.  In my experience, the A-Players almost always work longer hours than the B-Players.  So just putting in the hours likely makes you much more successful.Yes to working smarter.",43 followers,Vipul Singh,13.6K,0,0,https://www.quora.com/Can-an-INTP-ever-become-rich-powerful-and-successful
25,"“To be a great champion you must believe you are the best. If you’re not, pretend you are.”Not only mere trying will work ,ratherENJOY!THANK YOU :Thank you :",7 followers,Arundhati Bose,1.2K,153,9.6M,https://www.quora.com/Can-an-INTP-ever-become-rich-powerful-and-successful
26,"Two I like:When you're behind, go home early.In the past when I was feeling behind, I'd stay up late trying to catch up. This works if you do it very occasionally, but I did it all the time. That made me tired, meaning more mistakes, less foresight, and less energy focused on the work.Now when I'm feeling behind and tired I go home early and come in the next day raring to go.Use a kanban board.A kanban board is a board with one card or sticky note per unit of work, and one area per state the work can be in. For example, my home one has five areas:Two I like:When you're behind, go home early.In the past when I was feeling behind, I'd stay up late trying to catch up. This works if you do it very occasionally, but I did it all the time. That made me tired, meaning more mistakes, less foresight, and less energy focused on the work.Now when I'm feeling behind and tired I go home early and come in the next day raring to go.Use a kanban board.A kanban board is a board with one card or sticky note per unit of work, and one area per state the work can be in. For example, my home one has five areas:The size of each active area is strictly limited. On my home board,The magic of a kanban board is that it helps you focus. If it's not in theI use one to keep track of my household tasks, but I find it even more valuable at work, where we use one to track almost everything we do at my startup:4.2K","67,110 followers",Auren Hoffman,5.3K,699,23.4M,https://www.quora.com/Can-an-INTP-ever-become-rich-powerful-and-successful
27,"My bosses say all the time: ""We don't want you to work hard, we want you to work smart.""  (I work at an ad agency and innovative Think Tank)I'm going to start big picture here and work backwards.1. At the end of every year,2. At the end of every month,3. At the end of every week,My bosses say all the time: ""We don't want you to work hard, we want you to work smart.""  (I work at an ad agency and innovative Think Tank)I'm going to start big picture here and work backwards.1. At the end of every year,2. At the end of every month,3. At the end of every week,4. Every night before bed,5. Divide your day up based on your productivity patterns.6.7. Delegate what you can.8. Don't recreate the wheel.9.10. Positive thoughts.",27 followers,Suman Dutta,5.4K,0,0,https://www.quora.com/How-does-one-get-into-private-equity-if-one-does-not-have-a-background-in-investment-banking
28,"1.Figure out how to say ""No.""2.Rest no less than 8-9 hours3.Try not to be an evening person. In the middle between 5am-10pm not from 10pm-5am4.Quit performing multiple tasks.5.Enjoy more reprieves: regard your regular capacities to focus6.Invest energy with nature7.Move around and work in blocks8.Limit your daily agenda9.Measure your outcomes, not your time10.Construct ""preparing to work"" schedules11.Track what you're squandering life on12.Work-out everyday regardless of whether you assume you have no time1.Figure out how to say ""No.""2.Rest no less than 8-9 hours3.Try not to be an evening person. In the middle between 5am-10pm not from 10pm-5am4.Quit performing multiple tasks.5.Enjoy more reprieves: regard your regular capacities to focus6.Invest energy with nature7.Move around and work in blocks8.Limit your daily agenda9.Measure your outcomes, not your time10.Construct ""preparing to work"" schedules11.Track what you're squandering life on12.Work-out everyday regardless of whether you assume you have no time","4,497 followers",William Pietri,4.2K,554,5.1M,https://www.quora.com/Is-the-US-cutting-off-technology-sales-to-Chinese-company-Huawei-a-move-that-might-backfire-for-the-US
