,created_at,id,id_str,text,truncated,entities,metadata,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user,geo,coordinates,place,contributors,retweeted_status,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,possibly_sensitive,extended_entities
iso_language_code,Wed Nov 02 14:00:35 +0000 2022,1587806883338919938,1587806883338919938,"Calling all #hardtech investors! 📢
@THGAccelerator's 2022 startups are ready to show how their technologies deliver… https://t.co/EArbTPVFID",True,,en,"<a href=""http://www.hubspot.com/"" rel=""nofollow"">HubSpot</a>",,,,,,,,,,,,False,0,0,False,False,en,False,
result_type,Wed Nov 02 14:00:35 +0000 2022,1587806883338919938,1587806883338919938,"Calling all #hardtech investors! 📢
@THGAccelerator's 2022 startups are ready to show how their technologies deliver… https://t.co/EArbTPVFID",True,,recent,"<a href=""http://www.hubspot.com/"" rel=""nofollow"">HubSpot</a>",,,,,,,,,,,,False,0,0,False,False,en,False,
id,Wed Nov 02 14:00:35 +0000 2022,1587806883338919938,1587806883338919938,"Calling all #hardtech investors! 📢
@THGAccelerator's 2022 startups are ready to show how their technologies deliver… https://t.co/EArbTPVFID",True,,,"<a href=""http://www.hubspot.com/"" rel=""nofollow"">HubSpot</a>",,,,,,26596536,,,,,,False,0,0,False,False,en,False,
id_str,Wed Nov 02 14:00:35 +0000 2022,1587806883338919938,1587806883338919938,"Calling all #hardtech investors! 📢
@THGAccelerator's 2022 startups are ready to show how their technologies deliver… https://t.co/EArbTPVFID",True,,,"<a href=""http://www.hubspot.com/"" rel=""nofollow"">HubSpot</a>",,,,,,26596536,,,,,,False,0,0,False,False,en,False,
name,Wed Nov 02 14:00:35 +0000 2022,1587806883338919938,1587806883338919938,"Calling all #hardtech investors! 📢
@THGAccelerator's 2022 startups are ready to show how their technologies deliver… https://t.co/EArbTPVFID",True,,,"<a href=""http://www.hubspot.com/"" rel=""nofollow"">HubSpot</a>",,,,,,Antenna Cleantech,,,,,,False,0,0,False,False,en,False,
screen_name,Wed Nov 02 14:00:35 +0000 2022,1587806883338919938,1587806883338919938,"Calling all #hardtech investors! 📢
@THGAccelerator's 2022 startups are ready to show how their technologies deliver… https://t.co/EArbTPVFID",True,,,"<a href=""http://www.hubspot.com/"" rel=""nofollow"">HubSpot</a>",,,,,,antcleantech,,,,,,False,0,0,False,False,en,False,
location,Wed Nov 02 14:00:35 +0000 2022,1587806883338919938,1587806883338919938,"Calling all #hardtech investors! 📢
@THGAccelerator's 2022 startups are ready to show how their technologies deliver… https://t.co/EArbTPVFID",True,,,"<a href=""http://www.hubspot.com/"" rel=""nofollow"">HubSpot</a>",,,,,,"New York, NY",,,,,,False,0,0,False,False,en,False,
description,Wed Nov 02 14:00:35 +0000 2022,1587806883338919938,1587806883338919938,"Calling all #hardtech investors! 📢
@THGAccelerator's 2022 startups are ready to show how their technologies deliver… https://t.co/EArbTPVFID",True,,,"<a href=""http://www.hubspot.com/"" rel=""nofollow"">HubSpot</a>",,,,,,We’re the nation's largest agency dedicated to the clean energy transition.,,,,,,False,0,0,False,False,en,False,
url,Wed Nov 02 14:00:35 +0000 2022,1587806883338919938,1587806883338919938,"Calling all #hardtech investors! 📢
@THGAccelerator's 2022 startups are ready to show how their technologies deliver… https://t.co/EArbTPVFID",True,,,"<a href=""http://www.hubspot.com/"" rel=""nofollow"">HubSpot</a>",,,,,,https://t.co/gJLefuHhxK,,,,,,False,0,0,False,False,en,False,
entities,Wed Nov 02 14:00:35 +0000 2022,1587806883338919938,1587806883338919938,"Calling all #hardtech investors! 📢
@THGAccelerator's 2022 startups are ready to show how their technologies deliver… https://t.co/EArbTPVFID",True,,,"<a href=""http://www.hubspot.com/"" rel=""nofollow"">HubSpot</a>",,,,,,"{'url': {'urls': [{'url': 'https://t.co/gJLefuHhxK', 'expanded_url': 'http://www.antennagroup.com/cleantech', 'display_url': 'antennagroup.com/cleantech', 'indices': [0, 23]}]}, 'description': {'urls': []}}",,,,,,False,0,0,False,False,en,False,
protected,Wed Nov 02 14:00:35 +0000 2022,1587806883338919938,1587806883338919938,"Calling all #hardtech investors! 📢
@THGAccelerator's 2022 startups are ready to show how their technologies deliver… https://t.co/EArbTPVFID",True,,,"<a href=""http://www.hubspot.com/"" rel=""nofollow"">HubSpot</a>",,,,,,False,,,,,,False,0,0,False,False,en,False,
followers_count,Wed Nov 02 14:00:35 +0000 2022,1587806883338919938,1587806883338919938,"Calling all #hardtech investors! 📢
@THGAccelerator's 2022 startups are ready to show how their technologies deliver… https://t.co/EArbTPVFID",True,,,"<a href=""http://www.hubspot.com/"" rel=""nofollow"">HubSpot</a>",,,,,,1650,,,,,,False,0,0,False,False,en,False,
friends_count,Wed Nov 02 14:00:35 +0000 2022,1587806883338919938,1587806883338919938,"Calling all #hardtech investors! 📢
@THGAccelerator's 2022 startups are ready to show how their technologies deliver… https://t.co/EArbTPVFID",True,,,"<a href=""http://www.hubspot.com/"" rel=""nofollow"">HubSpot</a>",,,,,,913,,,,,,False,0,0,False,False,en,False,
listed_count,Wed Nov 02 14:00:35 +0000 2022,1587806883338919938,1587806883338919938,"Calling all #hardtech investors! 📢
@THGAccelerator's 2022 startups are ready to show how their technologies deliver… https://t.co/EArbTPVFID",True,,,"<a href=""http://www.hubspot.com/"" rel=""nofollow"">HubSpot</a>",,,,,,83,,,,,,False,0,0,False,False,en,False,
created_at,Wed Nov 02 14:00:35 +0000 2022,1587806883338919938,1587806883338919938,"Calling all #hardtech investors! 📢
@THGAccelerator's 2022 startups are ready to show how their technologies deliver… https://t.co/EArbTPVFID",True,,,"<a href=""http://www.hubspot.com/"" rel=""nofollow"">HubSpot</a>",,,,,,Wed Mar 25 21:28:10 +0000 2009,,,,,,False,0,0,False,False,en,False,
favourites_count,Wed Nov 02 14:00:35 +0000 2022,1587806883338919938,1587806883338919938,"Calling all #hardtech investors! 📢
@THGAccelerator's 2022 startups are ready to show how their technologies deliver… https://t.co/EArbTPVFID",True,,,"<a href=""http://www.hubspot.com/"" rel=""nofollow"">HubSpot</a>",,,,,,734,,,,,,False,0,0,False,False,en,False,
utc_offset,Wed Nov 02 14:00:35 +0000 2022,1587806883338919938,1587806883338919938,"Calling all #hardtech investors! 📢
@THGAccelerator's 2022 startups are ready to show how their technologies deliver… https://t.co/EArbTPVFID",True,,,"<a href=""http://www.hubspot.com/"" rel=""nofollow"">HubSpot</a>",,,,,,,,,,,,False,0,0,False,False,en,False,
time_zone,Wed Nov 02 14:00:35 +0000 2022,1587806883338919938,1587806883338919938,"Calling all #hardtech investors! 📢
@THGAccelerator's 2022 startups are ready to show how their technologies deliver… https://t.co/EArbTPVFID",True,,,"<a href=""http://www.hubspot.com/"" rel=""nofollow"">HubSpot</a>",,,,,,,,,,,,False,0,0,False,False,en,False,
geo_enabled,Wed Nov 02 14:00:35 +0000 2022,1587806883338919938,1587806883338919938,"Calling all #hardtech investors! 📢
@THGAccelerator's 2022 startups are ready to show how their technologies deliver… https://t.co/EArbTPVFID",True,,,"<a href=""http://www.hubspot.com/"" rel=""nofollow"">HubSpot</a>",,,,,,False,,,,,,False,0,0,False,False,en,False,
verified,Wed Nov 02 14:00:35 +0000 2022,1587806883338919938,1587806883338919938,"Calling all #hardtech investors! 📢
@THGAccelerator's 2022 startups are ready to show how their technologies deliver… https://t.co/EArbTPVFID",True,,,"<a href=""http://www.hubspot.com/"" rel=""nofollow"">HubSpot</a>",,,,,,False,,,,,,False,0,0,False,False,en,False,
statuses_count,Wed Nov 02 14:00:35 +0000 2022,1587806883338919938,1587806883338919938,"Calling all #hardtech investors! 📢
@THGAccelerator's 2022 startups are ready to show how their technologies deliver… https://t.co/EArbTPVFID",True,,,"<a href=""http://www.hubspot.com/"" rel=""nofollow"">HubSpot</a>",,,,,,3459,,,,,,False,0,0,False,False,en,False,
lang,Wed Nov 02 14:00:35 +0000 2022,1587806883338919938,1587806883338919938,"Calling all #hardtech investors! 📢
@THGAccelerator's 2022 startups are ready to show how their technologies deliver… https://t.co/EArbTPVFID",True,,,"<a href=""http://www.hubspot.com/"" rel=""nofollow"">HubSpot</a>",,,,,,,,,,,,False,0,0,False,False,en,False,
contributors_enabled,Wed Nov 02 14:00:35 +0000 2022,1587806883338919938,1587806883338919938,"Calling all #hardtech investors! 📢
@THGAccelerator's 2022 startups are ready to show how their technologies deliver… https://t.co/EArbTPVFID",True,,,"<a href=""http://www.hubspot.com/"" rel=""nofollow"">HubSpot</a>",,,,,,False,,,,,,False,0,0,False,False,en,False,
is_translator,Wed Nov 02 14:00:35 +0000 2022,1587806883338919938,1587806883338919938,"Calling all #hardtech investors! 📢
@THGAccelerator's 2022 startups are ready to show how their technologies deliver… https://t.co/EArbTPVFID",True,,,"<a href=""http://www.hubspot.com/"" rel=""nofollow"">HubSpot</a>",,,,,,False,,,,,,False,0,0,False,False,en,False,
is_translation_enabled,Wed Nov 02 14:00:35 +0000 2022,1587806883338919938,1587806883338919938,"Calling all #hardtech investors! 📢
@THGAccelerator's 2022 startups are ready to show how their technologies deliver… https://t.co/EArbTPVFID",True,,,"<a href=""http://www.hubspot.com/"" rel=""nofollow"">HubSpot</a>",,,,,,False,,,,,,False,0,0,False,False,en,False,
profile_background_color,Wed Nov 02 14:00:35 +0000 2022,1587806883338919938,1587806883338919938,"Calling all #hardtech investors! 📢
@THGAccelerator's 2022 startups are ready to show how their technologies deliver… https://t.co/EArbTPVFID",True,,,"<a href=""http://www.hubspot.com/"" rel=""nofollow"">HubSpot</a>",,,,,,440078,,,,,,False,0,0,False,False,en,False,
profile_background_image_url,Wed Nov 02 14:00:35 +0000 2022,1587806883338919938,1587806883338919938,"Calling all #hardtech investors! 📢
@THGAccelerator's 2022 startups are ready to show how their technologies deliver… https://t.co/EArbTPVFID",True,,,"<a href=""http://www.hubspot.com/"" rel=""nofollow"">HubSpot</a>",,,,,,http://abs.twimg.com/images/themes/theme1/bg.png,,,,,,False,0,0,False,False,en,False,
profile_background_image_url_https,Wed Nov 02 14:00:35 +0000 2022,1587806883338919938,1587806883338919938,"Calling all #hardtech investors! 📢
@THGAccelerator's 2022 startups are ready to show how their technologies deliver… https://t.co/EArbTPVFID",True,,,"<a href=""http://www.hubspot.com/"" rel=""nofollow"">HubSpot</a>",,,,,,https://abs.twimg.com/images/themes/theme1/bg.png,,,,,,False,0,0,False,False,en,False,
profile_background_tile,Wed Nov 02 14:00:35 +0000 2022,1587806883338919938,1587806883338919938,"Calling all #hardtech investors! 📢
@THGAccelerator's 2022 startups are ready to show how their technologies deliver… https://t.co/EArbTPVFID",True,,,"<a href=""http://www.hubspot.com/"" rel=""nofollow"">HubSpot</a>",,,,,,False,,,,,,False,0,0,False,False,en,False,
profile_image_url,Wed Nov 02 14:00:35 +0000 2022,1587806883338919938,1587806883338919938,"Calling all #hardtech investors! 📢
@THGAccelerator's 2022 startups are ready to show how their technologies deliver… https://t.co/EArbTPVFID",True,,,"<a href=""http://www.hubspot.com/"" rel=""nofollow"">HubSpot</a>",,,,,,http://pbs.twimg.com/profile_images/1438167657556103179/oBT0GWgP_normal.png,,,,,,False,0,0,False,False,en,False,
profile_image_url_https,Wed Nov 02 14:00:35 +0000 2022,1587806883338919938,1587806883338919938,"Calling all #hardtech investors! 📢
@THGAccelerator's 2022 startups are ready to show how their technologies deliver… https://t.co/EArbTPVFID",True,,,"<a href=""http://www.hubspot.com/"" rel=""nofollow"">HubSpot</a>",,,,,,https://pbs.twimg.com/profile_images/1438167657556103179/oBT0GWgP_normal.png,,,,,,False,0,0,False,False,en,False,
profile_banner_url,Wed Nov 02 14:00:35 +0000 2022,1587806883338919938,1587806883338919938,"Calling all #hardtech investors! 📢
@THGAccelerator's 2022 startups are ready to show how their technologies deliver… https://t.co/EArbTPVFID",True,,,"<a href=""http://www.hubspot.com/"" rel=""nofollow"">HubSpot</a>",,,,,,https://pbs.twimg.com/profile_banners/26596536/1555298591,,,,,,False,0,0,False,False,en,False,
profile_link_color,Wed Nov 02 14:00:35 +0000 2022,1587806883338919938,1587806883338919938,"Calling all #hardtech investors! 📢
@THGAccelerator's 2022 startups are ready to show how their technologies deliver… https://t.co/EArbTPVFID",True,,,"<a href=""http://www.hubspot.com/"" rel=""nofollow"">HubSpot</a>",,,,,,42C58F,,,,,,False,0,0,False,False,en,False,
profile_sidebar_border_color,Wed Nov 02 14:00:35 +0000 2022,1587806883338919938,1587806883338919938,"Calling all #hardtech investors! 📢
@THGAccelerator's 2022 startups are ready to show how their technologies deliver… https://t.co/EArbTPVFID",True,,,"<a href=""http://www.hubspot.com/"" rel=""nofollow"">HubSpot</a>",,,,,,000000,,,,,,False,0,0,False,False,en,False,
profile_sidebar_fill_color,Wed Nov 02 14:00:35 +0000 2022,1587806883338919938,1587806883338919938,"Calling all #hardtech investors! 📢
@THGAccelerator's 2022 startups are ready to show how their technologies deliver… https://t.co/EArbTPVFID",True,,,"<a href=""http://www.hubspot.com/"" rel=""nofollow"">HubSpot</a>",,,,,,FFFFFF,,,,,,False,0,0,False,False,en,False,
profile_text_color,Wed Nov 02 14:00:35 +0000 2022,1587806883338919938,1587806883338919938,"Calling all #hardtech investors! 📢
@THGAccelerator's 2022 startups are ready to show how their technologies deliver… https://t.co/EArbTPVFID",True,,,"<a href=""http://www.hubspot.com/"" rel=""nofollow"">HubSpot</a>",,,,,,000000,,,,,,False,0,0,False,False,en,False,
profile_use_background_image,Wed Nov 02 14:00:35 +0000 2022,1587806883338919938,1587806883338919938,"Calling all #hardtech investors! 📢
@THGAccelerator's 2022 startups are ready to show how their technologies deliver… https://t.co/EArbTPVFID",True,,,"<a href=""http://www.hubspot.com/"" rel=""nofollow"">HubSpot</a>",,,,,,False,,,,,,False,0,0,False,False,en,False,
has_extended_profile,Wed Nov 02 14:00:35 +0000 2022,1587806883338919938,1587806883338919938,"Calling all #hardtech investors! 📢
@THGAccelerator's 2022 startups are ready to show how their technologies deliver… https://t.co/EArbTPVFID",True,,,"<a href=""http://www.hubspot.com/"" rel=""nofollow"">HubSpot</a>",,,,,,False,,,,,,False,0,0,False,False,en,False,
default_profile,Wed Nov 02 14:00:35 +0000 2022,1587806883338919938,1587806883338919938,"Calling all #hardtech investors! 📢
@THGAccelerator's 2022 startups are ready to show how their technologies deliver… https://t.co/EArbTPVFID",True,,,"<a href=""http://www.hubspot.com/"" rel=""nofollow"">HubSpot</a>",,,,,,False,,,,,,False,0,0,False,False,en,False,
default_profile_image,Wed Nov 02 14:00:35 +0000 2022,1587806883338919938,1587806883338919938,"Calling all #hardtech investors! 📢
@THGAccelerator's 2022 startups are ready to show how their technologies deliver… https://t.co/EArbTPVFID",True,,,"<a href=""http://www.hubspot.com/"" rel=""nofollow"">HubSpot</a>",,,,,,False,,,,,,False,0,0,False,False,en,False,
following,Wed Nov 02 14:00:35 +0000 2022,1587806883338919938,1587806883338919938,"Calling all #hardtech investors! 📢
@THGAccelerator's 2022 startups are ready to show how their technologies deliver… https://t.co/EArbTPVFID",True,,,"<a href=""http://www.hubspot.com/"" rel=""nofollow"">HubSpot</a>",,,,,,,,,,,,False,0,0,False,False,en,False,
follow_request_sent,Wed Nov 02 14:00:35 +0000 2022,1587806883338919938,1587806883338919938,"Calling all #hardtech investors! 📢
@THGAccelerator's 2022 startups are ready to show how their technologies deliver… https://t.co/EArbTPVFID",True,,,"<a href=""http://www.hubspot.com/"" rel=""nofollow"">HubSpot</a>",,,,,,,,,,,,False,0,0,False,False,en,False,
notifications,Wed Nov 02 14:00:35 +0000 2022,1587806883338919938,1587806883338919938,"Calling all #hardtech investors! 📢
@THGAccelerator's 2022 startups are ready to show how their technologies deliver… https://t.co/EArbTPVFID",True,,,"<a href=""http://www.hubspot.com/"" rel=""nofollow"">HubSpot</a>",,,,,,,,,,,,False,0,0,False,False,en,False,
translator_type,Wed Nov 02 14:00:35 +0000 2022,1587806883338919938,1587806883338919938,"Calling all #hardtech investors! 📢
@THGAccelerator's 2022 startups are ready to show how their technologies deliver… https://t.co/EArbTPVFID",True,,,"<a href=""http://www.hubspot.com/"" rel=""nofollow"">HubSpot</a>",,,,,,none,,,,,,False,0,0,False,False,en,False,
withheld_in_countries,Wed Nov 02 14:00:35 +0000 2022,1587806883338919938,1587806883338919938,"Calling all #hardtech investors! 📢
@THGAccelerator's 2022 startups are ready to show how their technologies deliver… https://t.co/EArbTPVFID",True,,,"<a href=""http://www.hubspot.com/"" rel=""nofollow"">HubSpot</a>",,,,,,[],,,,,,False,0,0,False,False,en,False,
hashtags,Wed Nov 02 14:00:35 +0000 2022,1587806881057312769,1587806881057312769,Discover the 2 technologies that are revolutionizing #tradfi – the traditional #financial system in the latest… https://t.co/1BxgqMbOvE,True,"[{'text': 'tradfi', 'indices': [53, 60]}, {'text': 'financial', 'indices': [79, 89]}]",,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",,,,,,,,,,,,False,0,0,False,False,en,False,
symbols,Wed Nov 02 14:00:35 +0000 2022,1587806881057312769,1587806881057312769,Discover the 2 technologies that are revolutionizing #tradfi – the traditional #financial system in the latest… https://t.co/1BxgqMbOvE,True,[],,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",,,,,,,,,,,,False,0,0,False,False,en,False,
user_mentions,Wed Nov 02 14:00:35 +0000 2022,1587806881057312769,1587806881057312769,Discover the 2 technologies that are revolutionizing #tradfi – the traditional #financial system in the latest… https://t.co/1BxgqMbOvE,True,[],,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",,,,,,,,,,,,False,0,0,False,False,en,False,
urls,Wed Nov 02 14:00:35 +0000 2022,1587806881057312769,1587806881057312769,Discover the 2 technologies that are revolutionizing #tradfi – the traditional #financial system in the latest… https://t.co/1BxgqMbOvE,True,"[{'url': 'https://t.co/1BxgqMbOvE', 'expanded_url': 'https://twitter.com/i/web/status/1587806881057312769', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [112, 135]}]",,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",,,,,,,,,,,,False,0,0,False,False,en,False,
iso_language_code,Wed Nov 02 14:00:35 +0000 2022,1587806881057312769,1587806881057312769,Discover the 2 technologies that are revolutionizing #tradfi – the traditional #financial system in the latest… https://t.co/1BxgqMbOvE,True,,en,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",,,,,,,,,,,,False,0,0,False,False,en,False,
result_type,Wed Nov 02 14:00:35 +0000 2022,1587806881057312769,1587806881057312769,Discover the 2 technologies that are revolutionizing #tradfi – the traditional #financial system in the latest… https://t.co/1BxgqMbOvE,True,,recent,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",,,,,,,,,,,,False,0,0,False,False,en,False,
id,Wed Nov 02 14:00:35 +0000 2022,1587806881057312769,1587806881057312769,Discover the 2 technologies that are revolutionizing #tradfi – the traditional #financial system in the latest… https://t.co/1BxgqMbOvE,True,,,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",,,,,,1220389845647929344,,,,,,False,0,0,False,False,en,False,
id_str,Wed Nov 02 14:00:35 +0000 2022,1587806881057312769,1587806881057312769,Discover the 2 technologies that are revolutionizing #tradfi – the traditional #financial system in the latest… https://t.co/1BxgqMbOvE,True,,,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",,,,,,1220389845647929344,,,,,,False,0,0,False,False,en,False,
name,Wed Nov 02 14:00:35 +0000 2022,1587806881057312769,1587806881057312769,Discover the 2 technologies that are revolutionizing #tradfi – the traditional #financial system in the latest… https://t.co/1BxgqMbOvE,True,,,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",,,,,,Digital Assets Council of Financial Professionals,,,,,,False,0,0,False,False,en,False,
screen_name,Wed Nov 02 14:00:35 +0000 2022,1587806881057312769,1587806881057312769,Discover the 2 technologies that are revolutionizing #tradfi – the traditional #financial system in the latest… https://t.co/1BxgqMbOvE,True,,,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",,,,,,thedacfp,,,,,,False,0,0,False,False,en,False,
location,Wed Nov 02 14:00:35 +0000 2022,1587806881057312769,1587806881057312769,Discover the 2 technologies that are revolutionizing #tradfi – the traditional #financial system in the latest… https://t.co/1BxgqMbOvE,True,,,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",,,,,,,,,,,,False,0,0,False,False,en,False,
description,Wed Nov 02 14:00:35 +0000 2022,1587806881057312769,1587806881057312769,Discover the 2 technologies that are revolutionizing #tradfi – the traditional #financial system in the latest… https://t.co/1BxgqMbOvE,True,,,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",,,,,,Connecting the Financial Services and Digital Assets Communities,,,,,,False,0,0,False,False,en,False,
url,Wed Nov 02 14:00:35 +0000 2022,1587806881057312769,1587806881057312769,Discover the 2 technologies that are revolutionizing #tradfi – the traditional #financial system in the latest… https://t.co/1BxgqMbOvE,True,,,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",,,,,,https://t.co/r9Tclmzno3,,,,,,False,0,0,False,False,en,False,
entities,Wed Nov 02 14:00:35 +0000 2022,1587806881057312769,1587806881057312769,Discover the 2 technologies that are revolutionizing #tradfi – the traditional #financial system in the latest… https://t.co/1BxgqMbOvE,True,,,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",,,,,,"{'url': {'urls': [{'url': 'https://t.co/r9Tclmzno3', 'expanded_url': 'http://dacfp.com', 'display_url': 'dacfp.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}",,,,,,False,0,0,False,False,en,False,
protected,Wed Nov 02 14:00:35 +0000 2022,1587806881057312769,1587806881057312769,Discover the 2 technologies that are revolutionizing #tradfi – the traditional #financial system in the latest… https://t.co/1BxgqMbOvE,True,,,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",,,,,,False,,,,,,False,0,0,False,False,en,False,
followers_count,Wed Nov 02 14:00:35 +0000 2022,1587806881057312769,1587806881057312769,Discover the 2 technologies that are revolutionizing #tradfi – the traditional #financial system in the latest… https://t.co/1BxgqMbOvE,True,,,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",,,,,,1192,,,,,,False,0,0,False,False,en,False,
friends_count,Wed Nov 02 14:00:35 +0000 2022,1587806881057312769,1587806881057312769,Discover the 2 technologies that are revolutionizing #tradfi – the traditional #financial system in the latest… https://t.co/1BxgqMbOvE,True,,,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",,,,,,311,,,,,,False,0,0,False,False,en,False,
listed_count,Wed Nov 02 14:00:35 +0000 2022,1587806881057312769,1587806881057312769,Discover the 2 technologies that are revolutionizing #tradfi – the traditional #financial system in the latest… https://t.co/1BxgqMbOvE,True,,,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",,,,,,30,,,,,,False,0,0,False,False,en,False,
created_at,Wed Nov 02 14:00:35 +0000 2022,1587806881057312769,1587806881057312769,Discover the 2 technologies that are revolutionizing #tradfi – the traditional #financial system in the latest… https://t.co/1BxgqMbOvE,True,,,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",,,,,,Thu Jan 23 16:56:37 +0000 2020,,,,,,False,0,0,False,False,en,False,
favourites_count,Wed Nov 02 14:00:35 +0000 2022,1587806881057312769,1587806881057312769,Discover the 2 technologies that are revolutionizing #tradfi – the traditional #financial system in the latest… https://t.co/1BxgqMbOvE,True,,,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",,,,,,332,,,,,,False,0,0,False,False,en,False,
utc_offset,Wed Nov 02 14:00:35 +0000 2022,1587806881057312769,1587806881057312769,Discover the 2 technologies that are revolutionizing #tradfi – the traditional #financial system in the latest… https://t.co/1BxgqMbOvE,True,,,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",,,,,,,,,,,,False,0,0,False,False,en,False,
time_zone,Wed Nov 02 14:00:35 +0000 2022,1587806881057312769,1587806881057312769,Discover the 2 technologies that are revolutionizing #tradfi – the traditional #financial system in the latest… https://t.co/1BxgqMbOvE,True,,,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",,,,,,,,,,,,False,0,0,False,False,en,False,
geo_enabled,Wed Nov 02 14:00:35 +0000 2022,1587806881057312769,1587806881057312769,Discover the 2 technologies that are revolutionizing #tradfi – the traditional #financial system in the latest… https://t.co/1BxgqMbOvE,True,,,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",,,,,,False,,,,,,False,0,0,False,False,en,False,
verified,Wed Nov 02 14:00:35 +0000 2022,1587806881057312769,1587806881057312769,Discover the 2 technologies that are revolutionizing #tradfi – the traditional #financial system in the latest… https://t.co/1BxgqMbOvE,True,,,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",,,,,,False,,,,,,False,0,0,False,False,en,False,
statuses_count,Wed Nov 02 14:00:35 +0000 2022,1587806881057312769,1587806881057312769,Discover the 2 technologies that are revolutionizing #tradfi – the traditional #financial system in the latest… https://t.co/1BxgqMbOvE,True,,,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",,,,,,1608,,,,,,False,0,0,False,False,en,False,
lang,Wed Nov 02 14:00:35 +0000 2022,1587806881057312769,1587806881057312769,Discover the 2 technologies that are revolutionizing #tradfi – the traditional #financial system in the latest… https://t.co/1BxgqMbOvE,True,,,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",,,,,,,,,,,,False,0,0,False,False,en,False,
contributors_enabled,Wed Nov 02 14:00:35 +0000 2022,1587806881057312769,1587806881057312769,Discover the 2 technologies that are revolutionizing #tradfi – the traditional #financial system in the latest… https://t.co/1BxgqMbOvE,True,,,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",,,,,,False,,,,,,False,0,0,False,False,en,False,
is_translator,Wed Nov 02 14:00:35 +0000 2022,1587806881057312769,1587806881057312769,Discover the 2 technologies that are revolutionizing #tradfi – the traditional #financial system in the latest… https://t.co/1BxgqMbOvE,True,,,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",,,,,,False,,,,,,False,0,0,False,False,en,False,
is_translation_enabled,Wed Nov 02 14:00:35 +0000 2022,1587806881057312769,1587806881057312769,Discover the 2 technologies that are revolutionizing #tradfi – the traditional #financial system in the latest… https://t.co/1BxgqMbOvE,True,,,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",,,,,,False,,,,,,False,0,0,False,False,en,False,
profile_background_color,Wed Nov 02 14:00:35 +0000 2022,1587806881057312769,1587806881057312769,Discover the 2 technologies that are revolutionizing #tradfi – the traditional #financial system in the latest… https://t.co/1BxgqMbOvE,True,,,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",,,,,,F5F8FA,,,,,,False,0,0,False,False,en,False,
profile_background_image_url,Wed Nov 02 14:00:35 +0000 2022,1587806881057312769,1587806881057312769,Discover the 2 technologies that are revolutionizing #tradfi – the traditional #financial system in the latest… https://t.co/1BxgqMbOvE,True,,,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",,,,,,,,,,,,False,0,0,False,False,en,False,
profile_background_image_url_https,Wed Nov 02 14:00:35 +0000 2022,1587806881057312769,1587806881057312769,Discover the 2 technologies that are revolutionizing #tradfi – the traditional #financial system in the latest… https://t.co/1BxgqMbOvE,True,,,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",,,,,,,,,,,,False,0,0,False,False,en,False,
