,created_at,id,id_str,text,truncated,entities,metadata,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user,geo,coordinates,place,contributors,retweeted_status,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,possibly_sensitive,extended_entities
profile_background_color,Wed Nov 02 14:00:29 +0000 2022,1587806856529022977,1587806856529022977,"Dividend Aristocrats and Achievers
Name: Applied Industrial Technologies Inc
Ticker: $AIT. Period: 15y.
Sector: Ind… https://t.co/mmUjXQozlz",True,,,"<a href=""https://hugolmn.github.io"" rel=""nofollow"">DividendChartBot</a>",,,,,,F5F8FA,,,,,,False,0,0,False,False,en,False,
profile_background_image_url,Wed Nov 02 14:00:29 +0000 2022,1587806856529022977,1587806856529022977,"Dividend Aristocrats and Achievers
Name: Applied Industrial Technologies Inc
Ticker: $AIT. Period: 15y.
Sector: Ind… https://t.co/mmUjXQozlz",True,,,"<a href=""https://hugolmn.github.io"" rel=""nofollow"">DividendChartBot</a>",,,,,,,,,,,,False,0,0,False,False,en,False,
profile_background_image_url_https,Wed Nov 02 14:00:29 +0000 2022,1587806856529022977,1587806856529022977,"Dividend Aristocrats and Achievers
Name: Applied Industrial Technologies Inc
Ticker: $AIT. Period: 15y.
Sector: Ind… https://t.co/mmUjXQozlz",True,,,"<a href=""https://hugolmn.github.io"" rel=""nofollow"">DividendChartBot</a>",,,,,,,,,,,,False,0,0,False,False,en,False,
profile_background_tile,Wed Nov 02 14:00:29 +0000 2022,1587806856529022977,1587806856529022977,"Dividend Aristocrats and Achievers
Name: Applied Industrial Technologies Inc
Ticker: $AIT. Period: 15y.
Sector: Ind… https://t.co/mmUjXQozlz",True,,,"<a href=""https://hugolmn.github.io"" rel=""nofollow"">DividendChartBot</a>",,,,,,False,,,,,,False,0,0,False,False,en,False,
profile_image_url,Wed Nov 02 14:00:29 +0000 2022,1587806856529022977,1587806856529022977,"Dividend Aristocrats and Achievers
Name: Applied Industrial Technologies Inc
Ticker: $AIT. Period: 15y.
Sector: Ind… https://t.co/mmUjXQozlz",True,,,"<a href=""https://hugolmn.github.io"" rel=""nofollow"">DividendChartBot</a>",,,,,,http://pbs.twimg.com/profile_images/1576256986739613698/EAJbO38Z_normal.jpg,,,,,,False,0,0,False,False,en,False,
profile_image_url_https,Wed Nov 02 14:00:29 +0000 2022,1587806856529022977,1587806856529022977,"Dividend Aristocrats and Achievers
Name: Applied Industrial Technologies Inc
Ticker: $AIT. Period: 15y.
Sector: Ind… https://t.co/mmUjXQozlz",True,,,"<a href=""https://hugolmn.github.io"" rel=""nofollow"">DividendChartBot</a>",,,,,,https://pbs.twimg.com/profile_images/1576256986739613698/EAJbO38Z_normal.jpg,,,,,,False,0,0,False,False,en,False,
profile_link_color,Wed Nov 02 14:00:29 +0000 2022,1587806856529022977,1587806856529022977,"Dividend Aristocrats and Achievers
Name: Applied Industrial Technologies Inc
Ticker: $AIT. Period: 15y.
Sector: Ind… https://t.co/mmUjXQozlz",True,,,"<a href=""https://hugolmn.github.io"" rel=""nofollow"">DividendChartBot</a>",,,,,,1DA1F2,,,,,,False,0,0,False,False,en,False,
profile_sidebar_border_color,Wed Nov 02 14:00:29 +0000 2022,1587806856529022977,1587806856529022977,"Dividend Aristocrats and Achievers
Name: Applied Industrial Technologies Inc
Ticker: $AIT. Period: 15y.
Sector: Ind… https://t.co/mmUjXQozlz",True,,,"<a href=""https://hugolmn.github.io"" rel=""nofollow"">DividendChartBot</a>",,,,,,C0DEED,,,,,,False,0,0,False,False,en,False,
profile_sidebar_fill_color,Wed Nov 02 14:00:29 +0000 2022,1587806856529022977,1587806856529022977,"Dividend Aristocrats and Achievers
Name: Applied Industrial Technologies Inc
Ticker: $AIT. Period: 15y.
Sector: Ind… https://t.co/mmUjXQozlz",True,,,"<a href=""https://hugolmn.github.io"" rel=""nofollow"">DividendChartBot</a>",,,,,,DDEEF6,,,,,,False,0,0,False,False,en,False,
profile_text_color,Wed Nov 02 14:00:29 +0000 2022,1587806856529022977,1587806856529022977,"Dividend Aristocrats and Achievers
Name: Applied Industrial Technologies Inc
Ticker: $AIT. Period: 15y.
Sector: Ind… https://t.co/mmUjXQozlz",True,,,"<a href=""https://hugolmn.github.io"" rel=""nofollow"">DividendChartBot</a>",,,,,,333333,,,,,,False,0,0,False,False,en,False,
profile_use_background_image,Wed Nov 02 14:00:29 +0000 2022,1587806856529022977,1587806856529022977,"Dividend Aristocrats and Achievers
Name: Applied Industrial Technologies Inc
Ticker: $AIT. Period: 15y.
Sector: Ind… https://t.co/mmUjXQozlz",True,,,"<a href=""https://hugolmn.github.io"" rel=""nofollow"">DividendChartBot</a>",,,,,,True,,,,,,False,0,0,False,False,en,False,
has_extended_profile,Wed Nov 02 14:00:29 +0000 2022,1587806856529022977,1587806856529022977,"Dividend Aristocrats and Achievers
Name: Applied Industrial Technologies Inc
Ticker: $AIT. Period: 15y.
Sector: Ind… https://t.co/mmUjXQozlz",True,,,"<a href=""https://hugolmn.github.io"" rel=""nofollow"">DividendChartBot</a>",,,,,,True,,,,,,False,0,0,False,False,en,False,
default_profile,Wed Nov 02 14:00:29 +0000 2022,1587806856529022977,1587806856529022977,"Dividend Aristocrats and Achievers
Name: Applied Industrial Technologies Inc
Ticker: $AIT. Period: 15y.
Sector: Ind… https://t.co/mmUjXQozlz",True,,,"<a href=""https://hugolmn.github.io"" rel=""nofollow"">DividendChartBot</a>",,,,,,True,,,,,,False,0,0,False,False,en,False,
default_profile_image,Wed Nov 02 14:00:29 +0000 2022,1587806856529022977,1587806856529022977,"Dividend Aristocrats and Achievers
Name: Applied Industrial Technologies Inc
Ticker: $AIT. Period: 15y.
Sector: Ind… https://t.co/mmUjXQozlz",True,,,"<a href=""https://hugolmn.github.io"" rel=""nofollow"">DividendChartBot</a>",,,,,,False,,,,,,False,0,0,False,False,en,False,
following,Wed Nov 02 14:00:29 +0000 2022,1587806856529022977,1587806856529022977,"Dividend Aristocrats and Achievers
Name: Applied Industrial Technologies Inc
Ticker: $AIT. Period: 15y.
Sector: Ind… https://t.co/mmUjXQozlz",True,,,"<a href=""https://hugolmn.github.io"" rel=""nofollow"">DividendChartBot</a>",,,,,,,,,,,,False,0,0,False,False,en,False,
follow_request_sent,Wed Nov 02 14:00:29 +0000 2022,1587806856529022977,1587806856529022977,"Dividend Aristocrats and Achievers
Name: Applied Industrial Technologies Inc
Ticker: $AIT. Period: 15y.
Sector: Ind… https://t.co/mmUjXQozlz",True,,,"<a href=""https://hugolmn.github.io"" rel=""nofollow"">DividendChartBot</a>",,,,,,,,,,,,False,0,0,False,False,en,False,
notifications,Wed Nov 02 14:00:29 +0000 2022,1587806856529022977,1587806856529022977,"Dividend Aristocrats and Achievers
Name: Applied Industrial Technologies Inc
Ticker: $AIT. Period: 15y.
Sector: Ind… https://t.co/mmUjXQozlz",True,,,"<a href=""https://hugolmn.github.io"" rel=""nofollow"">DividendChartBot</a>",,,,,,,,,,,,False,0,0,False,False,en,False,
translator_type,Wed Nov 02 14:00:29 +0000 2022,1587806856529022977,1587806856529022977,"Dividend Aristocrats and Achievers
Name: Applied Industrial Technologies Inc
Ticker: $AIT. Period: 15y.
Sector: Ind… https://t.co/mmUjXQozlz",True,,,"<a href=""https://hugolmn.github.io"" rel=""nofollow"">DividendChartBot</a>",,,,,,none,,,,,,False,0,0,False,False,en,False,
withheld_in_countries,Wed Nov 02 14:00:29 +0000 2022,1587806856529022977,1587806856529022977,"Dividend Aristocrats and Achievers
Name: Applied Industrial Technologies Inc
Ticker: $AIT. Period: 15y.
Sector: Ind… https://t.co/mmUjXQozlz",True,,,"<a href=""https://hugolmn.github.io"" rel=""nofollow"">DividendChartBot</a>",,,,,,[],,,,,,False,0,0,False,False,en,False,
hashtags,Wed Nov 02 14:00:27 +0000 2022,1587806851122413570,1587806851122413570,"33) Senior Software Developer
AxiCom Technologies Sdn Bhd
📍 Subang Jaya, Selangor
💰 Up to RM8,000 Per Month

MOHON… https://t.co/KRu7nKRCBF",True,[],,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1587806847993421824,1587806847993421824,1275019571620003840,1275019571620003840,empayarkerjaya,,,,,,,False,0,0,False,False,in,False,
symbols,Wed Nov 02 14:00:27 +0000 2022,1587806851122413570,1587806851122413570,"33) Senior Software Developer
AxiCom Technologies Sdn Bhd
📍 Subang Jaya, Selangor
💰 Up to RM8,000 Per Month

MOHON… https://t.co/KRu7nKRCBF",True,[],,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1587806847993421824,1587806847993421824,1275019571620003840,1275019571620003840,empayarkerjaya,,,,,,,False,0,0,False,False,in,False,
user_mentions,Wed Nov 02 14:00:27 +0000 2022,1587806851122413570,1587806851122413570,"33) Senior Software Developer
AxiCom Technologies Sdn Bhd
📍 Subang Jaya, Selangor
💰 Up to RM8,000 Per Month

MOHON… https://t.co/KRu7nKRCBF",True,[],,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1587806847993421824,1587806847993421824,1275019571620003840,1275019571620003840,empayarkerjaya,,,,,,,False,0,0,False,False,in,False,
urls,Wed Nov 02 14:00:27 +0000 2022,1587806851122413570,1587806851122413570,"33) Senior Software Developer
AxiCom Technologies Sdn Bhd
📍 Subang Jaya, Selangor
💰 Up to RM8,000 Per Month

MOHON… https://t.co/KRu7nKRCBF",True,"[{'url': 'https://t.co/KRu7nKRCBF', 'expanded_url': 'https://twitter.com/i/web/status/1587806851122413570', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]",,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1587806847993421824,1587806847993421824,1275019571620003840,1275019571620003840,empayarkerjaya,,,,,,,False,0,0,False,False,in,False,
iso_language_code,Wed Nov 02 14:00:27 +0000 2022,1587806851122413570,1587806851122413570,"33) Senior Software Developer
AxiCom Technologies Sdn Bhd
📍 Subang Jaya, Selangor
💰 Up to RM8,000 Per Month

MOHON… https://t.co/KRu7nKRCBF",True,,in,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1587806847993421824,1587806847993421824,1275019571620003840,1275019571620003840,empayarkerjaya,,,,,,,False,0,0,False,False,in,False,
result_type,Wed Nov 02 14:00:27 +0000 2022,1587806851122413570,1587806851122413570,"33) Senior Software Developer
AxiCom Technologies Sdn Bhd
📍 Subang Jaya, Selangor
💰 Up to RM8,000 Per Month

MOHON… https://t.co/KRu7nKRCBF",True,,recent,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1587806847993421824,1587806847993421824,1275019571620003840,1275019571620003840,empayarkerjaya,,,,,,,False,0,0,False,False,in,False,
id,Wed Nov 02 14:00:27 +0000 2022,1587806851122413570,1587806851122413570,"33) Senior Software Developer
AxiCom Technologies Sdn Bhd
📍 Subang Jaya, Selangor
💰 Up to RM8,000 Per Month

MOHON… https://t.co/KRu7nKRCBF",True,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1587806847993421824,1587806847993421824,1275019571620003840,1275019571620003840,empayarkerjaya,1275019571620003840,,,,,,False,0,0,False,False,in,False,
id_str,Wed Nov 02 14:00:27 +0000 2022,1587806851122413570,1587806851122413570,"33) Senior Software Developer
AxiCom Technologies Sdn Bhd
📍 Subang Jaya, Selangor
💰 Up to RM8,000 Per Month

MOHON… https://t.co/KRu7nKRCBF",True,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1587806847993421824,1587806847993421824,1275019571620003840,1275019571620003840,empayarkerjaya,1275019571620003840,,,,,,False,0,0,False,False,in,False,
name,Wed Nov 02 14:00:27 +0000 2022,1587806851122413570,1587806851122413570,"33) Senior Software Developer
AxiCom Technologies Sdn Bhd
📍 Subang Jaya, Selangor
💰 Up to RM8,000 Per Month

MOHON… https://t.co/KRu7nKRCBF",True,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1587806847993421824,1587806847993421824,1275019571620003840,1275019571620003840,empayarkerjaya,JAWATAN KOSONG MY 🇲🇾,,,,,,False,0,0,False,False,in,False,
screen_name,Wed Nov 02 14:00:27 +0000 2022,1587806851122413570,1587806851122413570,"33) Senior Software Developer
AxiCom Technologies Sdn Bhd
📍 Subang Jaya, Selangor
💰 Up to RM8,000 Per Month

MOHON… https://t.co/KRu7nKRCBF",True,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1587806847993421824,1587806847993421824,1275019571620003840,1275019571620003840,empayarkerjaya,empayarkerjaya,,,,,,False,0,0,False,False,in,False,
location,Wed Nov 02 14:00:27 +0000 2022,1587806851122413570,1587806851122413570,"33) Senior Software Developer
AxiCom Technologies Sdn Bhd
📍 Subang Jaya, Selangor
💰 Up to RM8,000 Per Month

MOHON… https://t.co/KRu7nKRCBF",True,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1587806847993421824,1587806847993421824,1275019571620003840,1275019571620003840,empayarkerjaya,,,,,,,False,0,0,False,False,in,False,
description,Wed Nov 02 14:00:27 +0000 2022,1587806851122413570,1587806851122413570,"33) Senior Software Developer
AxiCom Technologies Sdn Bhd
📍 Subang Jaya, Selangor
💰 Up to RM8,000 Per Month

MOHON… https://t.co/KRu7nKRCBF",True,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1587806847993421824,1587806847993421824,1275019571620003840,1275019571620003840,empayarkerjaya,KERJA KOSONG & INTERNSHIP DI TELEGRAM ➡️ https://t.co/8uwTNR5bzj | Dapatkan resume professional terkini untuk kerja/intern di link ⬇️,,,,,,False,0,0,False,False,in,False,
url,Wed Nov 02 14:00:27 +0000 2022,1587806851122413570,1587806851122413570,"33) Senior Software Developer
AxiCom Technologies Sdn Bhd
📍 Subang Jaya, Selangor
💰 Up to RM8,000 Per Month

MOHON… https://t.co/KRu7nKRCBF",True,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1587806847993421824,1587806847993421824,1275019571620003840,1275019571620003840,empayarkerjaya,https://t.co/zDdOVhhyNr,,,,,,False,0,0,False,False,in,False,
entities,Wed Nov 02 14:00:27 +0000 2022,1587806851122413570,1587806851122413570,"33) Senior Software Developer
AxiCom Technologies Sdn Bhd
📍 Subang Jaya, Selangor
💰 Up to RM8,000 Per Month

MOHON… https://t.co/KRu7nKRCBF",True,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1587806847993421824,1587806847993421824,1275019571620003840,1275019571620003840,empayarkerjaya,"{'url': {'urls': [{'url': 'https://t.co/zDdOVhhyNr', 'expanded_url': 'http://tiny.cc/NakResume', 'display_url': 'tiny.cc/NakResume', 'indices': [0, 23]}]}, 'description': {'urls': [{'url': 'https://t.co/8uwTNR5bzj', 'expanded_url': 'http://bit.ly/JawatanKosongMY', 'display_url': 'bit.ly/JawatanKosongMY', 'indices': [41, 64]}]}}",,,,,,False,0,0,False,False,in,False,
protected,Wed Nov 02 14:00:27 +0000 2022,1587806851122413570,1587806851122413570,"33) Senior Software Developer
AxiCom Technologies Sdn Bhd
📍 Subang Jaya, Selangor
💰 Up to RM8,000 Per Month

MOHON… https://t.co/KRu7nKRCBF",True,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1587806847993421824,1587806847993421824,1275019571620003840,1275019571620003840,empayarkerjaya,False,,,,,,False,0,0,False,False,in,False,
followers_count,Wed Nov 02 14:00:27 +0000 2022,1587806851122413570,1587806851122413570,"33) Senior Software Developer
AxiCom Technologies Sdn Bhd
📍 Subang Jaya, Selangor
💰 Up to RM8,000 Per Month

MOHON… https://t.co/KRu7nKRCBF",True,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1587806847993421824,1587806847993421824,1275019571620003840,1275019571620003840,empayarkerjaya,37297,,,,,,False,0,0,False,False,in,False,
friends_count,Wed Nov 02 14:00:27 +0000 2022,1587806851122413570,1587806851122413570,"33) Senior Software Developer
AxiCom Technologies Sdn Bhd
📍 Subang Jaya, Selangor
💰 Up to RM8,000 Per Month

MOHON… https://t.co/KRu7nKRCBF",True,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1587806847993421824,1587806847993421824,1275019571620003840,1275019571620003840,empayarkerjaya,98,,,,,,False,0,0,False,False,in,False,
listed_count,Wed Nov 02 14:00:27 +0000 2022,1587806851122413570,1587806851122413570,"33) Senior Software Developer
AxiCom Technologies Sdn Bhd
📍 Subang Jaya, Selangor
💰 Up to RM8,000 Per Month

MOHON… https://t.co/KRu7nKRCBF",True,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1587806847993421824,1587806847993421824,1275019571620003840,1275019571620003840,empayarkerjaya,326,,,,,,False,0,0,False,False,in,False,
created_at,Wed Nov 02 14:00:27 +0000 2022,1587806851122413570,1587806851122413570,"33) Senior Software Developer
AxiCom Technologies Sdn Bhd
📍 Subang Jaya, Selangor
💰 Up to RM8,000 Per Month

MOHON… https://t.co/KRu7nKRCBF",True,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1587806847993421824,1587806847993421824,1275019571620003840,1275019571620003840,empayarkerjaya,Mon Jun 22 10:55:43 +0000 2020,,,,,,False,0,0,False,False,in,False,
favourites_count,Wed Nov 02 14:00:27 +0000 2022,1587806851122413570,1587806851122413570,"33) Senior Software Developer
AxiCom Technologies Sdn Bhd
📍 Subang Jaya, Selangor
💰 Up to RM8,000 Per Month

MOHON… https://t.co/KRu7nKRCBF",True,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1587806847993421824,1587806847993421824,1275019571620003840,1275019571620003840,empayarkerjaya,409,,,,,,False,0,0,False,False,in,False,
utc_offset,Wed Nov 02 14:00:27 +0000 2022,1587806851122413570,1587806851122413570,"33) Senior Software Developer
AxiCom Technologies Sdn Bhd
📍 Subang Jaya, Selangor
💰 Up to RM8,000 Per Month

MOHON… https://t.co/KRu7nKRCBF",True,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1587806847993421824,1587806847993421824,1275019571620003840,1275019571620003840,empayarkerjaya,,,,,,,False,0,0,False,False,in,False,
time_zone,Wed Nov 02 14:00:27 +0000 2022,1587806851122413570,1587806851122413570,"33) Senior Software Developer
AxiCom Technologies Sdn Bhd
📍 Subang Jaya, Selangor
💰 Up to RM8,000 Per Month

MOHON… https://t.co/KRu7nKRCBF",True,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1587806847993421824,1587806847993421824,1275019571620003840,1275019571620003840,empayarkerjaya,,,,,,,False,0,0,False,False,in,False,
geo_enabled,Wed Nov 02 14:00:27 +0000 2022,1587806851122413570,1587806851122413570,"33) Senior Software Developer
AxiCom Technologies Sdn Bhd
📍 Subang Jaya, Selangor
💰 Up to RM8,000 Per Month

MOHON… https://t.co/KRu7nKRCBF",True,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1587806847993421824,1587806847993421824,1275019571620003840,1275019571620003840,empayarkerjaya,False,,,,,,False,0,0,False,False,in,False,
verified,Wed Nov 02 14:00:27 +0000 2022,1587806851122413570,1587806851122413570,"33) Senior Software Developer
AxiCom Technologies Sdn Bhd
📍 Subang Jaya, Selangor
💰 Up to RM8,000 Per Month

MOHON… https://t.co/KRu7nKRCBF",True,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1587806847993421824,1587806847993421824,1275019571620003840,1275019571620003840,empayarkerjaya,False,,,,,,False,0,0,False,False,in,False,
statuses_count,Wed Nov 02 14:00:27 +0000 2022,1587806851122413570,1587806851122413570,"33) Senior Software Developer
AxiCom Technologies Sdn Bhd
📍 Subang Jaya, Selangor
💰 Up to RM8,000 Per Month

MOHON… https://t.co/KRu7nKRCBF",True,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1587806847993421824,1587806847993421824,1275019571620003840,1275019571620003840,empayarkerjaya,24304,,,,,,False,0,0,False,False,in,False,
lang,Wed Nov 02 14:00:27 +0000 2022,1587806851122413570,1587806851122413570,"33) Senior Software Developer
AxiCom Technologies Sdn Bhd
📍 Subang Jaya, Selangor
💰 Up to RM8,000 Per Month

MOHON… https://t.co/KRu7nKRCBF",True,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1587806847993421824,1587806847993421824,1275019571620003840,1275019571620003840,empayarkerjaya,,,,,,,False,0,0,False,False,in,False,
contributors_enabled,Wed Nov 02 14:00:27 +0000 2022,1587806851122413570,1587806851122413570,"33) Senior Software Developer
AxiCom Technologies Sdn Bhd
📍 Subang Jaya, Selangor
💰 Up to RM8,000 Per Month

MOHON… https://t.co/KRu7nKRCBF",True,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1587806847993421824,1587806847993421824,1275019571620003840,1275019571620003840,empayarkerjaya,False,,,,,,False,0,0,False,False,in,False,
is_translator,Wed Nov 02 14:00:27 +0000 2022,1587806851122413570,1587806851122413570,"33) Senior Software Developer
AxiCom Technologies Sdn Bhd
📍 Subang Jaya, Selangor
💰 Up to RM8,000 Per Month

MOHON… https://t.co/KRu7nKRCBF",True,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1587806847993421824,1587806847993421824,1275019571620003840,1275019571620003840,empayarkerjaya,False,,,,,,False,0,0,False,False,in,False,
is_translation_enabled,Wed Nov 02 14:00:27 +0000 2022,1587806851122413570,1587806851122413570,"33) Senior Software Developer
AxiCom Technologies Sdn Bhd
📍 Subang Jaya, Selangor
💰 Up to RM8,000 Per Month

MOHON… https://t.co/KRu7nKRCBF",True,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1587806847993421824,1587806847993421824,1275019571620003840,1275019571620003840,empayarkerjaya,False,,,,,,False,0,0,False,False,in,False,
profile_background_color,Wed Nov 02 14:00:27 +0000 2022,1587806851122413570,1587806851122413570,"33) Senior Software Developer
AxiCom Technologies Sdn Bhd
📍 Subang Jaya, Selangor
💰 Up to RM8,000 Per Month

MOHON… https://t.co/KRu7nKRCBF",True,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1587806847993421824,1587806847993421824,1275019571620003840,1275019571620003840,empayarkerjaya,F5F8FA,,,,,,False,0,0,False,False,in,False,
profile_background_image_url,Wed Nov 02 14:00:27 +0000 2022,1587806851122413570,1587806851122413570,"33) Senior Software Developer
AxiCom Technologies Sdn Bhd
📍 Subang Jaya, Selangor
💰 Up to RM8,000 Per Month

MOHON… https://t.co/KRu7nKRCBF",True,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1587806847993421824,1587806847993421824,1275019571620003840,1275019571620003840,empayarkerjaya,,,,,,,False,0,0,False,False,in,False,
profile_background_image_url_https,Wed Nov 02 14:00:27 +0000 2022,1587806851122413570,1587806851122413570,"33) Senior Software Developer
AxiCom Technologies Sdn Bhd
📍 Subang Jaya, Selangor
💰 Up to RM8,000 Per Month

MOHON… https://t.co/KRu7nKRCBF",True,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1587806847993421824,1587806847993421824,1275019571620003840,1275019571620003840,empayarkerjaya,,,,,,,False,0,0,False,False,in,False,
profile_background_tile,Wed Nov 02 14:00:27 +0000 2022,1587806851122413570,1587806851122413570,"33) Senior Software Developer
AxiCom Technologies Sdn Bhd
📍 Subang Jaya, Selangor
💰 Up to RM8,000 Per Month

MOHON… https://t.co/KRu7nKRCBF",True,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1587806847993421824,1587806847993421824,1275019571620003840,1275019571620003840,empayarkerjaya,False,,,,,,False,0,0,False,False,in,False,
profile_image_url,Wed Nov 02 14:00:27 +0000 2022,1587806851122413570,1587806851122413570,"33) Senior Software Developer
AxiCom Technologies Sdn Bhd
📍 Subang Jaya, Selangor
💰 Up to RM8,000 Per Month

MOHON… https://t.co/KRu7nKRCBF",True,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1587806847993421824,1587806847993421824,1275019571620003840,1275019571620003840,empayarkerjaya,http://pbs.twimg.com/profile_images/1577663828984090627/Zah1qHsu_normal.jpg,,,,,,False,0,0,False,False,in,False,
profile_image_url_https,Wed Nov 02 14:00:27 +0000 2022,1587806851122413570,1587806851122413570,"33) Senior Software Developer
AxiCom Technologies Sdn Bhd
📍 Subang Jaya, Selangor
💰 Up to RM8,000 Per Month

MOHON… https://t.co/KRu7nKRCBF",True,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1587806847993421824,1587806847993421824,1275019571620003840,1275019571620003840,empayarkerjaya,https://pbs.twimg.com/profile_images/1577663828984090627/Zah1qHsu_normal.jpg,,,,,,False,0,0,False,False,in,False,
profile_banner_url,Wed Nov 02 14:00:27 +0000 2022,1587806851122413570,1587806851122413570,"33) Senior Software Developer
AxiCom Technologies Sdn Bhd
📍 Subang Jaya, Selangor
💰 Up to RM8,000 Per Month

MOHON… https://t.co/KRu7nKRCBF",True,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1587806847993421824,1587806847993421824,1275019571620003840,1275019571620003840,empayarkerjaya,https://pbs.twimg.com/profile_banners/1275019571620003840/1632229216,,,,,,False,0,0,False,False,in,False,
profile_link_color,Wed Nov 02 14:00:27 +0000 2022,1587806851122413570,1587806851122413570,"33) Senior Software Developer
AxiCom Technologies Sdn Bhd
📍 Subang Jaya, Selangor
💰 Up to RM8,000 Per Month

MOHON… https://t.co/KRu7nKRCBF",True,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1587806847993421824,1587806847993421824,1275019571620003840,1275019571620003840,empayarkerjaya,1DA1F2,,,,,,False,0,0,False,False,in,False,
profile_sidebar_border_color,Wed Nov 02 14:00:27 +0000 2022,1587806851122413570,1587806851122413570,"33) Senior Software Developer
AxiCom Technologies Sdn Bhd
📍 Subang Jaya, Selangor
💰 Up to RM8,000 Per Month

MOHON… https://t.co/KRu7nKRCBF",True,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1587806847993421824,1587806847993421824,1275019571620003840,1275019571620003840,empayarkerjaya,C0DEED,,,,,,False,0,0,False,False,in,False,
profile_sidebar_fill_color,Wed Nov 02 14:00:27 +0000 2022,1587806851122413570,1587806851122413570,"33) Senior Software Developer
AxiCom Technologies Sdn Bhd
📍 Subang Jaya, Selangor
💰 Up to RM8,000 Per Month

MOHON… https://t.co/KRu7nKRCBF",True,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1587806847993421824,1587806847993421824,1275019571620003840,1275019571620003840,empayarkerjaya,DDEEF6,,,,,,False,0,0,False,False,in,False,
profile_text_color,Wed Nov 02 14:00:27 +0000 2022,1587806851122413570,1587806851122413570,"33) Senior Software Developer
AxiCom Technologies Sdn Bhd
📍 Subang Jaya, Selangor
💰 Up to RM8,000 Per Month

MOHON… https://t.co/KRu7nKRCBF",True,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1587806847993421824,1587806847993421824,1275019571620003840,1275019571620003840,empayarkerjaya,333333,,,,,,False,0,0,False,False,in,False,
