,Answer,followerCount,name,upvoteCount,answerCount,answerViews,year,question
0,"This question is a bit confusing, but I believe that the question is asking about a movie with hyper advanced technology, which is controlled psychically.Forbidden Planet is a film where humans have discovered an incredibly powerful machine left by an ancient species who expired millions of years previously. Nothing else of their civilization survived, and the machine only functions because the creators intended it to work forever. The machine was to be the ultimate in technology.Their colossal device used incredible power to make objects out of thoughts. Anything the people imagined, could beThis question is a bit confusing, but I believe that the question is asking about a movie with hyper advanced technology, which is controlled psychically.Forbidden Planet is a film where humans have discovered an incredibly powerful machine left by an ancient species who expired millions of years previously. Nothing else of their civilization survived, and the machine only functions because the creators intended it to work forever. The machine was to be the ultimate in technology.Their colossal device used incredible power to make objects out of thoughts. Anything the people imagined, could be created. However, the aliens had a subconscious, just like humans, and their latent dark nature was allowed to manifest physically. Their entire race exterminated itself in one night.The human explorer Doctor Morbius uncovered the machine, and using the various devices inside the complex, gave himself the ability to work with their psychically controlled technology. He had only limited success, however, since his intellect is greatly inferior to the average of the aliens. However, he had a disagreement with the leader of the expedition, and with his suppressed rage, killed everyone save his own daughter.The story properly begins decades later when a space patrol ship goes looking for the lost expedition and makes contact with the two survivors. Shortly afterwards, the crew is stalked by the invisible but invincible predator created from Morbius’ resentment.",0 followers,Syed Asghar,1K,137,1.3M,2022,https://www.quora.com/Are-there-sci-fi-movies-where-there-is-extremely-advanced-technology-but-even-more-advanced-than-in-any-sci-Fi-movie-and-they-use-psychic-powers-to-communicate
1,"In these two films, the technology is more advanced than in other sci-fi films in my opinion.In these two films, the technology is more advanced than in other sci-fi films in my opinion.",0 followers,Tamara M,2.1K,101,14.1M,2022,https://www.quora.com/Are-there-sci-fi-movies-where-there-is-extremely-advanced-technology-but-even-more-advanced-than-in-any-sci-Fi-movie-and-they-use-psychic-powers-to-communicate
2,"You are asking “are there any sci-fi movies with tech more advanced then sci-fi movies"" do you see how rediculous this is?",235 followers,David Holliday,526,1.4K,29M,2022,https://www.quora.com/Are-there-sci-fi-movies-where-there-is-extremely-advanced-technology-but-even-more-advanced-than-in-any-sci-Fi-movie-and-they-use-psychic-powers-to-communicate
3,"Cell phones. Walkie-talkies predated them, of course, but theWalking robots that can keep their balance and manage different kinds of terrain are a big deal too. They’re not useful for much yet, but they started appearing in movies 50–60 years ago and now we have them. Bipedal locomotion is really complex and difficult.Genetic engineering. Of course, it’s still in its infancy, and we can’t turn a human being into a fly yet, but the fact that we can cure some diseases by gene modification is pretty darnCell phones. Walkie-talkies predated them, of course, but theWalking robots that can keep their balance and manage different kinds of terrain are a big deal too. They’re not useful for much yet, but they started appearing in movies 50–60 years ago and now we have them. Bipedal locomotion is really complex and difficult.Genetic engineering. Of course, it’s still in its infancy, and we can’t turn a human being into a fly yet, but the fact that we can cure some diseases by gene modification is pretty darn cool. DNA was only discovered within the lifetimes of many people alive today.",UNKNOWN,Eric M. Van,723,1.4K,9.3M,2020,https://www.quora.com/Are-there-sci-fi-movies-where-there-is-extremely-advanced-technology-but-even-more-advanced-than-in-any-sci-Fi-movie-and-they-use-psychic-powers-to-communicate
4,"Kubrick’sOf course, most of the main “predictions” were way, way too optimistic. There are no bases on the moon — not around the turn of the century, nor in 2019. Nor do we have sentient computers like HAL 9000.But this 1968 movie managed something fairly incredible: It came up with a future that mostlyContrast the highly dKubrick’sOf course, most of the main “predictions” were way, way too optimistic. There are no bases on the moon — not around the turn of the century, nor in 2019. Nor do we have sentient computers like HAL 9000.But this 1968 movie managed something fairly incredible: It came up with a future that mostlyContrast the highly dated monochrome computer read-outs we have to watch inIn",412 followers,Karl Richard Adams,1.4K,182,2.4M,2019,https://www.quora.com/Are-there-sci-fi-movies-where-there-is-extremely-advanced-technology-but-even-more-advanced-than-in-any-sci-Fi-movie-and-they-use-psychic-powers-to-communicate
5,Why should they?Who is USA to ask China and Russia to submit?What “power” does USA have? Neither China nor Russia are afraid.,"43,388 followers",Misha Firer,5.1K,1.3K,133.6M,2022,https://www.quora.com/Are-there-sci-fi-movies-where-there-is-extremely-advanced-technology-but-even-more-advanced-than-in-any-sci-Fi-movie-and-they-use-psychic-powers-to-communicate
6,"Russia is very technologically advanced, more than America, and I say not because I’m Putin supporter and patriot. I show.I stand outside a smithy where Motherland’s Elon Musk and Bill Gates are being forged like in a proverbial Silicone Valley basement.Department of Informational and Internet Technologies of Number One Sechenev Medical Academy. The inscription below says “Entrance for students” and the arrow pointing left. Why?Because the gate is locked to prevent terrorist attacks and intellectual property theft by Freemasons.The second floor windows have bars to prevent…well, I have alreadyRussia is very technologically advanced, more than America, and I say not because I’m Putin supporter and patriot. I show.I stand outside a smithy where Motherland’s Elon Musk and Bill Gates are being forged like in a proverbial Silicone Valley basement.Department of Informational and Internet Technologies of Number One Sechenev Medical Academy. The inscription below says “Entrance for students” and the arrow pointing left. Why?Because the gate is locked to prevent terrorist attacks and intellectual property theft by Freemasons.The second floor windows have bars to prevent…well, I have already told you.On the other side, the high tech hovel is surrounded by a stakewall. A perp shall be impaled.No technology can work without faith. A church complex is located on the other side of the street from the high tech shovel.The ground floor has a church shop selling icons and crosses, young programmers like to put on the processors and glue to computer displays to make magic.Unfortunately the fence is crooked like everything/everyone else in this country and has to be propped up with…rails.The asphalt and curbs are brand new though (and changed every year) - mayor Sobyanin’s takes his cut, and municipal authorities get their 15% kickback.You are not allowed to bring your own candles to the chapel. God wants you to buy them in the church shop.On the other side from the church complex is a school behind a very tall iron fence with the monument of a Red Army soldier holding a sub machine gun. We are not afraid of Turkish drones - our heroes will shoot them down because out technologies are the best.",18 followers,Asim Qureshi,12.7K,996,156M,2021,https://www.quora.com/Are-there-sci-fi-movies-where-there-is-extremely-advanced-technology-but-even-more-advanced-than-in-any-sci-Fi-movie-and-they-use-psychic-powers-to-communicate
7,"As a force of evil and destruction; the US is much stronger.As a force of good, benevolence and peace; China is the future of the planet.Americans who believe the US is good; ask people from Latin America, Africa, Asia and now Europe!!! Basically the whole world beyond the USA’s borders.",209 followers,Ilja Schmelzer,1.2K,429,803K,2022,https://www.quora.com/Are-there-sci-fi-movies-where-there-is-extremely-advanced-technology-but-even-more-advanced-than-in-any-sci-Fi-movie-and-they-use-psychic-powers-to-communicate
8,"A couple of weeks ago Trump called former US President Jimmy Carter for the first time.Trump talked about a few things including his concern about ChinaCarter agreed with this concern but askedHe went on to answer it…“Since 1979, do you know how many times China has been at war with anybody? None. And we have stayed at war.""Carter said the US is""We have wasted, I think, $3 trillion. China has not wasted a single penny on war, and that's why they're ahead of us. In almost every way.China’s techA couple of weeks ago Trump called former US President Jimmy Carter for the first time.Trump talked about a few things including his concern about ChinaCarter agreed with this concern but askedHe went on to answer it…“Since 1979, do you know how many times China has been at war with anybody? None. And we have stayed at war.""Carter said the US is""We have wasted, I think, $3 trillion. China has not wasted a single penny on war, and that's why they're ahead of us. In almost every way.China’s technology will be comfortably ahead of the US’s, in a very macro sense, within a decade.",0 followers,Jin Z,1.2K,2.8K,9.6M,2019,https://www.quora.com/Are-there-sci-fi-movies-where-there-is-extremely-advanced-technology-but-even-more-advanced-than-in-any-sci-Fi-movie-and-they-use-psychic-powers-to-communicate
9,"If you defy the US, you have to pay high costs. There will be economic warfare (sanctions). To survive this, your country has to be large enough, else the living standards will be quite low in comparison with other countries. There will be regime change operations. Given that one type of regime change operations includes buying mass media and using them for propaganda against the government, you have to control the mass media. In the age of the internet, even this may be insufficient. You also have to prevent a democratic takeover, so, either you have no democracy at all or you are able to orgIf you defy the US, you have to pay high costs. There will be economic warfare (sanctions). To survive this, your country has to be large enough, else the living standards will be quite low in comparison with other countries. There will be regime change operations. Given that one type of regime change operations includes buying mass media and using them for propaganda against the government, you have to control the mass media. In the age of the internet, even this may be insufficient. You also have to prevent a democratic takeover, so, either you have no democracy at all or you are able to organize some efficient control of the political opposition. Last but not least, there is the danger of open warfare. So, you would better have nuclear weapons and intercontinental rockets to deter the US from aggression.So, it is quite difficult defy the US. Even China and Russia have avoided this as long as possible.Fortunately, once the open defiance has started now, the costs for smaller countries will decrease. They can now rely on support by Russia and China. That means, open US aggression may be prevented if you side with them in exchange for military protection, and sanctions become harmless once trade with them remains possible.","43,388 followers",Misha Firer,947,1.3K,133.6M,2018,https://www.quora.com/Are-there-sci-fi-movies-where-there-is-extremely-advanced-technology-but-even-more-advanced-than-in-any-sci-Fi-movie-and-they-use-psychic-powers-to-communicate
