,Answer,followerCount,name,upvoteCount,answerCount,answerViews,year,question
0,"By specifically mentioning petrol and diesel, I assume you are talking about creating alternative fuels for transportation, rather than simply talking about petroleum by-products such as plastics.The answer, as others have stated, is that we can do that today, although it will cost you in terms of energy required (and thus cost). It has been proposed that for manned Mars missions that methane-based rocket fuel be robotically produced on Mars using CO2 and water present on the planet. This fuel could then be used for the return trip(s).Here is a recent development in this technology:By specifically mentioning petrol and diesel, I assume you are talking about creating alternative fuels for transportation, rather than simply talking about petroleum by-products such as plastics.The answer, as others have stated, is that we can do that today, although it will cost you in terms of energy required (and thus cost). It has been proposed that for manned Mars missions that methane-based rocket fuel be robotically produced on Mars using CO2 and water present on the planet. This fuel could then be used for the return trip(s).Here is a recent development in this technology:But I guess my question back to you would be: why do we need to expend a great amount of energy to produce liquid (or gaseous) fuels that we’re just going to burn after a single use, when we have clearly superior solutions today (batteries and electric motors) that can far more efficiently just use the energy you would use to produce to petrol and diesel (or methane/natural gas) to go MUCH farther?",23 followers,Andy Hastings,1.2K,842,747.8K,2020,https://www.quora.com/When-petrol-and-diesel-were-extinct-can-we-create-it-in-the-future-with-our-advanced-technology
1,"A first process of synthetic fuel has been developed in France in 1920’s from coal (lignite) liquefaction but it was too expensive. Then 2 german chimistes, Fisher and Tropsch, developed a synthetic fuel in liquefying a synthetic gas made from coal. Then a third German, Bergius, developed at the beginning of WWII the direct liquefaction with hydrogen and coal and tars at a temperature of 450 °C, with a 200 atmosphères pressure, with a catalyst.You maybe have heard that recently Germany decided to iA first process of synthetic fuel has been developed in France in 1920’s from coal (lignite) liquefaction but it was too expensive. Then 2 german chimistes, Fisher and Tropsch, developed a synthetic fuel in liquefying a synthetic gas made from coal. Then a third German, Bergius, developed at the beginning of WWII the direct liquefaction with hydrogen and coal and tars at a temperature of 450 °C, with a 200 atmosphères pressure, with a catalyst.You maybe have heard that recently Germany decided to invest massively into « green hydrogen » to lead this market.Today hydrogen is made from methane but produces CO2 as well. Green H2 will be made from water electrolysis. It will be a way to store the excess energy coming from solar and wind energy. (Tesla plans to store it in batteries)Green H2 will be used for industry and heavy transportationBut when you combine green hydrogen with ambient CO2, you can create a synthetic fuel. This way you remove some CO2 from the air, create a clean fuel (less particles, no sulfur’s and tars,…) that would be far better for sea freight.This is not advanced technology, we just need the motivation to move to a cleaner use of energy by any government. And that’s what Germany just decided to do.","2,108 followers",Daniel Wallander,1K,10K,53.9M,2020,https://www.quora.com/When-petrol-and-diesel-were-extinct-can-we-create-it-in-the-future-with-our-advanced-technology
2,"All fossil fuels use oxidation reaction of carbon to generate energy. In reduction reaction of carbon dioxide to any flammable carbon form would require the same amount of energy. So energy required to create petrol/diesel from carbon dioxide would be equal to the energy generated while combustion.Maximum efficiency of heat engine is primarily reduced by second law of thermodynamics, which statesAll fossil fuels use oxidation reaction of carbon to generate energy. In reduction reaction of carbon dioxide to any flammable carbon form would require the same amount of energy. So energy required to create petrol/diesel from carbon dioxide would be equal to the energy generated while combustion.Maximum efficiency of heat engine is primarily reduced by second law of thermodynamics, which states heat cannot be completely converted other form of energy. Further the efficiency would be limited by design. In effect heart engines operate between 30 to 50 % efficiency.Now comes the efficiency of fuel generation process. Lets consider this process to be 100 % efficient. This would be highly unlikely but for ease of calculation lets assume so. So generating fuel using energy from fuel is basically useless. Now using other form of energy other than fossil fuel other widely used energy form is electricity, which might be generated from mechanical (wind a...",998 followers,Mike Percival,1K,6.6K,8.9M,2020,https://www.quora.com/When-petrol-and-diesel-were-extinct-can-we-create-it-in-the-future-with-our-advanced-technology
3,"Who knows probably the question is what we want to use it, even synthetic oil will pollute the environment.",0 followers,Hatice Aslan,570,164,11.7M,2020,https://www.quora.com/When-petrol-and-diesel-were-extinct-can-we-create-it-in-the-future-with-our-advanced-technology
4,"We can create alternatives now, but they cost more than taking it out of the ground. They tried using peanut oil for diesel originally, I don't recall what they used before gasoline, but making it from oil is the cheapest way.",UNKNOWN,Batman,855,0,0,2020,https://www.quora.com/When-petrol-and-diesel-were-extinct-can-we-create-it-in-the-future-with-our-advanced-technology
5,"I read an article a while back where some guy made crude oil in his garage starting with organic garbage. I seem to recall that it took around 2 weeks, but I’m not sure of that. From that, it would be possible to make gasoline or diesel. I have no verification of the original story.","5,990 followers",Jens Böttiger,566,2.6K,17.6M,2020,https://www.quora.com/When-petrol-and-diesel-were-extinct-can-we-create-it-in-the-future-with-our-advanced-technology
6,"There are already several processes for converting coal, lignite etc into petrol like products. Bio diesel is another process by which oil like the diesel, is obtained. But for the present, in view of the far cheaper petroleum derived fuels, there is no incentive to use them. But when petroleum reserves run out these will come into their own and continuous research in this field will most likely make them even better.","5,360 followers",Valerio Cietto,677,2.4K,9.1M,2020,https://www.quora.com/When-petrol-and-diesel-were-extinct-can-we-create-it-in-the-future-with-our-advanced-technology
7,"Even assuming that EVERY main car manufacturer started building E.V.s RIGHT NOW, that where 100% Suitable for every use currently on the road, it would take AT LEAST 20 years to replace the current fleet, if you FORCED everyone to buy electric.Now, that is of course not going to happen.Firstly, Battery tech is not good enough to replace every vehicle on the road, though it IS getting better. However even those batteries that ARE available are just to expensive. Which makes the car MORE expensive. And people less likely to change.Secondly, There is just not enough batteries being manufactured,Even assuming that EVERY main car manufacturer started building E.V.s RIGHT NOW, that where 100% Suitable for every use currently on the road, it would take AT LEAST 20 years to replace the current fleet, if you FORCED everyone to buy electric.Now, that is of course not going to happen.Firstly, Battery tech is not good enough to replace every vehicle on the road, though it IS getting better. However even those batteries that ARE available are just to expensive. Which makes the car MORE expensive. And people less likely to change.Secondly, There is just not enough batteries being manufactured, or for that matter materials being mined FOR those batteries right now. Obviously more manufacturing facilities are opening as demand increases, like wise more mines. But its a slow process, and takes time. This limits the amount of E.V.s that can be manufactured.Third. Even once we CAN start manufacturing more E.V.s, not everyone can afford a new car. There will be a significant delay before CHEAP second hand E.V.s come on the market in any significant number. And we really don't know how those vehicles will perform, or what problems they will have. Manufacturers like Tesla, CLAIM 1,000,000 miles, but we don't know how correct that is, and many of these cars will still have the same problems as normal I.C.E. cars. Switches and electronics wear out, paint scratches, Inside Styling become unpopular, or just plane worn. Replacement parts become unavailable.Another interesting dilemma, many of these cars rely heavily on computers. As the last twenty years has shown us, computer tech evolves VERY quickly. It’s quite likely that even ten year old computer tech in E.V.s, will just not be sufficiently updateable software wise anymore.Even WHEN we can start manufacturing enough cars of the correct variety of models and types to replace the current fleet at a reasonable cost, it’s going to take at least twenty years to phase out “most” I.C.E.My guess is, unless there is a SERIOUS push from green politics to FORCE People to change to E.V.s we will still be seeing I.C.E. vehicles on the roads for at least another 30 years. And probably even after that.Even then there are bound to be some diehards who just can’t let their I.C.E. vehicles go. I know I will miss the beautiful sound of a nicely engineered V8, and the artistry that can go into making a truly well engineered automobile.And lets not even get started on how we are going to replace a “V” twin Harley…",78 followers,Rajan Singh,1.5K,360,25.2M,2019,https://www.quora.com/When-petrol-and-diesel-were-extinct-can-we-create-it-in-the-future-with-our-advanced-technology
8,"No.There may be reputable chemists, mechanical engineers, and such who believe in technologically advanced (that is, equivalent or more sophisticated than our own) ancient civilizations. However, these would necessarily be people operating outside of their field and are speaking with no greater authority than an archaeologist or historian on string theory. No reputable archaeologist or historian believes in such things.",137 followers,Mark White,1K,769,1.7M,2019,https://www.quora.com/When-petrol-and-diesel-were-extinct-can-we-create-it-in-the-future-with-our-advanced-technology
9,"Thank you for the A2A (as it is, from Tomurcuk Yelman).The question:Can a modern day scientist not believe in evolution?Evolution is not my field of study, but I think I can say this:For a scientist in that field, it is not a matter of belief in this or that, but rather one of coming to conclude on rational grounds that evolution is a fact. To speak of his or her “belief in evolution,” then, is to assimilate science to religion in a grossly distorted way, very unfair to science.Setting that aside …Given the complex structure of the human brain, which features components that date from differenThank you for the A2A (as it is, from Tomurcuk Yelman).The question:Can a modern day scientist not believe in evolution?Evolution is not my field of study, but I think I can say this:For a scientist in that field, it is not a matter of belief in this or that, but rather one of coming to conclude on rational grounds that evolution is a fact. To speak of his or her “belief in evolution,” then, is to assimilate science to religion in a grossly distorted way, very unfair to science.Setting that aside …Given the complex structure of the human brain, which features components that date from different eons, and the fact that it is so very delicate in its operations and prone to error on the level of the individual, if not on that of society as a whole through the centuries, and the fact of human variability, it would not be so very surprising to come across an intelligent, knowledgeable historian who is convinced, due to his membership in a peculiar religious cult, that he lived in ancient Akkad in a previous life and invented cuneiform script, or another person, a knowledgeable biologist, perhaps, convinced, due to her membership in another peculiar cult, Christianity, perhaps, that evolution is a sham.But what of it? Oddities like these reflect the nature of the human brain, not that of the great, wide reality that it seeks to comprehend.","29,922 followers",Tomaž Vargazon,3.4K,7.7K,249.7M,2021,https://www.quora.com/When-petrol-and-diesel-were-extinct-can-we-create-it-in-the-future-with-our-advanced-technology
10,"Lack of evidence, and lack of a falsifiable claim.",UNKNOWN,Art Abshire (Cage to Friends),1.3K,3.6K,5.3M,2016,https://www.quora.com/When-petrol-and-diesel-were-extinct-can-we-create-it-in-the-future-with-our-advanced-technology
11,"You know “Sci-fi” stands for Science-Something which is fictional is, by its definition, notSo why are you surprised that scientists aren't impressed when people try and imposeScience is all about comparing ourIf something has evidence of it existing, then we can start to talk.If your only evidence isFiction is great — I love fiction, honest. I especially love science fiction — in the past two years I've watched every single episode ofYou know “Sci-fi” stands for Science-Something which is fictional is, by its definition, notSo why are you surprised that scientists aren't impressed when people try and imposeScience is all about comparing ourIf something has evidence of it existing, then we can start to talk.If your only evidence isFiction is great — I love fiction, honest. I especially love science fiction — in the past two years I've watched every single episode ofHowever.Science fiction is never an appropriate 'explanation' for real physical phenomena.Because, as I keep saying,",0 followers,Amy Smith,1.6K,336,26M,2017,https://www.quora.com/When-petrol-and-diesel-were-extinct-can-we-create-it-in-the-future-with-our-advanced-technology
12,"Re: Technologically, what has the belief in evolution ever done for us?May I respectfully suggest that you are looking at things the wrong way?Every single piece of technology you use is the product of a vast, sustained investigation into the nature of the physical world. That investigation, which we give the name “science” involves basing our conclusions onThe LCD you are viewing these words on, for example, is the result of literally hundreds of thousands of experiments. Your touch screen is the result of evidence which can be traced directly back to the theremin ofRe: Technologically, what has the belief in evolution ever done for us?May I respectfully suggest that you are looking at things the wrong way?Every single piece of technology you use is the product of a vast, sustained investigation into the nature of the physical world. That investigation, which we give the name “science” involves basing our conclusions onThe LCD you are viewing these words on, for example, is the result of literally hundreds of thousands of experiments. Your touch screen is the result of evidence which can be traced directly back to the theremin of the 1930s. And each iteration of technology has been based on evidence.“Evolution” is nothing more than the body of evidence we have on how living organisms change over time. That's it. Nothing more or less.So it’s not that evolution has “done something for us”, it's that anMake sense?",1 follower,Kirk Scott,1.3K,13.4K,68.1M,2017,https://www.quora.com/When-petrol-and-diesel-were-extinct-can-we-create-it-in-the-future-with-our-advanced-technology
