,Answer,followerCount,name,upvoteCount,answerCount,answerViews,year,question
0,"That's easy!But it also depends on your subject.Since you are a student, ill give you one example.Social Studies, now you may call it by a different name at your school.I have them come up with a new Constitution, just like our founding fathers did before then.Break them into groups and a timelimit, turn them loose!","41,553 followers",Rakshith Akira,1.6K,467,18.3M,2022,https://www.quora.com/What-are-some-ways-to-engage-your-class-during-lessons-that-dont-involve-technology-or-social-media
1,Not much. Very less when it is unbearable to just sit and watch whatever going on.,753 followers,Jin Laakso,2.8K,82,3.3M,2018,https://www.quora.com/What-are-some-ways-to-engage-your-class-during-lessons-that-dont-involve-technology-or-social-media
2,Ask some questions and allow opinions,15 followers,John Meyer,2.4K,0,0,2022,https://www.quora.com/What-are-some-ways-to-engage-your-class-during-lessons-that-dont-involve-technology-or-social-media
3,The school of hard knocks,477 followers,Tabi Vicuna,1K,0,0,2019,https://www.quora.com/What-are-some-ways-to-engage-your-class-during-lessons-that-dont-involve-technology-or-social-media
