,Answer,followerCount,name,upvoteCount,answerCount,answerViews,year,question
0,"MY GOD! 2000 MILE PER HOUR! IS SHE INSANE!?!In a propeller driven plane too. Amazing.Actually, in the original William Moulton Marston comics from the early 1940s, the invisible plane was an allegory for the fact that economic conditions during the Great Depression forced women to seem invisible to their employers to avoid harassment or dismissal.No. Really.God, I love Golden Age comics.It was apparently constructed by Wonder Woman from totally transparent, radar dampening material. So, while we can see it on the page, the characters would not. She can be seen, because the plane is transparentMY GOD! 2000 MILE PER HOUR! IS SHE INSANE!?!In a propeller driven plane too. Amazing.Actually, in the original William Moulton Marston comics from the early 1940s, the invisible plane was an allegory for the fact that economic conditions during the Great Depression forced women to seem invisible to their employers to avoid harassment or dismissal.No. Really.God, I love Golden Age comics.It was apparently constructed by Wonder Woman from totally transparent, radar dampening material. So, while we can see it on the page, the characters would not. She can be seen, because the plane is transparent and she is not.During the Silver Age, Diana incrementally gained the ability to fly. First riding on the wind, then later actually flying. As a result, the invisible plane and the mechanics behind it were largely ignored.She basically shoved it in a barn and forgot about it for like 70 years.PostThough, since Diana can fly, the plane is mostly used by her flightless mother Hippolyta.It’s name is WonderDome.Though, personally, I prefer travel by giant space faring kangaroo.",0 followers,Charles Johnson,563,468,1.9M,2020,https://www.quora.com/Was-Wonder-Womans-plane-invisible-due-to-magic-or-advanced-technology
1,"They have. In fact, it’s been in EVERY single frame of EVERY single movie so far.Why haven’t you noticed?Cuz it’s fucking invisible.","4,879 followers",Ben Skirvin,583,5.4K,29.9M,2018,https://www.quora.com/Was-Wonder-Womans-plane-invisible-due-to-magic-or-advanced-technology
2,"I literally laughed out loud when I read this, and I love","10,295 followers",Thaddeus Howze,933,790,22.6M,2018,https://www.quora.com/Was-Wonder-Womans-plane-invisible-due-to-magic-or-advanced-technology
3,"In a few areas, actually. First is infrastructure. The Chinese planned waaaaaaaaaay ahead while building. That’s why there were ghost cities. The developers built huge communities before they were needed, knowing that large factories were coming soon. Above that is public transportation. Smaller cities have buses available that will take you just about everywhere within the city and bigger citiesIn a few areas, actually. First is infrastructure. The Chinese planned waaaaaaaaaay ahead while building. That’s why there were ghost cities. The developers built huge communities before they were needed, knowing that large factories were coming soon. Above that is public transportation. Smaller cities have buses available that will take you just about everywhere within the city and bigger cities have subways as well as buses. For going between cities and provinces, China has a high speed rail system in place that is more extensive than the American highway system! For example: I lived in a city called Nanjing in China - about 200 miles/300 km from Shanghai. I could take a high speed train from Nanjing to Shanghai in about 1.5 hours!In contrast, I took an Amtrak train from Detroit to Chicago (about 300 miles/480 km) and it took over 8 hours!Another area China wins at is public utilities. They provide electricity, water, and gas for billions of people for very affordable prices! I paid maybe a total of $20 (US) per month for all utility bills, whereas it cost me over $100 in America! Atop of that is wireless technology (which is considered a public utility in China). I paid 100 rmb ($15) monthly for 16 GB of 4G data, with 1000 texts and 500 minutes of ta...",167 followers,Tim Brown,806,1.4K,1.7M,2020,https://www.quora.com/Was-Wonder-Womans-plane-invisible-due-to-magic-or-advanced-technology
4,"In some fields, yes!In Other fields, they are very quickly catching up, and or are ,hard on the heels of the leader!",18 followers,Asim Qureshi,12.7K,996,156M,2021,https://www.quora.com/Was-Wonder-Womans-plane-invisible-due-to-magic-or-advanced-technology
5,"A couple of weeks ago Trump called former US President Jimmy Carter for the first time.Trump talked about a few things including his concern about ChinaCarter agreed with this concern but askedHe went on to answer it…“Since 1979, do you know how many times China has been at war with anybody? None. And we have stayed at war.""Carter said the US is""We have wasted, I think, $3 trillion. China has not wasted a single penny on war, and that's why they're ahead of us. In almost every way.China’s techA couple of weeks ago Trump called former US President Jimmy Carter for the first time.Trump talked about a few things including his concern about ChinaCarter agreed with this concern but askedHe went on to answer it…“Since 1979, do you know how many times China has been at war with anybody? None. And we have stayed at war.""Carter said the US is""We have wasted, I think, $3 trillion. China has not wasted a single penny on war, and that's why they're ahead of us. In almost every way.China’s technology will be comfortably ahead of the US’s, in a very macro sense, within a decade.","23,887 followers",Robin Daverman,11.8K,2.3K,40.1M,2019,https://www.quora.com/Was-Wonder-Womans-plane-invisible-due-to-magic-or-advanced-technology
6,"Read an on-line synopsis months ago, if not BS, that stated that China is soon to release their 6G air interface network that supersedes 5G and the other possibility will be China will be releasing the world’s first quantum computer, too.",189 followers,Prashant Kumar,5.7K,428,335.2K,2021,https://www.quora.com/What-are-some-ways-China-could-advance-technologically
7,"How advanced are Chinese speed trains?The Chinese high-speed rails have a quality all on its own, because it’s so massive. There are more than twice as many high-speed trains in China as the rest of the world combined. The picture below is an early morning photo at the train station of a second-tier city in China.Tier 1 cities like Beijing have a couple hundred high-speed trains stopping at the city every day.And the Chinese Spring Festival is just a mad house - an estimated 3 billion person/trips take place within a 2-week window. It would be the equivalent of every American taking 10 trips dHow advanced are Chinese speed trains?The Chinese high-speed rails have a quality all on its own, because it’s so massive. There are more than twice as many high-speed trains in China as the rest of the world combined. The picture below is an early morning photo at the train station of a second-tier city in China.Tier 1 cities like Beijing have a couple hundred high-speed trains stopping at the city every day.And the Chinese Spring Festival is just a mad house - an estimated 3 billion person/trips take place within a 2-week window. It would be the equivalent of every American taking 10 trips during Christmas, or every European taking 5 trips during Christmas. All the train tickets are gone within like 10 seconds after they become available.The Chinese high-speed rail system made 1.5 billion trips last year, growing 30% a year. It’s just absolutely massive!",UNKNOWN,Bill Yu Liao (廖彧),650,138,1.9M,2017,https://www.quora.com/What-are-some-ways-China-could-advance-technologically
8,"If you mean China has made some progress while other countries not progressed at same pace , I guess it is because some of people there can’t even understand what is a troll.If you mean China has made some progress while other countries not progressed at same pace , I guess it is because some of people there can’t even understand what is a troll.",0 followers,Steven Henninger,924,512,153.3K,2019,https://www.quora.com/What-are-some-ways-China-could-advance-technologically
9,"Absolutely. In a host of fields they are already ahead.This Is the No. 1 Reason We Make iPhones in China (It's Not What You Think)Scientists Brace for a Lost Generation in American ResearchThe US has been getting 'its arse handed to it' in war games simulating fights against Russia and ChinaBad News: U.S. Navy Aircraft Carriers Can Be Sunk in a WarThe American education system, except in elite institutions, has been failing for decades now. It used to be okay because for people from India, and other nations, USA wouldAbsolutely. In a host of fields they are already ahead.This Is the No. 1 Reason We Make iPhones in China (It's Not What You Think)Scientists Brace for a Lost Generation in American ResearchThe US has been getting 'its arse handed to it' in war games simulating fights against Russia and ChinaBad News: U.S. Navy Aircraft Carriers Can Be Sunk in a WarThe American education system, except in elite institutions, has been failing for decades now. It used to be okay because for people from India, and other nations, USA would be an attractive destination for their best. It has been immigrants that have kept America tech alive and well. Today those immigrants aren’t coming any more. America has, in effect, destroyed it ability to be the best in future tech.","68,788 followers",Kanthaswamy Balasubramaniam,898,17.3K,413.5M,2020,https://www.quora.com/What-are-some-ways-China-could-advance-technologically
