,Answer,followerCount,name,upvoteCount,answerCount,answerViews,year,question
0,This pic gives the details of the tools involved in Devops.Upvote if you like it.This pic gives the details of the tools involved in Devops.Upvote if you like it.,0 followers,Lucas Martin,6.4K,65,4.2M,2019,https://www.quora.com/What-are-some-upcoming-technologies-in-DevOps
1,"Hi,Well, I am really not aware about the upcoming technologies in DevOps. But few trends which recently beenI am not sure that you heard the new thatThanks,","9,704 followers",Tim Mensch,626,3K,18.8M,2017,https://www.quora.com/What-are-some-upcoming-technologies-in-DevOps
