,Answer,followerCount,name,upvoteCount,answerCount,answerViews,question
10,"20 Clever Inventions You Probably Didn’t Know Were Made By Indiansndian inventions and discoveries have been instrumental in shaping the face of the current modern world. We picked up 20 such interesting findings out of a whole bunch that will make you go, “I didn’t know that”.1. Buttonsimage sourcesButtons were first used in Mohenjo-daro for ornamental purpose rather than for fastening. They were first used in the Indus Valley Civilization by 2000 BCE.2. Chessimage sourcesChess developed out of20 Clever Inventions You Probably Didn’t Know Were Made By Indiansndian inventions and discoveries have been instrumental in shaping the face of the current modern world. We picked up 20 such interesting findings out of a whole bunch that will make you go, “I didn’t know that”.1. Buttonsimage sourcesButtons were first used in Mohenjo-daro for ornamental purpose rather than for fastening. They were first used in the Indus Valley Civilization by 2000 BCE.2. Chessimage sourcesChess developed out of3. Prefabricated home and movable structureimage sourceIn 16th century Mughal India, during the reign of Akbar, the first prefabricated & movable structures were invented.4. RulerRulers were first used by the Indus Valley Civilization prior to 1500 BCE. Made of ivory, the rulers found during excavation, reveal the amazing accuracy of decimal subdivisions on it.5. Shampooimage sourceThe word ‘Shampoo’ is derived from6. Snakes and Laddersimage sourceThe game, Snakes & Ladders, was invented in India as a game of morals. Later it spread to England and eventually introduced in the USA by game pioneer Milton Bradley in 1943.7. Cotton cultivation (We clothed the world, yay!)The ancient Greeks used to wear animal skins and were not even aware of cotton. But Indians were sort of cooland started cultivating cotton during the 5th – 4th millennium BCE in the Indus Valley Civilization. The word spread to the Mediterranean and beyond and soon everyone was ordering one from Flipkart. Well, pretty much.8. Fibonacci NumbersThe Fibonacci numbers were first described by9. Decimal System, Quadratic formula and Zero!It was in 7th century CE when10. Suits GameThe popular game of cards originated from India & was known as Krida-patram (which literally means11. Cataract Surgeryimage sourceIndian physician Sushruta (6th century BCE) had the knowledge of performing cataract surgery. It spread to China from India. Greek scientists would visit India to get operations done and also to learn the nitty-gritties.12. Diamond MiningWorldwide, India was the only source of diamonds until the discovery of mines in Brazil in the 18th century. Almost 5000 years ago, diamonds were first recognized and mined in central India.13. Water on Moonimage sourceISRO’s Chandrayaan-1 made the startling discovery that our moon is not a dry ball of rocks. The discovery of lunar water is attributed to the Chandrayaan mission.14. Radio/Wireless communicationimage sourceWe all know that Marconi received a Nobel Prize in Physics in 1909 for contribution to the development of wireless telegraphy. But the first public demonstration of radio waves for communication was made by Sir Jagdish Chandra Bose in 1895, two years prior to Marconi’s similar demonstration in England.Sir Bose was posthumously credited (more than a century later) for his achievement. The fact remains that this discovery truly shaped the face of modern wireless communication.15. Flush ToiletsFlush toilets were first used in the Indus Valley Civilization. These existed in most homes and were connected to a sophisticated sewage mechanism. The civilization was prominent in hydraulic engineering.16. Binary Codeimage sourceBinary numbers were first described by17. InkMany ancient cultures and civilizations independently discovered and prepared ink for writing purposes. The source of carbon pigment used in Indian Ink (called musi) used in ancient India, was India. Since 4th century BC, the practice of writing with ink with a sharp pointed needle was common in South India.18. Steel & Metal worksimage sourceAncient Indians were pioneers in metallurgy. High quality steel was produced, almost two thousand years before it was understood by the West. One of the most remarkable feat in metallurgy: creating a seamless celestial globe, was invented in Kashmir. It was earlier considered impossible to create a metal globe without seams.So thanks to India, Iron Man can wear his suit now.19. Fiber Opticsimage sourcesNamed as one of the 7 ‘Unsung Heroes’ by Fortune Magazine,20. Plastic Surgeryimage sourceYes, you heard it right. Indians were pioneers in Plastic Surgery too. It was carried out in India as early as 2000 BCE.So, we’ve always been aHistory is testimony to it. So what’s stopping you from being innovative? Go, win the world.",16 followers,Chandan Bhat,14.2K,0,0,https://www.quora.com/What-are-some-of-the-greatest-discoveries-inventions-made-by-Indians-in-the-last-200-years
11,Chandra Kumar Naranbhai PatelHe developed the Carbon Dioxide LASER  in 1963; it is now widely used in industry for cutting andChandra Kumar Naranbhai PatelHe developed the Carbon Dioxide LASER  in 1963; it is now widely used in industry for cutting and,4 followers,Jovana Savic,3.5K,305,1.8M,https://www.quora.com/What-are-some-of-the-greatest-discoveries-inventions-made-by-Indians-in-the-last-200-years
12,"I bet you haven't heard about this Man.He isn't a discoverer, ain't a inventer. But his Super Idea is More Magical.MeetI bet you haven't heard about this Man.He isn't a discoverer, ain't a inventer. But his Super Idea is More Magical.MeetRespect.",0 followers,Hatice Aslan,2.8K,164,11.7M,https://www.quora.com/What-are-some-of-the-greatest-discoveries-inventions-made-by-Indians-in-the-last-200-years
13,"Satyendra Nath boseTwo theorists who predicted the existence of the subatomic Higgs boson almost 50 years ago - and were proven right only in 2012.According to a sciSatyendra Nath boseTwo theorists who predicted the existence of the subatomic Higgs boson almost 50 years ago - and were proven right only in 2012.According to a science magazine, Bose wrote a paper in 1924 in  which he derived Planck's quantum radiation law without referencing  classical physics - which he was able to do by counting states with  identical properties. The paper would later prove seminal in creating  the field of quantum statistics.Einstein had adopted Bose's idea and extended it to atoms, which  led to the prediction of the existence of phenomena that became known as  theSource-Wikipedia and ibnlive and huffington post article on Satyendra nath bose","9,583 followers",Max Searle,2.1K,82,6.7M,https://www.quora.com/What-are-some-of-the-greatest-discoveries-inventions-made-by-Indians-in-the-last-200-years
14,"The man whoHe isHe was one of the prime exponents of spherical trigonometry and circular trigonometry in mid 19th Century India. He joined the team of Surveyor General of India George Everest when he was only 19 years old. He then became the part of theThe man whoHe isHe was one of the prime exponents of spherical trigonometry and circular trigonometry in mid 19th Century India. He joined the team of Surveyor General of India George Everest when he was only 19 years old. He then became the part of theIn 2004, Indian Government published a stamp remembering the Great Trigonometrical Survey and as well as remembering this great Mathematician.Thank You !",4 followers,Vishal Kaul,742,193,11.7M,https://www.quora.com/What-are-some-of-the-greatest-discoveries-inventions-made-by-Indians-in-the-last-200-years
15,20 Clever Inventions You Probably Didn't Know Were Made By Indians20 Clever Inventions You Probably Didn't Know Were Made By Indians,"113,973 followers",Alon Amit,1.1K,7.5K,118.8M,https://www.quora.com/What-are-some-of-the-greatest-discoveries-inventions-made-by-Indians-in-the-last-200-years
16,"Vinod Dham ,​​Vinod Dham ,​​",UNKNOWN,Prajwal,5.3K,582,3.9M,https://www.quora.com/What-are-some-of-the-greatest-discoveries-inventions-made-by-Indians-in-the-last-200-years
17,"They didn’t have a stack. They had a computer with a 6502 assembler, a text editor, and not much more. For instance, the levels were drawn on graph paper:(Source:Somebody had to type the data for this level into the computer by hand. They didn’t have to type it in square by square—they could issue instructions such as “build a staircase”, for example—but it was still an extremely tedious way to do things. I’ll bet Nintendo’s engineers were happy when somebody finally built a level editor!They didn’t have a stack. They had a computer with a 6502 assembler, a text editor, and not much more. For instance, the levels were drawn on graph paper:(Source:Somebody had to type the data for this level into the computer by hand. They didn’t have to type it in square by square—they could issue instructions such as “build a staircase”, for example—but it was still an extremely tedious way to do things. I’ll bet Nintendo’s engineers were happy when somebody finally built a level editor!",549 followers,Kef Schecter,2.8K,3K,3M,https://www.quora.com/What-are-some-of-the-greatest-discoveries-inventions-made-by-Indians-in-the-last-200-years
18,"When the original Mario Bros. was developed, there were little to no 'stacks' as we know of them today.Mario, and most other NES games were written directly in 8/16 bit machine code for the device they originally ran on. Assembly code was the recommended language, because of both space and processing constraints on the machine.A quick search tells me that early devices shipped with a 2 MHz processor, and addressed some 64 kb of memory at their finest. That is almost nothing to go on, if you are thinking about an intermediate compilation step for relatively higher-level programming languages liWhen the original Mario Bros. was developed, there were little to no 'stacks' as we know of them today.Mario, and most other NES games were written directly in 8/16 bit machine code for the device they originally ran on. Assembly code was the recommended language, because of both space and processing constraints on the machine.A quick search tells me that early devices shipped with a 2 MHz processor, and addressed some 64 kb of memory at their finest. That is almost nothing to go on, if you are thinking about an intermediate compilation step for relatively higher-level programming languages like C, which did exist at the time but ran on higher-spec computers.Space complexity hasn't always been as trivial as it is today.Read the detailed development processes here:This","56,374 followers",Charlie Cheever,5.9K,1.5K,9.4M,https://www.quora.com/What-are-some-of-the-greatest-discoveries-inventions-made-by-Indians-in-the-last-200-years
19,"Miyamoto is a games designer, not a programmer. He lacks the technical skill to execute his ideas himself. Here is how he describes his role in an interview: “I stood by and watched closely, for a long time, what everyone was doing, interjecting various ideas of my own here and there”.Coding was primarily lead by Toshihiko Nakago. SNES titles were hand coded in 65816 assembly but they likely reused some code between games. 65816 was an expanded version of the 6502 used on the NES/Famicon.","21,733 followers",Glyn Williams,771,9.1K,53M,https://www.quora.com/What-are-some-of-the-greatest-discoveries-inventions-made-by-Indians-in-the-last-200-years
20,"It had a great head start.I don’t really need the history of it to tell you that Mario was an immediate hit that never left the video game industry. It may have been overshadowed at times by games of far higher quality, but the sales of Mario games never particularly disappointed. In fact, just slapping him on a game at all would be more likely toHe’s a really simple, reusable concept.He’s just some dude… but his design is memorable enough. He isn’t “generic sprite man”, he’s got a mustache! And overalls! And later on, a really recognizIt had a great head start.I don’t really need the history of it to tell you that Mario was an immediate hit that never left the video game industry. It may have been overshadowed at times by games of far higher quality, but the sales of Mario games never particularly disappointed. In fact, just slapping him on a game at all would be more likely toHe’s a really simple, reusable concept.He’s just some dude… but his design is memorable enough. He isn’t “generic sprite man”, he’s got a mustache! And overalls! And later on, a really recognizable Italian accent! And his first games came with quirky themes that became a standard in games - nonsensical powerups, weird characters and enemy designs like walking chestnuts and totally-not-kappa. These things piggybacked off Mario’s success, and were so simple they could just be thrown into any other situation - racing, tennis, you name it.If you think about other popular, but less strictly “successful” characters like Sonic the Hedgehog and Megaman, they might have simple yet stylish concepts… but they were very specific. Try to explain why Sonic’s doing anything but running (I’m aware they’ve done this, and it’s ALWAYS ridiculed), or why Megaman’s doing anything but jumpin’ and shootin’. I’ll say it again - Mario’sAnd they stuck with it.He became an icon and they use him in everything. It’s a genius, if obvious, marketing tactic for Nintendo. They made him a general-use trump card for their entire video game brand, a reliable cash cow that gives them the freedom to make any new kind of game featuring him, or just make another damned Mario Party because why not. People love him because they’ve probably played at least one game he’s in, and people don’t have a reason to really dislike him (beyond his ubiquity itself) because he’s so flat there’s hardly anything to criticize.It just works.","1,227 followers",Paul Sciarra,543,0,0,https://www.quora.com/What-are-some-of-the-greatest-discoveries-inventions-made-by-Indians-in-the-last-200-years
21,"Processors are ultimately very complex machines: it takes quite a bit of studying to learn the basics, so don’t expect a full run-down detailing every facet of CPU architecture.However, i can take a top-to-bottom approach.Let’s first look at a simplified view of a computer: the Turing machine. This is an algorithmic view of a computer, free from pesky implementation concerns like mapping to digitaProcessors are ultimately very complex machines: it takes quite a bit of studying to learn the basics, so don’t expect a full run-down detailing every facet of CPU architecture.However, i can take a top-to-bottom approach.Let’s first look at a simplified view of a computer: the Turing machine. This is an algorithmic view of a computer, free from pesky implementation concerns like mapping to digital logic etc.Computers have this notion of state. State is a fairly abstract notion, but it basically boils down to what the computer is doing at a specific moment. Think of it as a number, stored in the CPU.A Turing machine consists of 3 elements:* The tape : a functionally infinite memory, made up of a linear arrangement of cells containing a value.Turing Machine [ http://www2.lv.psu.edu/ojj/courses/cmpsc-122/problems/tur-machine.html ]During execution, the Turing machine will start at one location on tape. This is state n. It will read an instruction from the program and execute it, writing to tape and modifying its internal state.For example, an instruction might be:This is the basis for computing: a machine that can modify its state based on a set of instructions. This is implementation agnostic: it can be built using anything from gears to tiny structures on a silicon die. The beautiful thing about these machines is that given infinite time and memory, every Turing machine can do anything else a Turing machine can: it is truly universal.So how do we map this to hardware ?In the 1950’s, a man named John Von Neumann created what is called the “Von Neumann” architecture. It is one way to organize various components of a computer, and it’s what modern computers (mostly) use to this day.image: wikipediaWe see some similarities with the Turing machine: the tape is now the “Memory Unit”. It can also be thought of a linear arrangement of cells. These cells will now be referred to as “memory locations”. Each memory location is given a memory address, telling the memory unit which memory location it should access.We still have a control unit, which modifies the state of the machine based on a set of instructions. It does so mostly through the Arithmetic/logic unit (ALU).The program is now contained within the memory itself: the control unit fetches an instruction at location n, executes the instruction, and assuming it doesn’t branch or jump, it then continues to location n+1. The instruction can also tell the processor to jump to any arbitrary location in memory.The processor can communicate with the outside via I/O, which is either done using dedicated I/O ports or through memory-mapped I/O ports.So how does the processor actually work? What do the control units and ALU actually do?A simple educational architecture I quite like is the SAP-1, which was created by Paul Malvino for his book “digital computer electronics”.image: SAP-1 Architecture [ https://deeprajbhujel.blogspot.com/2015/12/sap-1-architecture.html ]The SAP-1 architecture revolves around a central bus (the W bus). Every component communicates through this bus.Let’s look at the various components:* The Program Counter (PC): this is a register (a small storage element) containing the address of the currently executing instruction.There’s also the control sequencer: Ill expand on that in a minute.All of the defined components above are “dumb” logic: they’re simple circuitry, taking in a few commands via wires and responding to them. But executing an instruction is a bit more involved than that.You’ll notice in the diagram a few wires sticking out of the components, labelled with names such as “CLK” or “E(x)”. These are all control signals. These components do exactly what they are told, and there isn’t necessarily a clear mapping between a binary instruction and clearing the instruction register for example, or incrementing the PC.That job falls onto the control sequencer. The control sequencer handles all the busywork of actually executing the instruction: it figures out what the instruction actually does then pulls these control signals up and down to ensure the “dumb” components do the expected work. For example, if the processor wants to read an address, the Control s...","5,650 followers",Dan Lenski,1.9K,1.4K,9.4M,https://www.quora.com/What-are-some-of-the-greatest-discoveries-inventions-made-by-Indians-in-the-last-200-years
