,Answer,followerCount,name,upvoteCount,answerCount,answerViews,question
0,"The entire state of‘South India’ is more of a cultural term than geographical!(northernmost latitude of Goa: 15.79° north, southernmost latitude of Telangana: 15.83° north)The entire state of‘South India’ is more of a cultural term than geographical!(northernmost latitude of Goa: 15.79° north, southernmost latitude of Telangana: 15.83° north)",213 followers,Chaitanya Sohani,13.6K,0,0,https://www.quora.com/What-are-some-of-the-lesser-known-and-mind-blowing-facts-about-India
1,"This paintingNotice the woman in the right has raised her Sari a little to present her left arm. This portrait is representing a significant event in the Mysore kingdom.In the beginning of 19th century, there was aMark Wilkes, resident at the Court of Mysore was instructed to persuade the people of Mysore kingdom to get vaccinated. He had the support of minister Dewan Purnayya andThis paintingNotice the woman in the right has raised her Sari a little to present her left arm. This portrait is representing a significant event in the Mysore kingdom.In the beginning of 19th century, there was aMark Wilkes, resident at the Court of Mysore was instructed to persuade the people of Mysore kingdom to get vaccinated. He had the support of minister Dewan Purnayya andHer willingnessWhen the British introduced vaccines in India, there was widespread rejection of the same by the public, whoSource - YKC Wadiyar",UNKNOWN,Ani,12.4K,0,0,https://www.quora.com/What-are-some-of-the-lesser-known-and-mind-blowing-facts-about-India
2,Everyone here has mentioned everything that they need to but forget to mention this….INDIA is home to the world’s highest known cat diversity ..Royal Bengal TigerAsiatic LionIndian LeopardSnow LeopardClouded LeopardGolden CatMarbled CatLeopard CatJungle CatDesert CatFishing CatRusty Spotted CatCaracalPallas CatTibetan lynxThanks for scrolling downACEveryone here has mentioned everything that they need to but forget to mention this….INDIA is home to the world’s highest known cat diversity ..Royal Bengal TigerAsiatic LionIndian LeopardSnow LeopardClouded LeopardGolden CatMarbled CatLeopard CatJungle CatDesert CatFishing CatRusty Spotted CatCaracalPallas CatTibetan lynxThanks for scrolling downAC,UNKNOWN,Abhishek,8.9K,0,0,https://www.quora.com/What-are-some-of-the-lesser-known-and-mind-blowing-facts-about-India
3,"First see these,Image Source:Now read this,First see these,Image Source:Now read this,Jai Hind!Sachin Singh",5 followers,Sachin Singh,7.5K,0,0,https://www.quora.com/What-are-some-of-the-lesser-known-and-mind-blowing-facts-about-India
4,Not sure if this is mentioned in other answers.English meaning of names of Indian states.Not sure if this is mentioned in other answers.English meaning of names of Indian states.,0 followers,Samay Singh,1.3K,78,851.8K,https://www.quora.com/What-are-some-of-the-lesser-known-and-mind-blowing-facts-about-India
5,"There isYes, you read it right.There isYes, you read it right.Actually, Where is this temple ?Sree Padmanabha Swamy TempleImage Source -",734 followers,Kishan Kukadiya,5.6K,213,1.4M,https://www.quora.com/What-are-some-of-the-lesser-known-and-mind-blowing-facts-about-India
6,Here are some unknown facts about india that every Indian should know. Let's see ~Thanks for readingFor more you can follow meImage source:PinterestDon't forget to UPVOTE 🤠🤠🤠Here are some unknown facts about india that every Indian should know. Let's see ~Thanks for readingFor more you can follow meImage source:PinterestDon't forget to UPVOTE 🤠🤠🤠,197 followers,Mamta Verma,736,125,8.3M,https://www.quora.com/What-are-some-of-the-lesser-known-and-mind-blowing-facts-about-India
7,"Common man of India is the 27th citizen of this country1. President of IndiaPTI2. Vice President of India3. Prime Minister4. Governors of the states (within their respective states)5. Former Presidents, 5a. Deputy Prime Minister6. Chief Justice of India, Speaker of Loksabha7. Union cabinet ministers, CMs of the states (within their respective states), Deputy Chairman, NITI Aayog, former PMs, Leaders of opposition in parliament,7a. Holders of Bharat Ratna8. Ambassadors Extraordinary and Plenipotentiary and High Commissioners of Commonwealth countries accredited to India, CMs (when outside theirCommon man of India is the 27th citizen of this country1. President of IndiaPTI2. Vice President of India3. Prime Minister4. Governors of the states (within their respective states)5. Former Presidents, 5a. Deputy Prime Minister6. Chief Justice of India, Speaker of Loksabha7. Union cabinet ministers, CMs of the states (within their respective states), Deputy Chairman, NITI Aayog, former PMs, Leaders of opposition in parliament,7a. Holders of Bharat Ratna8. Ambassadors Extraordinary and Plenipotentiary and High Commissioners of Commonwealth countries accredited to India, CMs (when outside their respective States), Governors (when outside their respective States)9. Judges of Supreme Court of India9a. Chairman, UPSC, Chief Election Commissioner, and Comptroller and Auditor General10. Deputy Chairman, Rajya Sabha, Deputy CMs of States, Deputy Speaker of Lok Sabha, Members of the NITI Ayog, Ministers of States11. LGs within their respective UTs, Attorney General of India, Cabinet Secretary12. Chiefs of Staff holding the rank of full General or equivalent rank. Chief of Army Staff, Air Chief Marshal, Chief of Naval Staff13. Envoys Extraordinary and Ministers Plenipotentiary accredited to India14. Chief Justices of States, Chairman and Speakers of State Legislatures (within their respective States)15. CMs of UTs within their respective UTs, Cabinet Ministers in States (within their respective States), Chief Executive Councillor Delhi (within their respective UT), Deputy Ministers of the Union16. Lieutenant Generals or equivalent rank17. Judges of the High court, Chairman, Central Administrative Tribunal, Chairman, Minorities Commission and Chairman, SC and ST Commission18. Cabinet Ministers in States (outside their respective States), Chairmen and Speakers of State Legislatures (outside their respective States), Chairmen, Monopolies and Restrictive Trade Practices Commission, Deputy Chairmen and Deputy Speakers of State Legislatures (within their respective States), Ministers of State in States (within their respective States), Ministers of UTs and Executive Councillors of Delhi (within their respective Union Territories), Speakers of Legislative Assemblies in UTs and Chairman of Delhi Metropolitan Council (within their respective Union Territories)19. Chief Commissioners of UTs not having Councils of Ministers (within their respective Union Territories), Deputy Ministers in States (within their respective States), Deputy Speakers of Legislative Assemblies in UTs and Deputy Chairman of Metropolitan Council Delhi (within their respective Union Territories).20. Deputy Chairman and Deputy Speakers of State Legislatures (outside their respective States), Ministers of State in States (outside their respective State)21. Members of ParliamentPTI22. Deputy Ministers in States (outside their respective States).23. Secretaries to GOI, Army Commanders/Vicvice chief the Army Staff or equivalent in other Services, Chief Secretaries to State Governments (within their respective States), Commissioner for Linguistic Minorities, Commissioner for SC and ST, Members, Minorities Commission, Members, SC and ST Commission, Officers of the rank of full General or equivalent rank, Secretary, Minorities Commission, Secretary, SC and ST Commission, Secretary to the President, Secretary to the Prime Minister, Secretary, Rajya Sabha/Lok Sabha, Solicitor General of India, Vice-Chairman, Central Administrative Tribunal.24. Lieutenant Generals of the Indian Army, Air Marshals of the Indian Air Force and Vice Admirals of the Indian Navy.25. Additional Secretaries to the GOI, Advocate Generals of States, Additional Solicitor General, Chairman, Tariff Commission, Charge Affairs and Acting High Commissioners a pied and ad interim, CMs of UTs (outside their respective UTs), Chief executive Councillor of Delhi (outside their respective Union Territories), Chief Secretaries of State Governments (outside their respective States), Deputy Comptroller and Auditor General, Deputy Speakers of Legislative Assemblies in Union Territories, Chairman of Delhi Metropolitan Council (outside their respective Union Territories), Deputy Chairman, Delhi Metropolitan Council(outside their respective Union Territories), Director of the Intelligence Bureau (Rajiv Jain), Director, Central Bureau of Investigation, Director General, Border Security Force, Director General, Central Reserve Police, Lieutenant Governors (outside their respective Union Territories), Members, Central Administrative Tribunal, Members, Monopolies and Restrictive Trade Practices Commission, Members, Union Public Service Commission, Ministers of Union Territories and Executives Councillors, Delhi, Principal Staff Officers of the Armed Forces of the rank of Major General or equivalent rank, and Speakers of Legislative Assemblies in Union Territories.26. Joint Secretaries to GOI, Major-Generals of the Army, Rear Admirals of the Navy and Air Vice Marshals of the IAF.And then comeWe, the people of India.Source :As suggested byWe the people does not come under this list.This is order of precedence of the Republic of India which is only meant for ceremonial occasion and it has nothing to do with day to day business of government.",69 followers,Ankit Raturi,699,184,529.3K,https://www.quora.com/What-are-some-of-the-lesser-known-and-mind-blowing-facts-about-India
8,"I know this question asked for facts about India. Since I am from Assam I will talk about various facts about the Northeastern part of India.It wouldn't be that mind blowing as expected but I want to answer it anyway.2.)3.)Redirect NoticeGoogle Image4.I know this question asked for facts about India. Since I am from Assam I will talk about various facts about the Northeastern part of India.It wouldn't be that mind blowing as expected but I want to answer it anyway.2.)3.)Redirect NoticeGoogle Image4.5.6. The Mughals could not occupy North East during their reign.7.8.9. T10.Google Image Result for https://drlakshmipriyams.files.wordpress.com/2015/09/garden-scene11.jpg11.Google Image Result for https://media.indiatimes.in/media/content/2016/Jun/rainy_1466341295_980x457.jpg12.Redirect Notice13. While we are aware that Kashmir is known as the “Paradise on Earth” and Kerala is “God’s Own Country”, not many of us know that we have Shillong (Meghalaya) as the “Scotland of the East”.14.15.Google Image16. Most of the region of Northeast is Dowry free. Female feticide, dowry deaths, gender violence etc. are rare in this regions. Mizoram and Tripura is also an another example of highest female literacy rate showcasing gender equality and equal progress.17.18.19.20.21.22.Google Image23.Google Image24. Nohkahliaki falls in Cherrapunji, Meghalaya is India’s highest plunge type waterfall.Google Image25.26.27.28.Image sources:B4_darjeling_para-5.jpg",70 followers,Vivek Singh,1.3K,0,0,https://www.quora.com/What-are-some-of-the-lesser-known-and-mind-blowing-facts-about-India
9,Just read these amazing facts about indians and our culture and how traditional way of living has its own scientific significance .Hope you enjoyedJust read these amazing facts about indians and our culture and how traditional way of living has its own scientific significance .Hope you enjoyed,20 followers,Sachin Patlan,604,0,0,https://www.quora.com/What-are-some-of-the-lesser-known-and-mind-blowing-facts-about-India
