,Answer,followerCount,name,upvoteCount,answerCount,answerViews,question
10,"ASIA’S LARGEST AIR FORCE BASEHere are some of the facts and figures about the largest Air Force base in Asia and the worlds 8th largest Air Force baseASIA’S LARGEST AIR FORCE BASEHere are some of the facts and figures about the largest Air Force base in Asia and the worlds 8th largest Air Force baseAs far as Indian Air Force is guarding the skies, sleep with no worries people.#JAI HINDImage source : google",90 followers,Rounak Datta,743,71,322.6K,https://www.quora.com/What-are-some-of-the-lesser-known-and-mind-blowing-facts-about-India
11,"LIGO India:LIGO-India is a planned advanced gravitational-wave observatory to be located in India as part of the worldwide network. The project recently received the in priciple approval from the Indian government. LIGO-India is planned as a collaborative project between a consortium of Indian research institutions and the LIGO Laboratory in the USA, along with its international partners Australia, Germany and the UK.This observatory is planned in Hingoli district of Maharashtra, India.What is LIGO India?The Laser Interferometer Gravitational-wave Observatory (LIGO) project operates three gravLIGO India:LIGO-India is a planned advanced gravitational-wave observatory to be located in India as part of the worldwide network. The project recently received the in priciple approval from the Indian government. LIGO-India is planned as a collaborative project between a consortium of Indian research institutions and the LIGO Laboratory in the USA, along with its international partners Australia, Germany and the UK.This observatory is planned in Hingoli district of Maharashtra, India.What is LIGO India?The Laser Interferometer Gravitational-wave Observatory (LIGO) project operates three gravitational-wave (GW) detectors. Two are at Hanford in the state of Washington, north-western USA, and one is at Livingston in Louisiana, south-eastern USA. Currently these observatories are being upgraded to their advanced configurations (called Advanced LIGO). The proposed LIGO-India project aims to move one Advanced LIGO detector from Hanford to India. LIGO-India project is envisaged as an international collaboration between the LIGO Laboratory and three lead institutions in the IndIGO consortium: Institute of Plasma Research (IPR) Gandhinagar, Inter University Centre for Astronomy and Astrophysics (IUCAA), Pune and Raja Ramanna Centre for Advanced Technology (RRCAT), Indore. LIGO lab would provide the complete design and all the key detector components. Indian scientists would provide the infrastructure to install the detector at a suitable site in India and would be responsible for commissioning it. The proposed observatory would be operated jointly by IndIGO and the LIGO-Lab and would form a single network along with the LIGO detectors in USA and Virgo in Italy.Scientific benefits:The scientific benefits of LIGO-India are enormous. Adding a new detector to the existing network will increase the expected event rates, and will boost the detection confidence of new sources (by increasing the sensitivity, sky coverage and duty cycle of the network). But the dramatic improvement from LIGO-India would come in the ability of localizing GW sources in the sky. Sky-location of the GW sources is computed by combining data from geographically separated detectors ('aperture synthesis'). Adding a new detector in India, geographically well separated from the existing LIGO-Virgo detector array, will dramatically improve the source-localization accuracies (5 to 10 times), thus enabling us to use GW observations as an excellent astronomical tool.Impact on Indian science, industry and education:Impact on Indian science:LIGO-India will provide similar opportunities to Indian industry.UPDATE 1:Three scientists from LIGO international has recently awarded Noble prize in physics. Indian scientists were also involved in this project. Prof. Sanjeev Dhurandar from IUCAA, Pune led that project.",241 followers,Sonali Kerketta,22.4K,0,0,https://www.quora.com/What-are-some-of-the-lesser-known-and-mind-blowing-facts-about-India
12,"SikkimKingdom of SikkimPresent day SikkimIn 1973, anti-royalty riots in front of the palace led to a formal request for protection from India. India worried that an unstable Sikkim would invite China to act on its claims that Sikkim was part of Tibet, and therefore part of China. The Indian government appointed a Chief administrator, Mr. B. S. Das, who effectively wrested control of the country away from the Chogyal(former kingdoms of Sikkim and Ladakh in present-day India)On 14 April 1975, a referendum wSikkimKingdom of SikkimPresent day SikkimIn 1973, anti-royalty riots in front of the palace led to a formal request for protection from India. India worried that an unstable Sikkim would invite China to act on its claims that Sikkim was part of Tibet, and therefore part of China. The Indian government appointed a Chief administrator, Mr. B. S. Das, who effectively wrested control of the country away from the Chogyal(former kingdoms of Sikkim and Ladakh in present-day India)On 14 April 1975, a referendum was held, in which Sikkim voted to merge with the union of India. Sikkim became the 22nd Indian State on 26 April 1975. On 16 May 1975, Sikkim officially became a state of the Indian Union and Lhendup Dorji became head of State (chief minister).The position of Chogyal was thus abolished, ending the monarchy.Thank you.References1 -",53 followers,Satish Pal,9.1K,0,0,https://www.quora.com/What-are-some-of-the-lesser-known-and-mind-blowing-facts-about-India
13,"So here are some unknown facts about some states of IndiaHARYANAIts also about the largest manufacturer of cars, motorcycles, bicycle, refrigerators, scientific instruments and tractors leading it to the most economically developed regions of South Asia.PUNJABIts also about the Golden temple Amritsar, which attracts double the tourists to that of wonder Taj mahal and serve food to more thanIts also about the mostSo here are some unknown facts about some states of IndiaHARYANAIts also about the largest manufacturer of cars, motorcycles, bicycle, refrigerators, scientific instruments and tractors leading it to the most economically developed regions of South Asia.PUNJABIts also about the Golden temple Amritsar, which attracts double the tourists to that of wonder Taj mahal and serve food to more thanIts also about the mostBIHARIts also about producing more no ofIts also about producing maximumGOAIts also about the smallest state of the country but also the richest state withMEGHALAYAIts also about the only people who followJAMMU AND KASHMIRIts also about the only Indian state with muslim majority and heaven on earthKERALAIts also about the state with highestMANIPURIts all about the land ofEvenLastly,I N D I AIt is a country with largest democracy with-maximum no. of-maximum no. of-oldest continuous-largest-largest film productions i.e.-largest producer of tea, turmeric, cashews, coconut, ginger and pepper-largestAnd talking about the Government ventures we have-the largest electronic ID program i.e.-the largest public employment programme i.e.-the largest school lunch programme i.e.--And being a Hindu majority country, India still has moreJAI HIND !!",45 followers,Yogendra Pratap Singh,12.9K,0,0,https://www.quora.com/What-are-some-of-the-lesser-known-and-mind-blowing-facts-about-India
14,"Google MapsIndians aren’t less capable.Bhuvan by ISROIndia has shown wisely that it’s very much able of building and maintaining its own satellite imagery system.True thatEven more true thatGoogle MapsIndians aren’t less capable.Bhuvan by ISROIndia has shown wisely that it’s very much able of building and maintaining its own satellite imagery system.True thatEven more true thatSome of us, hasty Indians, might not wholeheartedly support and love this initiative by ISRO and Govt. of India; must at least take the incentive to develop it into a world-class showcase.","2,243 followers",Wrimmy,33K,0,0,https://www.quora.com/What-are-some-of-the-lesser-known-and-mind-blowing-facts-about-India
15,"India is the only country that managed to reach Mars in the first attempt.Samosas, the much-loved Indian snack, are banned in Somalia.Somalians believe that the shape of the samosa looks like the Christian Holy Trinity.India has one of the largest postal networks on the globe and what’s more, there’s a floating post office too!India was exceptional when it came to hockey in the 1920s. The British were forced to withdraw from the Olympics in 1928 to avoid a probable defeat by their colony.India is the only country that managed to reach Mars in the first attempt.Samosas, the much-loved Indian snack, are banned in Somalia.Somalians believe that the shape of the samosa looks like the Christian Holy Trinity.India has one of the largest postal networks on the globe and what’s more, there’s a floating post office too!India was exceptional when it came to hockey in the 1920s. The British were forced to withdraw from the Olympics in 1928 to avoid a probable defeat by their colony.",UNKNOWN,HB,40.7K,64,3.9M,https://www.quora.com/What-are-some-of-the-lesser-known-and-mind-blowing-facts-about-India
16,"Be with me till the end of this answer,you are going know some unknown facts about ourKeep Reading to Know more…Yes!you read it right,In India we have 2 constitutions one is for Indian Union(Federal government at new delhi) and other is for(Current Map of J&K)The Constitution of India grants special status to state of Jammu and Kashmir among other Indian states.(Preamble of Constitution of State of J&K)2. At time India has two Prime Ministers.Yes,One prime minister for the federal Government at New Delhi and anotheBe with me till the end of this answer,you are going know some unknown facts about ourKeep Reading to Know more…Yes!you read it right,In India we have 2 constitutions one is for Indian Union(Federal government at new delhi) and other is for(Current Map of J&K)The Constitution of India grants special status to state of Jammu and Kashmir among other Indian states.(Preamble of Constitution of State of J&K)2. At time India has two Prime Ministers.Yes,One prime minister for the federal Government at New Delhi and another was for State of Jammu and Kashmir as it was granted special status.After 30 March 1965 when an amendmentThe position of(Shri Mehr Chand Mahajan,first PM of Kashmir and 3rd Chief Justice of India)3(indian flag along with j&k flag)The Constitution of J&K makes it mandatory to hoist the state flag, alongside the Union flag of India, at all times.4Under article 370 of Constitution of India,state of Jammu and Kashmir enjoys special autonomyunlike other states, residual powers are vested in state government. Because of these constitutional provisions, the State of Jammu & Kashmir enjoys autonomy not enjoyed by other states.5Later it was drafted by Gopalswamy Ayyaingar who was Diwan to Maharaja of Kashmir6.Sikkim was not part of India till 1975Sikkim admitted to Indian Union on 16 may 1975.And Sikkim remained untouched during Indian Freedom struggle.(Map of Indian State of Sikkim)Before that Sikkim was being ruled by The Chogyal(King) Palden Thondup Namgyal till 1975.1975, the Prime Minister of Sikkim appealed to the IndianIn April of that year, the Indian Army took over the city of Gangtok and disarmed the Chogyal's palace guards. Thereafter, a referendum was held in which7.The Principal Drafter of The Indian Constitution Dr.B.R.Ambedker lost his seat in constituent assembly(East Bengal)after partition.Later he was elected from Mumbai after resignation of a sitting member.8.For a brief period Arab Nations in the Persian Gulf used Indian Rupee as their currency which was called as “Gulf RupeeThese countries includes Qatar,Bahrain,Trucial States(Now UAE),Oman.The Gulf Rupee was pegged as per Indian Standard Rupee,later these countries introduced their own currencies and discontinued the use of gulf rupee.9. Siliguri Corridor aka Chiken’s neck.Siliguri Corridor is which is about 200 km long and 60 km wide. At its narrowest, it is just 17 km wide.And it hold a strategic importance.Why is the Siliguri Corridor important?The corridor is squeezed between Bangladesh in the south and China in the north.India’s borders with Bhutan and Nepal also abut the corridor. It would thus be in India’s security interests to ensure it remains open.(Siliguri Corridor)10.MLA’S in J&K are elected for a term of 6 years.The Members of legislative Assembly of Jammu and Kashmir are elected for the term ofImage Source.Google Images.If you like this answer then an upvote and following me won't hurt.Feel free comment/suggest.I'm keen to know your opinions.As usual thanks for reading","2,497 followers",Matt Schlenker,86.1K,187,5.7M,https://www.quora.com/What-are-some-of-the-lesser-known-and-mind-blowing-facts-about-India
17,"Ever heard of Crown Shyness? If not then have a look at these pictures.If you are thinking that these images have been edited, then let me tell you one thing: that these are real.Crown shynessThe effect usually occurs between trees of the same species and sometimes between different species.One theory assumes a tree's leaves can feeEver heard of Crown Shyness? If not then have a look at these pictures.If you are thinking that these images have been edited, then let me tell you one thing: that these are real.Crown shynessThe effect usually occurs between trees of the same species and sometimes between different species.One theory assumes a tree's leaves can feel when they are approaching another tree. Once they sense a nearing neighbor, the growing process halts, ensuring that light can penetrate the canopy and photosynthesis continue.Another possible explanation is that this is a defense mechanism against leaf-eating insects. The gaps mean bugs wouldn't be able to reach other trees, impeding their spread.The next time you're out walking through the forest, take a moment to look above you and you might be pleasantly surprised by what you find.Edit 1: Thanks Robert Taylor for the correction.Edit 2: Thank you all for your love, affection, and kind comments.","1,892 followers",Sarah Ameri,119K,151,2.9M,https://www.quora.com/What-are-some-of-the-lesser-known-and-mind-blowing-facts-about-India
18,"This is Hindu Indian CultureWhen Hitler invaded Poland and started World War II, the Polish soldiers left 500 women and 200 children in a ship and left in the sea and told Captain to take them to any country where they can get shelter. If we are alive or survived, then we will meet again ...The ship, filled with five hundred refugees, police, women and two hundred children, reached the harbor port of Iran, there was no permission to shelter anyone not even allowed to land, then they could not get help even in Seychelles, there was no permission even in Aden. Finally, the ship wandering in theThis is Hindu Indian CultureWhen Hitler invaded Poland and started World War II, the Polish soldiers left 500 women and 200 children in a ship and left in the sea and told Captain to take them to any country where they can get shelter. If we are alive or survived, then we will meet again ...The ship, filled with five hundred refugees, police, women and two hundred children, reached the harbor port of Iran, there was no permission to shelter anyone not even allowed to land, then they could not get help even in Seychelles, there was no permission even in Aden. Finally, the ship wandering in the sea came to the coast of Jamnagar in Gujarat.Where Maharaja of Jamnagar, ""Jham Sahab Digvijay Singh"", not only gave shelter to five hundred women but also gave their children free education in Balachiri an Army School. These refugees stayed in Jamnagar for nine years ...One of the children of those refugee children later became the Prime Minister of Poland, even today, the descendants of those refugees come to Jamnagar every year and remember their ancestors ...In Poland, the name of many roads in the capital of Warsaw is named after Maharaja Jam Sahib; in his name there are many schemes in Poland. Every year Poland newspapers print articles about Maharaja Jam Saheb Digvijay Singh.From the ancient times, the text of the Indian (Vasudhaiva kutubhkam) whole world is a family and the tolerance have come to teach the world, on the other hand people of today's novice leaders, etc., are going to put question marks on India's tolerance ...""India, etc., was till the end, and will remain ...This is Indian Culture - Rich, brave, tolerant, compassionate and genuine humanitarian - plus pro life, pro good values and great respect. Here is an illustrious page from history... that you must know.To see a full documentary see the links below in comment section or for English :","2,098 followers",Frank Odindo,18.4K,67,2.7M,https://www.quora.com/What-are-some-of-the-lesser-known-and-mind-blowing-facts-about-India
19,"I am pretty sure that most of us have watched this epic movieIn the movie, King Leonidas and his 300 Spartans fight against Xerxes and his massive army,in the famous battle of Thermopylae.Indians have their own 300.A war where 21 Indians fought against 10,000 men!September 12,1897.Saragarhi, Modern day Pakistan.10,000 Afghan pashtuns attacked the post of Saragarhi. The British Indian force comprisedThey were terribly wrong! They had no idea what Sikhs are. 21 men from one of the most valiant races were to fightI am pretty sure that most of us have watched this epic movieIn the movie, King Leonidas and his 300 Spartans fight against Xerxes and his massive army,in the famous battle of Thermopylae.Indians have their own 300.A war where 21 Indians fought against 10,000 men!September 12,1897.Saragarhi, Modern day Pakistan.10,000 Afghan pashtuns attacked the post of Saragarhi. The British Indian force comprisedThey were terribly wrong! They had no idea what Sikhs are. 21 men from one of the most valiant races were to fight an army of 10,000. The brave hearts decided to fight to death!They fought like hell.All the 21 died. More than 450 pashtuns were killed.The battle is frequently compared to battle of ThermopylaeSikh military personnel commemorate the battle every year on 12 September, asProud I am that we live in a country where Sikhs reside. We can never lose!Sadly and unfortunately, such histories are never taught to us in our schools. We take more pride in studying brutal invaders like Aurangjeb andBole so Nihal! Jai Hind!Battle Of Saragarhi - Where 21 Sikh Soldiers Killed 600 Afghans In The Greatest Last Stand Ever",27 followers,Sameed,25.6K,0,0,https://www.quora.com/What-are-some-of-the-lesser-known-and-mind-blowing-facts-about-India
20,"1) 80% of people would write their name if asked to write something with a new pen.2) If a person laughs at a low quality joke then he is suffering from loneliness.3) The big toe indicates the nervous weakness hidden by the other fingers, indicating that the person wants to be unnoticed by many.4) Psychology is the first 6 seconds of meeting with someone, the first impression about him is formed.5) It is a proven fact that our response to any situation is capable of radically changing that situation.6) Many times someone's indifference indicates his utmost care which he does not want to expres1) 80% of people would write their name if asked to write something with a new pen.2) If a person laughs at a low quality joke then he is suffering from loneliness.3) The big toe indicates the nervous weakness hidden by the other fingers, indicating that the person wants to be unnoticed by many.4) Psychology is the first 6 seconds of meeting with someone, the first impression about him is formed.5) It is a proven fact that our response to any situation is capable of radically changing that situation.6) Many times someone's indifference indicates his utmost care which he does not want to express.7) If you write down negative thoughts and throw them away like garbage, your mood will get better.8) In 90% of cases, those whose handwriting is bad are more creative than usual.9) It has been proven that orange helps reduce anxiety. That's why doctors recommend eating an orange before going to work.10) Never reveal your goals to anyone. It produces the equivalent effect of achieving goals in the brain.11) When surrounded by plants, the brain releases certain chemicals which increase the thinking power of the brain. That's why walking in the garden is part of some psychiatric procedures.12) The conversation of the parents with the child becomes the language of his mind.13) 8 positive statements disable a negative statement.14) If someone's foot is back towards you during the story-gossip with many people, then it should be understood that he is interested in you.15. If a girl likes you, she will play with her hair while talking to you.16) You will rarely die in your dreams, if you die in your dreams then you have started something new in life.17) Dream is a conversation between you and your subconscious mind.18) But before we go - a click on the upvote button will make both of us happy.",23 followers,Sanjeev Dahiya,872,0,0,https://www.quora.com/What-are-some-of-the-lesser-known-and-mind-blowing-facts-about-India
21,"There are two versions of India, one is myth to the world and second is a reality,Thanks for reading :)There are two versions of India, one is myth to the world and second is a reality,Thanks for reading :)","2,319 followers",Akram Odaily,28.6K,889,16M,https://www.quora.com/What-are-some-of-the-lesser-known-and-mind-blowing-facts-about-India
22,"This is Chinese DragonThis is Japanese DragonWell, Dragons have been part ofBut do you know thatPakhangba, the Meitei Dragon.Pakhangba is the supreme deity of Meitei mythology, orPakhangba is considered as the great dragon lord, the ruler and protector of Earth. Pakhangba is the heraldic emblem of the Indian state of Manipur. Many people from Manipur consider themselves to be descendents of pakhangba.Manipur is also known as the Dragon State of India.Pakhangba (Human ForThis is Chinese DragonThis is Japanese DragonWell, Dragons have been part ofBut do you know thatPakhangba, the Meitei Dragon.Pakhangba is the supreme deity of Meitei mythology, orPakhangba is considered as the great dragon lord, the ruler and protector of Earth. Pakhangba is the heraldic emblem of the Indian state of Manipur. Many people from Manipur consider themselves to be descendents of pakhangba.Manipur is also known as the Dragon State of India.Pakhangba (Human Form) with his consort in Pakhangba Temple, Kangla Fort, Imphal, Manipur.Manipur's Tableau on Republic Day Parade, 2010.Vande Mataram 🇮🇳 🙏🏼Credits :—Pakhangba's Art :—",244 followers,Pradyumna Kumar Bishoyi,27.8K,61,622.3K,https://www.quora.com/What-are-some-of-the-lesser-known-and-mind-blowing-facts-about-India
23,"The Ben Franklin Effect.Remember this dude? Princely, diplomatic gentleman with those lush steely locks? The smoothest social badass of his time? Ringing any bells?Ben Franklin unlocked the secret to getting other people to like you. Most of us have been conditioned to think that the way to get someone to like us is by doing nice little favors for them, thereby demonstrating that we are a thoughtful and dependable person. Old Benji thought differently.Franklin once had a very powerful political rival who was hellbent on making his life miserable. Franklin knew that it would be beneficial to haThe Ben Franklin Effect.Remember this dude? Princely, diplomatic gentleman with those lush steely locks? The smoothest social badass of his time? Ringing any bells?Ben Franklin unlocked the secret to getting other people to like you. Most of us have been conditioned to think that the way to get someone to like us is by doing nice little favors for them, thereby demonstrating that we are a thoughtful and dependable person. Old Benji thought differently.Franklin once had a very powerful political rival who was hellbent on making his life miserable. Franklin knew that it would be beneficial to have this man on his side, but instead of groveling for his approval, he took a counter-intuitive approach. He knew his rival was in possession of a very rare and valuable book, and simply asked him to borrow it. After a few days, he returned it with a thank you note and, surprisingly, his rival became his friend.What Franklin tapped into is a well-known psychological principle known asIn the case of Franklin, his rival held the belief: “I do not like Benjamin Franklin.” Upon doing him the favor, however, he was forced to come to terms with another belief: “It’s a pain in the ass to do favors for other people, so I only do favors for people I like.” These two beliefs are in conflict, and since he cannot un-loan the book, he was forced to soften and eventually reverse his ill-will towards Franklin.The secret of the Benjamin Franklin effect is this:Now will you please hit that upvote button? ;)",UNKNOWN,Ariel,13.5K,0,0,https://www.quora.com/What-are-some-of-the-lesser-known-and-mind-blowing-facts-about-India
24,"Ready?She and Trump.She and Obama.She and BushShe and ClintonShe and Bush senior.She and ReaganShe (yellow dress) and Jimmy CarterShe and Gerald FordShe and NixonShe and JFKShe and HooverShe and EisenhowerShe and TrumanHer husband is 96 years old.Her son, Charles is 69 years old…That blew my mind…Ready?She and Trump.She and Obama.She and BushShe and ClintonShe and Bush senior.She and ReaganShe (yellow dress) and Jimmy CarterShe and Gerald FordShe and NixonShe and JFKShe and HooverShe and EisenhowerShe and TrumanHer husband is 96 years old.Her son, Charles is 69 years old…That blew my mind…",1 follower,Sanyukta,15.8K,475,41.5M,https://www.quora.com/What-are-some-of-the-lesser-known-and-mind-blowing-facts-about-India
