,sentence,sentence_rank,count,article_link
14,renewable energy,0.0598384511281011,1,https://techcrunch.com/2021/09/29/energize-ventures-raises-330m-to-fund-energy-mobility-and-climate-resiliency-technology/
15,climate resiliency,0.059723449334931455,1,https://techcrunch.com/2021/09/29/energize-ventures-raises-330m-to-fund-energy-mobility-and-climate-resiliency-technology/
16,Energize,0.05904581057439147,5,https://techcrunch.com/2021/09/29/energize-ventures-raises-330m-to-fund-energy-mobility-and-climate-resiliency-technology/
17,total capital commitments,0.05833456537878723,1,https://techcrunch.com/2021/09/29/energize-ventures-raises-330m-to-fund-energy-mobility-and-climate-resiliency-technology/
18,New York,0.05784062185928922,1,https://techcrunch.com/2021/09/29/energize-ventures-raises-330m-to-fund-energy-mobility-and-climate-resiliency-technology/
19,"Columbus, Ohio-based IoT device company Finite State",0.057413492905314174,1,https://techcrunch.com/2021/09/29/energize-ventures-raises-330m-to-fund-energy-mobility-and-climate-resiliency-technology/
20,Finite State,0.05640909389820146,1,https://techcrunch.com/2021/09/29/energize-ventures-raises-330m-to-fund-energy-mobility-and-climate-resiliency-technology/
21,battery storage,0.05628019798605205,1,https://techcrunch.com/2021/09/29/energize-ventures-raises-330m-to-fund-energy-mobility-and-climate-resiliency-technology/
22,Fast Radius,0.055990971274385605,1,https://techcrunch.com/2021/09/29/energize-ventures-raises-330m-to-fund-energy-mobility-and-climate-resiliency-technology/
23,decarbonization,0.055948973136327296,1,https://techcrunch.com/2021/09/29/energize-ventures-raises-330m-to-fund-energy-mobility-and-climate-resiliency-technology/
24,Hannon Armstrong,0.05571705673428796,2,https://techcrunch.com/2021/09/29/energize-ventures-raises-330m-to-fund-energy-mobility-and-climate-resiliency-technology/
25,cloud manufacturing,0.054209637814127444,1,https://techcrunch.com/2021/09/29/energize-ventures-raises-330m-to-fund-energy-mobility-and-climate-resiliency-technology/
26,managing partner,0.05251180727442651,1,https://techcrunch.com/2021/09/29/energize-ventures-raises-330m-to-fund-energy-mobility-and-climate-resiliency-technology/
27,14 software-based companies,0.05130248664089034,1,https://techcrunch.com/2021/09/29/energize-ventures-raises-330m-to-fund-energy-mobility-and-climate-resiliency-technology/
28,John Tough,0.05047554576369892,2,https://techcrunch.com/2021/09/29/energize-ventures-raises-330m-to-fund-energy-mobility-and-climate-resiliency-technology/
0,battery companies,0.09022779884190536,1,https://techcrunch.com/2022/10/06/form-energys-iron-air-battery-on-pace-for-2024-launch-with-450m-series-e/
1,many battery tech companies,0.08886830432586333,1,https://techcrunch.com/2022/10/06/form-energys-iron-air-battery-on-pace-for-2024-launch-with-450m-series-e/
2,startups transition,0.08539579861130861,1,https://techcrunch.com/2022/10/06/form-energys-iron-air-battery-on-pace-for-2024-launch-with-450m-series-e/
3,cheap power,0.080659901702276,1,https://techcrunch.com/2022/10/06/form-energys-iron-air-battery-on-pace-for-2024-launch-with-450m-series-e/
4,commercialization,0.0780615651967564,1,https://techcrunch.com/2022/10/06/form-energys-iron-air-battery-on-pace-for-2024-launch-with-450m-series-e/
5,Breakthrough Energy Ventures,0.07753598356988303,2,https://techcrunch.com/2022/10/06/form-energys-iron-air-battery-on-pace-for-2024-launch-with-450m-series-e/
6,excess renewable energy,0.07704140452809272,1,https://techcrunch.com/2022/10/06/form-energys-iron-air-battery-on-pace-for-2024-launch-with-450m-series-e/
7,fossil fuel plants,0.07677732991751864,1,https://techcrunch.com/2022/10/06/form-energys-iron-air-battery-on-pace-for-2024-launch-with-450m-series-e/
8,Energy Impact Partners,0.07360326305734222,1,https://techcrunch.com/2022/10/06/form-energys-iron-air-battery-on-pace-for-2024-launch-with-450m-series-e/
9,Canada Pension Plan Investment Board,0.07223542888525683,2,https://techcrunch.com/2022/10/06/form-energys-iron-air-battery-on-pace-for-2024-launch-with-450m-series-e/
10,renewable power,0.07201854017097739,1,https://techcrunch.com/2022/10/06/form-energys-iron-air-battery-on-pace-for-2024-launch-with-450m-series-e/
11,more locations,0.07193463484947507,1,https://techcrunch.com/2022/10/06/form-energys-iron-air-battery-on-pace-for-2024-launch-with-450m-series-e/
12,Capricorn Investment Group,0.06870501659875491,2,https://techcrunch.com/2022/10/06/form-energys-iron-air-battery-on-pace-for-2024-launch-with-450m-series-e/
13,Prelude Ventures,0.06674756647216568,2,https://techcrunch.com/2022/10/06/form-energys-iron-air-battery-on-pace-for-2024-launch-with-450m-series-e/
14,manufacturing,0.06472300816765576,1,https://techcrunch.com/2022/10/06/form-energys-iron-air-battery-on-pace-for-2024-launch-with-450m-series-e/
15,Great River Energy,0.0637480257271415,2,https://techcrunch.com/2022/10/06/form-energys-iron-air-battery-on-pace-for-2024-launch-with-450m-series-e/
16,Existing investors ArcelorMittal,0.06297693930469342,1,https://techcrunch.com/2022/10/06/form-energys-iron-air-battery-on-pace-for-2024-launch-with-450m-series-e/
17,Form Energy,0.06063230883652908,2,https://techcrunch.com/2022/10/06/form-energys-iron-air-battery-on-pace-for-2024-launch-with-450m-series-e/
18,existing natural gas-fired plants,0.0598327887453205,1,https://techcrunch.com/2022/10/06/form-energys-iron-air-battery-on-pace-for-2024-launch-with-450m-series-e/
19,many others,0.05920303243242876,1,https://techcrunch.com/2022/10/06/form-energys-iron-air-battery-on-pace-for-2024-launch-with-450m-series-e/
20,Georgia,0.058517416369173715,2,https://techcrunch.com/2022/10/06/form-energys-iron-air-battery-on-pace-for-2024-launch-with-450m-series-e/
21,NGP ETP,0.05784799788791898,1,https://techcrunch.com/2022/10/06/form-energys-iron-air-battery-on-pace-for-2024-launch-with-450m-series-e/
22,new investors GIC,0.056383028304918745,1,https://techcrunch.com/2022/10/06/form-energys-iron-air-battery-on-pace-for-2024-launch-with-450m-series-e/
23,development,0.056336824035741195,1,https://techcrunch.com/2022/10/06/form-energys-iron-air-battery-on-pace-for-2024-launch-with-450m-series-e/
24,iron-air batteries,0.05599892312969263,1,https://techcrunch.com/2022/10/06/form-energys-iron-air-battery-on-pace-for-2024-launch-with-450m-series-e/
25,iron,0.055542541349068615,1,https://techcrunch.com/2022/10/06/form-energys-iron-air-battery-on-pace-for-2024-launch-with-450m-series-e/
26,Southern Company,0.052634555578453875,2,https://techcrunch.com/2022/10/06/form-energys-iron-air-battery-on-pace-for-2024-launch-with-450m-series-e/
27,research,0.05232748154754242,1,https://techcrunch.com/2022/10/06/form-energys-iron-air-battery-on-pace-for-2024-launch-with-450m-series-e/
28,kWh,0.051961154389650384,1,https://techcrunch.com/2022/10/06/form-energys-iron-air-battery-on-pace-for-2024-launch-with-450m-series-e/
29,other markets,0.05064509662301003,1,https://techcrunch.com/2022/10/06/form-energys-iron-air-battery-on-pace-for-2024-launch-with-450m-series-e/
30,renewables,0.05013788737338469,1,https://techcrunch.com/2022/10/06/form-energys-iron-air-battery-on-pace-for-2024-launch-with-450m-series-e/
0,solar panels,0.09615991264419776,2,https://techcrunch.com/2022/09/14/multifamily-housing-has-missed-the-solar-boom-pearlx-wants-to-fix-that-with-70m-series-b/
1,solar installations,0.09126695253730355,1,https://techcrunch.com/2022/09/14/multifamily-housing-has-missed-the-solar-boom-pearlx-wants-to-fix-that-with-70m-series-b/
2,solar power,0.09104218676170672,1,https://techcrunch.com/2022/09/14/multifamily-housing-has-missed-the-solar-boom-pearlx-wants-to-fix-that-with-70m-series-b/
3,projects,0.08301624640829844,1,https://techcrunch.com/2022/09/14/multifamily-housing-has-missed-the-solar-boom-pearlx-wants-to-fix-that-with-70m-series-b/
4,Michael Huerta,0.08139700862876174,1,https://techcrunch.com/2022/09/14/multifamily-housing-has-missed-the-solar-boom-pearlx-wants-to-fix-that-with-70m-series-b/
5,various points,0.07306617175952985,1,https://techcrunch.com/2022/09/14/multifamily-housing-has-missed-the-solar-boom-pearlx-wants-to-fix-that-with-70m-series-b/
6,high electricity demand,0.07230776822924226,1,https://techcrunch.com/2022/09/14/multifamily-housing-has-missed-the-solar-boom-pearlx-wants-to-fix-that-with-70m-series-b/
7,Swiss asset manager Lombard Odier,0.06893339009377657,1,https://techcrunch.com/2022/09/14/multifamily-housing-has-missed-the-solar-boom-pearlx-wants-to-fix-that-with-70m-series-b/
8,Huerta,0.06812537099557134,4,https://techcrunch.com/2022/09/14/multifamily-housing-has-missed-the-solar-boom-pearlx-wants-to-fix-that-with-70m-series-b/
9,backup batteries,0.06806127908707071,1,https://techcrunch.com/2022/09/14/multifamily-housing-has-missed-the-solar-boom-pearlx-wants-to-fix-that-with-70m-series-b/
10,Lombard Odier,0.06591409329723548,1,https://techcrunch.com/2022/09/14/multifamily-housing-has-missed-the-solar-boom-pearlx-wants-to-fix-that-with-70m-series-b/
11,Flexifornia,0.0654403546278715,1,https://techcrunch.com/2022/09/14/multifamily-housing-has-missed-the-solar-boom-pearlx-wants-to-fix-that-with-70m-series-b/
12,multifamily rentals,0.06071125516090399,1,https://techcrunch.com/2022/09/14/multifamily-housing-has-missed-the-solar-boom-pearlx-wants-to-fix-that-with-70m-series-b/
13,California,0.059947872965783945,2,https://techcrunch.com/2022/09/14/multifamily-housing-has-missed-the-solar-boom-pearlx-wants-to-fix-that-with-70m-series-b/
14,utility-scale projects,0.05932608080097182,1,https://techcrunch.com/2022/09/14/multifamily-housing-has-missed-the-solar-boom-pearlx-wants-to-fix-that-with-70m-series-b/
15,lower tenants’ utility bills,0.05830121927690589,1,https://techcrunch.com/2022/09/14/multifamily-housing-has-missed-the-solar-boom-pearlx-wants-to-fix-that-with-70m-series-b/
16,previous rounds,0.05354327267840017,1,https://techcrunch.com/2022/09/14/multifamily-housing-has-missed-the-solar-boom-pearlx-wants-to-fix-that-with-70m-series-b/
17,TexFlex,0.05311864288448874,1,https://techcrunch.com/2022/09/14/multifamily-housing-has-missed-the-solar-boom-pearlx-wants-to-fix-that-with-70m-series-b/
18,a community solar program,0.05067706050033077,1,https://techcrunch.com/2022/09/14/multifamily-housing-has-missed-the-solar-boom-pearlx-wants-to-fix-that-with-70m-series-b/
0,energy projects,0.12495847676990768,1,https://techcrunch.com/2022/09/14/enverus-acquires-solar-planning-solution-ratedpower/
1,solar power projects,0.12266261446865308,1,https://techcrunch.com/2022/09/14/enverus-acquires-solar-planning-solution-ratedpower/
2,solar power plants,0.12224869379608497,1,https://techcrunch.com/2022/09/14/enverus-acquires-solar-planning-solution-ratedpower/
3,new projects,0.10740438725553259,1,https://techcrunch.com/2022/09/14/enverus-acquires-solar-planning-solution-ratedpower/
4,photovoltaic plants,0.10385102819621074,1,https://techcrunch.com/2022/09/14/enverus-acquires-solar-planning-solution-ratedpower/
5,renewable energy development,0.09147542259569637,1,https://techcrunch.com/2022/09/14/enverus-acquires-solar-planning-solution-ratedpower/
6,U.S. energy producers,0.09009924683787032,1,https://techcrunch.com/2022/09/14/enverus-acquires-solar-planning-solution-ratedpower/
7,horizon profile,0.08586446265178976,1,https://techcrunch.com/2022/09/14/enverus-acquires-solar-planning-solution-ratedpower/
8,RatedPower CEO Andrea Barber,0.08215830431106484,1,https://techcrunch.com/2022/09/14/enverus-acquires-solar-planning-solution-ratedpower/
9,this solar plant project,0.08214174061286722,1,https://techcrunch.com/2022/09/14/enverus-acquires-solar-planning-solution-ratedpower/
10,utility-scale solar photovoltaic plants,0.07655047198491491,1,https://techcrunch.com/2022/09/14/enverus-acquires-solar-planning-solution-ratedpower/
11,RatedPower,0.07539013286304382,13,https://techcrunch.com/2022/09/14/enverus-acquires-solar-planning-solution-ratedpower/
12,meteorological data,0.06939612390839132,1,https://techcrunch.com/2022/09/14/enverus-acquires-solar-planning-solution-ratedpower/
13,Enverus CEO Jeff Hughes,0.0649687591831368,1,https://techcrunch.com/2022/09/14/enverus-acquires-solar-planning-solution-ratedpower/
14,energy-focused companies,0.060185294020753774,1,https://techcrunch.com/2022/09/14/enverus-acquires-solar-planning-solution-ratedpower/
15,production,0.05968236211288603,1,https://techcrunch.com/2022/09/14/enverus-acquires-solar-planning-solution-ratedpower/
16,analytics,0.05708654634180458,1,https://techcrunch.com/2022/09/14/enverus-acquires-solar-planning-solution-ratedpower/
17,a new project,0.05695977791817983,1,https://techcrunch.com/2022/09/14/enverus-acquires-solar-planning-solution-ratedpower/
18,topography,0.05620828188092285,1,https://techcrunch.com/2022/09/14/enverus-acquires-solar-planning-solution-ratedpower/
19,infrastructure companies,0.056005602386914495,1,https://techcrunch.com/2022/09/14/enverus-acquires-solar-planning-solution-ratedpower/
20,our solar planning capabilities,0.0545876455859343,1,https://techcrunch.com/2022/09/14/enverus-acquires-solar-planning-solution-ratedpower/
21,many different layout configurations,0.05446368279703694,1,https://techcrunch.com/2022/09/14/enverus-acquires-solar-planning-solution-ratedpower/
22,the renewable energy industry,0.05402160476315213,1,https://techcrunch.com/2022/09/14/enverus-acquires-solar-planning-solution-ratedpower/
23,strategic planning,0.0527894405727025,1,https://techcrunch.com/2022/09/14/enverus-acquires-solar-planning-solution-ratedpower/
24,Engineers,0.05268449993413529,1,https://techcrunch.com/2022/09/14/enverus-acquires-solar-planning-solution-ratedpower/
25,the energy transition,0.05033062090156672,1,https://techcrunch.com/2022/09/14/enverus-acquires-solar-planning-solution-ratedpower/
0,last year,0.14794609451156954,2,https://techcrunch.com/2022/09/12/tesla-solar-roof-new-powerwall-requirement/
1,quarter,0.12028083724773972,1,https://techcrunch.com/2022/09/12/tesla-solar-roof-new-powerwall-requirement/
2,Electrek,0.11015247912146227,4,https://techcrunch.com/2022/09/12/tesla-solar-roof-new-powerwall-requirement/
3,Solar Roof installations,0.09612279556475906,1,https://techcrunch.com/2022/09/12/tesla-solar-roof-new-powerwall-requirement/
4,Powerwall batteries,0.09523983156806339,1,https://techcrunch.com/2022/09/12/tesla-solar-roof-new-powerwall-requirement/
5,scheduling,0.09070267554947178,1,https://techcrunch.com/2022/09/12/tesla-solar-roof-new-powerwall-requirement/
6,Solar Roof,0.08072850541169233,2,https://techcrunch.com/2022/09/12/tesla-solar-roof-new-powerwall-requirement/
7,the fourth quarter,0.0754189171025366,2,https://techcrunch.com/2022/09/12/tesla-solar-roof-new-powerwall-requirement/
8,Powerwall orders,0.07060320507394635,1,https://techcrunch.com/2022/09/12/tesla-solar-roof-new-powerwall-requirement/
9,solar energy,0.07054355983668475,1,https://techcrunch.com/2022/09/12/tesla-solar-roof-new-powerwall-requirement/
10,conventional solar panels sales,0.07005745181854386,1,https://techcrunch.com/2022/09/12/tesla-solar-roof-new-powerwall-requirement/
11,four years,0.06741371570648469,2,https://techcrunch.com/2022/09/12/tesla-solar-roof-new-powerwall-requirement/
12,Powerwall owners,0.06695288332424928,1,https://techcrunch.com/2022/09/12/tesla-solar-roof-new-powerwall-requirement/
13,additional power,0.06603273935236413,1,https://techcrunch.com/2022/09/12/tesla-solar-roof-new-powerwall-requirement/
14,its best quarter,0.06281706049162476,1,https://techcrunch.com/2022/09/12/tesla-solar-roof-new-powerwall-requirement/
15,Powerwall,0.06240924740453038,3,https://techcrunch.com/2022/09/12/tesla-solar-roof-new-powerwall-requirement/
16,most new Solar Roof installations,0.058580524941248144,1,https://techcrunch.com/2022/09/12/tesla-solar-roof-new-powerwall-requirement/
17,the automaker’s big batteries,0.05790563374424434,1,https://techcrunch.com/2022/09/12/tesla-solar-roof-new-powerwall-requirement/
18,the automaker,0.0543918431752662,1,https://techcrunch.com/2022/09/12/tesla-solar-roof-new-powerwall-requirement/
19,critical need,0.05422397788298952,1,https://techcrunch.com/2022/09/12/tesla-solar-roof-new-powerwall-requirement/
20,Tesla,0.0541878477373997,13,https://techcrunch.com/2022/09/12/tesla-solar-roof-new-powerwall-requirement/
21,ice,0.053461633007621835,1,https://techcrunch.com/2022/09/12/tesla-solar-roof-new-powerwall-requirement/
22,a Tesla Solar Roof,0.05179060099531689,1,https://techcrunch.com/2022/09/12/tesla-solar-roof-new-powerwall-requirement/
23,Powerwall sales,0.05082019959792972,1,https://techcrunch.com/2022/09/12/tesla-solar-roof-new-powerwall-requirement/
24,"its 200,000th Powerwall installation",0.05061719540177714,1,https://techcrunch.com/2022/09/12/tesla-solar-roof-new-powerwall-requirement/
25,its Powerwall batteries,0.05050854805563168,1,https://techcrunch.com/2022/09/12/tesla-solar-roof-new-powerwall-requirement/
0,developing economies,0.10265985865252891,1,https://techcrunch.com/2022/09/08/odyssey-energy-solutions-continues-quest-to-electrify-developing-economies-with-5-4m-seed/
1,renewable energy projects,0.09787615350225755,1,https://techcrunch.com/2022/09/08/odyssey-energy-solutions-continues-quest-to-electrify-developing-economies-with-5-4m-seed/
2,MCJ Collective,0.0972996913573251,2,https://techcrunch.com/2022/09/08/odyssey-energy-solutions-continues-quest-to-electrify-developing-economies-with-5-4m-seed/
3,Founder Collective,0.09410661243104963,2,https://techcrunch.com/2022/09/08/odyssey-energy-solutions-continues-quest-to-electrify-developing-economies-with-5-4m-seed/
4,Scale,0.09335788505971164,1,https://techcrunch.com/2022/09/08/odyssey-energy-solutions-continues-quest-to-electrify-developing-economies-with-5-4m-seed/
5,scale,0.09335788505971164,2,https://techcrunch.com/2022/09/08/odyssey-energy-solutions-continues-quest-to-electrify-developing-economies-with-5-4m-seed/
6,developing countries,0.0873685105158953,1,https://techcrunch.com/2022/09/08/odyssey-energy-solutions-continues-quest-to-electrify-developing-economies-with-5-4m-seed/
7,intermittent renewable power,0.0866149483330955,1,https://techcrunch.com/2022/09/08/odyssey-energy-solutions-continues-quest-to-electrify-developing-economies-with-5-4m-seed/
8,Abstract Ventures,0.08433442234117783,1,https://techcrunch.com/2022/09/08/odyssey-energy-solutions-continues-quest-to-electrify-developing-economies-with-5-4m-seed/
9,Equal Ventures,0.08190567080836043,2,https://techcrunch.com/2022/09/08/odyssey-energy-solutions-continues-quest-to-electrify-developing-economies-with-5-4m-seed/
10,economies,0.08136055306518496,1,https://techcrunch.com/2022/09/08/odyssey-energy-solutions-continues-quest-to-electrify-developing-economies-with-5-4m-seed/
11,potential disruptors,0.07398542565626054,1,https://techcrunch.com/2022/09/08/odyssey-energy-solutions-continues-quest-to-electrify-developing-economies-with-5-4m-seed/
12,projects,0.07236256101203312,1,https://techcrunch.com/2022/09/08/odyssey-energy-solutions-continues-quest-to-electrify-developing-economies-with-5-4m-seed/
13,places,0.07068425508903058,2,https://techcrunch.com/2022/09/08/odyssey-energy-solutions-continues-quest-to-electrify-developing-economies-with-5-4m-seed/
14,Twelve Below,0.07045328787884077,2,https://techcrunch.com/2022/09/08/odyssey-energy-solutions-continues-quest-to-electrify-developing-economies-with-5-4m-seed/
15,financing,0.06770361262584212,1,https://techcrunch.com/2022/09/08/odyssey-energy-solutions-continues-quest-to-electrify-developing-economies-with-5-4m-seed/
16,incumbent resistance,0.06648226671956244,1,https://techcrunch.com/2022/09/08/odyssey-energy-solutions-continues-quest-to-electrify-developing-economies-with-5-4m-seed/
17,electric grids,0.0660026983982526,1,https://techcrunch.com/2022/09/08/odyssey-energy-solutions-continues-quest-to-electrify-developing-economies-with-5-4m-seed/
18,U.S.,0.06369140941033553,2,https://techcrunch.com/2022/09/08/odyssey-energy-solutions-continues-quest-to-electrify-developing-economies-with-5-4m-seed/
19,grid upgrades,0.06179441658837194,1,https://techcrunch.com/2022/09/08/odyssey-energy-solutions-continues-quest-to-electrify-developing-economies-with-5-4m-seed/
20,fossil fuels’ economies,0.0565790955671019,1,https://techcrunch.com/2022/09/08/odyssey-energy-solutions-continues-quest-to-electrify-developing-economies-with-5-4m-seed/
21,remote territories,0.054357336349685176,1,https://techcrunch.com/2022/09/08/odyssey-energy-solutions-continues-quest-to-electrify-developing-economies-with-5-4m-seed/
22,operating,0.051130816809501656,1,https://techcrunch.com/2022/09/08/odyssey-energy-solutions-continues-quest-to-electrify-developing-economies-with-5-4m-seed/
0,carbon credits,0.12101347215320159,2,https://techcrunch.com/2022/09/06/one-startups-solution-to-the-carbon-offsetting-mess-cut-out-the-middle-men-resellers/
1,carbon removal,0.11065844315374992,1,https://techcrunch.com/2022/09/06/one-startups-solution-to-the-carbon-offsetting-mess-cut-out-the-middle-men-resellers/
2,carbon offset sellers,0.10881582249148439,1,https://techcrunch.com/2022/09/06/one-startups-solution-to-the-carbon-offsetting-mess-cut-out-the-middle-men-resellers/
3,carbon removal technologies,0.1069648667783294,1,https://techcrunch.com/2022/09/06/one-startups-solution-to-the-carbon-offsetting-mess-cut-out-the-middle-men-resellers/
4,carbon offsets,0.10437016064810413,1,https://techcrunch.com/2022/09/06/one-startups-solution-to-the-carbon-offsetting-mess-cut-out-the-middle-men-resellers/
5,Lune,0.10031559184047854,1,https://techcrunch.com/2022/09/06/one-startups-solution-to-the-carbon-offsetting-mess-cut-out-the-middle-men-resellers/
6,offsetting credits,0.09215718515791488,1,https://techcrunch.com/2022/09/06/one-startups-solution-to-the-carbon-offsetting-mess-cut-out-the-middle-men-resellers/
7,credit sellers,0.08712416836529543,1,https://techcrunch.com/2022/09/06/one-startups-solution-to-the-carbon-offsetting-mess-cut-out-the-middle-men-resellers/
8,corporate buyers,0.0792967511417077,1,https://techcrunch.com/2022/09/06/one-startups-solution-to-the-carbon-offsetting-mess-cut-out-the-middle-men-resellers/
9,credits,0.079122188468924,1,https://techcrunch.com/2022/09/06/one-startups-solution-to-the-carbon-offsetting-mess-cut-out-the-middle-men-resellers/
10,VC Norrsken VC,0.0788803907731923,1,https://techcrunch.com/2022/09/06/one-startups-solution-to-the-carbon-offsetting-mess-cut-out-the-middle-men-resellers/
11,existing investor Picus Capital,0.0781398321582874,1,https://techcrunch.com/2022/09/06/one-startups-solution-to-the-carbon-offsetting-mess-cut-out-the-middle-men-resellers/
12,Picus Capital,0.0718017452866915,1,https://techcrunch.com/2022/09/06/one-startups-solution-to-the-carbon-offsetting-mess-cut-out-the-middle-men-resellers/
13,low-quality carbon credits,0.07166051377648366,1,https://techcrunch.com/2022/09/06/one-startups-solution-to-the-carbon-offsetting-mess-cut-out-the-middle-men-resellers/
14,buyers,0.06950823229531643,4,https://techcrunch.com/2022/09/06/one-startups-solution-to-the-carbon-offsetting-mess-cut-out-the-middle-men-resellers/
15,resellers,0.06394006074968547,2,https://techcrunch.com/2022/09/06/one-startups-solution-to-the-carbon-offsetting-mess-cut-out-the-middle-men-resellers/
16,Carbon Removal Partners,0.060438024317540806,2,https://techcrunch.com/2022/09/06/one-startups-solution-to-the-carbon-offsetting-mess-cut-out-the-middle-men-resellers/
17,multiple competing standards,0.06032630939534127,1,https://techcrunch.com/2022/09/06/one-startups-solution-to-the-carbon-offsetting-mess-cut-out-the-middle-men-resellers/
18,parallel,0.05701701674373247,1,https://techcrunch.com/2022/09/06/one-startups-solution-to-the-carbon-offsetting-mess-cut-out-the-middle-men-resellers/
19,both carbon removal and avoidance credits,0.056365298305024965,1,https://techcrunch.com/2022/09/06/one-startups-solution-to-the-carbon-offsetting-mess-cut-out-the-middle-men-resellers/
20,sourcing team,0.05591990441306747,1,https://techcrunch.com/2022/09/06/one-startups-solution-to-the-carbon-offsetting-mess-cut-out-the-middle-men-resellers/
21,high prices,0.05584449334458785,1,https://techcrunch.com/2022/09/06/one-startups-solution-to-the-carbon-offsetting-mess-cut-out-the-middle-men-resellers/
22,Climate Partner or Climate Impact X,0.05517094909576874,2,https://techcrunch.com/2022/09/06/one-startups-solution-to-the-carbon-offsetting-mess-cut-out-the-middle-men-resellers/
23,impact-VC Norrsken VC,0.05443028408562312,1,https://techcrunch.com/2022/09/06/one-startups-solution-to-the-carbon-offsetting-mess-cut-out-the-middle-men-resellers/
24,the traditional carbon,0.05153163224257632,1,https://techcrunch.com/2022/09/06/one-startups-solution-to-the-carbon-offsetting-mess-cut-out-the-middle-men-resellers/
25,extra revenues,0.05123929510021076,1,https://techcrunch.com/2022/09/06/one-startups-solution-to-the-carbon-offsetting-mess-cut-out-the-middle-men-resellers/
26,data points,0.050498627317866196,1,https://techcrunch.com/2022/09/06/one-startups-solution-to-the-carbon-offsetting-mess-cut-out-the-middle-men-resellers/
0,food production,0.08038035361960105,5,https://techcrunch.com/2022/09/05/solar-foods-solein/
1,sustainable food production,0.07569129129746766,1,https://techcrunch.com/2022/09/05/solar-foods-solein/
2,energy production costs,0.07415273813296706,1,https://techcrunch.com/2022/09/05/solar-foods-solein/
3,food products,0.07392325664528446,1,https://techcrunch.com/2022/09/05/solar-foods-solein/
4,food supplies,0.0707436425136446,1,https://techcrunch.com/2022/09/05/solar-foods-solein/
5,Solein production,0.06944105987712847,1,https://techcrunch.com/2022/09/05/solar-foods-solein/
6,Good food,0.0680584634772868,1,https://techcrunch.com/2022/09/05/solar-foods-solein/
7,protein production,0.06733154034013444,1,https://techcrunch.com/2022/09/05/solar-foods-solein/
8,energy prices,0.06724994920956359,1,https://techcrunch.com/2022/09/05/solar-foods-solein/
9,food,0.06631511677934726,3,https://techcrunch.com/2022/09/05/solar-foods-solein/
10,foods,0.06631511677934726,1,https://techcrunch.com/2022/09/05/solar-foods-solein/
11,human food,0.06591862654197236,1,https://techcrunch.com/2022/09/05/solar-foods-solein/
12,meat production,0.06518966162179657,1,https://techcrunch.com/2022/09/05/solar-foods-solein/
13,other foods,0.06506817103620942,1,https://techcrunch.com/2022/09/05/solar-foods-solein/
14,existing foods,0.06490689959047849,1,https://techcrunch.com/2022/09/05/solar-foods-solein/
15,energy supply,0.06483310451676033,1,https://techcrunch.com/2022/09/05/solar-foods-solein/
16,processed foods,0.06393130545451181,1,https://techcrunch.com/2022/09/05/solar-foods-solein/
17,energy use,0.06317415403865126,2,https://techcrunch.com/2022/09/05/solar-foods-solein/
18,energy price spikes,0.06315389090032932,1,https://techcrunch.com/2022/09/05/solar-foods-solein/
19,energy supply options,0.06240838456583814,1,https://techcrunch.com/2022/09/05/solar-foods-solein/
20,different food cultures,0.061977545729622004,1,https://techcrunch.com/2022/09/05/solar-foods-solein/
21,Other food ideas,0.06131547807563924,1,https://techcrunch.com/2022/09/05/solar-foods-solein/
22,creative food producers,0.06045598688929725,1,https://techcrunch.com/2022/09/05/solar-foods-solein/
23,renewable energy,0.05934560121109912,1,https://techcrunch.com/2022/09/05/solar-foods-solein/
24,energy,0.05912864584352616,4,https://techcrunch.com/2022/09/05/solar-foods-solein/
25,hydro energy,0.0577289350223586,1,https://techcrunch.com/2022/09/05/solar-foods-solein/
26,energy rises,0.05748709524461075,1,https://techcrunch.com/2022/09/05/solar-foods-solein/
27,energy economics,0.05713010980889899,1,https://techcrunch.com/2022/09/05/solar-foods-solein/
28,commercial production,0.05596011245837444,1,https://techcrunch.com/2022/09/05/solar-foods-solein/
29,major energy requirements,0.05563003246712175,1,https://techcrunch.com/2022/09/05/solar-foods-solein/
30,pastry production,0.054859704177037845,1,https://techcrunch.com/2022/09/05/solar-foods-solein/
31,production,0.0535810758622404,1,https://techcrunch.com/2022/09/05/solar-foods-solein/
32,production technology,0.05239014735905609,1,https://techcrunch.com/2022/09/05/solar-foods-solein/
33,Solein,0.05053599416169774,37,https://techcrunch.com/2022/09/05/solar-foods-solein/
34,dried meat,0.050489884982345926,1,https://techcrunch.com/2022/09/05/solar-foods-solein/
0,Inflation Reduction Act,0.08270736851127079,1,https://techcrunch.com/2022/08/16/winners-losers-abound-as-inflation-reduction-act-becomes-law/
1,Breakthrough Energy Ventures,0.08163855047285078,2,https://techcrunch.com/2022/08/16/winners-losers-abound-as-inflation-reduction-act-becomes-law/
2,climate negotiations,0.08111292682057236,1,https://techcrunch.com/2022/08/16/winners-losers-abound-as-inflation-reduction-act-becomes-law/
3,law,0.07858086137091669,1,https://techcrunch.com/2022/08/16/winners-losers-abound-as-inflation-reduction-act-becomes-law/
4,climate tech,0.07799594844459123,1,https://techcrunch.com/2022/08/16/winners-losers-abound-as-inflation-reduction-act-becomes-law/
5,renewable power,0.07178537526363121,1,https://techcrunch.com/2022/08/16/winners-losers-abound-as-inflation-reduction-act-becomes-law/
